event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_021244|RRAGD|chr6|-	chr6:90074591-90077926	90077681	0.49	NA	NA	0.36	0.18	NA	0.36	NA	0.38	0.20	0.28	NA	NA	0.37	NA	0.21	NA	NA	NA	NA	0.26	0.27	0.26	0.27	0.17	0.22	0.63	NA	NA	0.39	0.14	0.25	0.24	NA	0.12	NA	NA	NA	NA	0.44	0.18	NA	0.41	0.50	NA	NA	0.17	NA	0.21	NA	0.53	NA	NA	NA	0.24	0.25	NA	NA	0.11	0.16	0.74	NA	0.27	0.32	NA	0.29	NA	0.14	0.12	0.23	NA	0.45	NA	0.19	0.18	NA	NA	0.25	0.41	NA	NA	0.35	0.21	0.18	NA	0.18	0.11	0.23	NA	NA	0.22	0.33	0.41	0.50	0.21	0.21	NA	NA	NA	0.08	0.28	0.34	0.29	0.45	0.52
NM_001112736|FAM208A|chr3|-	chr3:56653999-56657871	56657066	0.18	0.26	0.17	0.31	0.39	0.18	0.23	0.26	0.23	0.27	0.34	0.27	0.20	0.15	0.33	0.26	0.23	0.26	0.27	0.36	0.16	0.14	0.25	0.44	0.23	0.23	0.20	0.25	NA	0.46	0.30	0.21	0.33	0.38	0.27	0.41	0.29	0.24	0.33	0.33	0.22	0.24	0.37	0.38	0.28	0.24	0.14	0.26	0.25	0.69	0.35	NA	0.16	0.21	0.37	0.32	0.29	0.12	0.35	0.26	0.23	0.40	0.19	0.35	0.19	0.29	0.31	0.36	0.28	0.31	0.45	0.38	0.26	0.16	0.55	0.31	0.25	0.57	0.28	0.25	0.32	0.25	0.20	0.36	0.85	0.37	0.30	0.33	0.29	0.30	0.36	0.39	0.27	0.31	0.32	0.41	0.36	0.27	0.32	0.56	0.41	0.48	0.33	0.40	0.39
NM_032682|FOXP1|chr3|-	chr3:71003523-71008542	71005330	0.22	0.39	0.22	0.27	0.37	0.24	0.22	0.23	NA	0.28	0.59	0.36	0.19	0.25	0.38	0.31	0.27	0.22	0.26	0.44	0.27	0.22	0.24	0.35	0.32	0.24	0.20	0.32	NA	0.42	0.38	0.23	0.34	0.26	NA	0.34	0.36	0.27	0.30	0.30	0.39	0.28	0.26	0.41	0.29	0.26	0.25	0.19	0.33	0.37	0.48	0.35	0.26	0.25	0.24	0.31	0.28	0.27	0.62	0.30	0.23	0.26	0.35	0.24	0.22	0.31	0.26	0.31	0.39	0.32	0.44	0.33	0.38	0.24	0.38	0.40	0.31	0.78	0.29	0.25	0.35	0.36	0.27	0.20	0.70	0.20	0.43	0.39	0.27	0.29	0.40	0.33	0.40	0.23	0.27	0.42	0.32	0.34	0.23	0.70	0.25	0.28	0.22	0.33	0.41
NM_012412|H2AFV|chr7|-	chr7:44866408-44874161	44873979	0.11	0.26	0.27	0.10	0.14	0.11	0.22	0.12	0.09	0.09	0.07	0.14	0.13	0.12	0.12	0.10	0.10	0.18	0.10	0.04	0.10	0.14	0.08	0.12	0.08	0.08	0.13	0.31	0.36	0.26	0.13	0.08	0.11	0.13	0.03	0.20	0.23	0.17	0.29	0.25	0.10	0.11	0.12	0.19	0.09	0.11	0.10	0.21	0.09	0.37	0.14	0.24	0.21	0.16	0.10	0.21	0.20	0.15	0.06	0.06	0.39	0.15	0.09	0.12	0.17	0.15	0.08	0.07	0.05	0.06	0.11	0.29	0.17	0.08	0.16	0.13	0.20	0.13	0.21	0.27	0.24	0.15	0.08	0.14	0.35	0.09	0.08	0.20	0.11	0.10	0.07	0.19	0.21	0.20	0.06	0.12	0.17	0.20	0.22	0.04	0.14	0.27	0.25	0.30	0.23
NM_015247|CYLD|chr16|+	chr16:50830234-50835825	50830604	0.26	0.34	0.40	0.24	0.19	0.20	0.47	0.30	0.24	0.19	0.21	0.24	0.25	0.30	0.29	0.18	0.33	0.31	0.24	0.12	0.25	0.30	0.22	0.31	0.22	0.21	0.38	NA	NA	0.42	0.18	0.17	0.23	0.30	0.11	0.31	0.41	0.40	0.39	0.34	0.16	0.31	0.28	0.38	0.22	0.16	0.19	0.37	0.20	NA	0.35	NA	0.23	0.31	0.14	0.31	0.24	0.30	0.14	0.14	0.39	0.27	0.24	0.27	0.23	0.27	0.26	0.16	0.14	0.12	0.24	0.40	0.29	0.13	0.19	0.28	0.31	0.26	0.37	0.45	0.36	0.40	0.27	0.27	0.95	0.28	0.17	0.31	0.22	0.25	0.20	0.48	0.44	0.35	0.19	0.23	0.25	0.24	0.42	0.11	0.24	0.38	0.29	0.34	0.34
NM_174907|PPP4R2|chr3|+	chr3:73114547-73118338	73116294	0.20	0.48	0.41	0.44	0.38	0.16	0.31	0.40	0.16	0.14	0.65	0.34	0.25	0.32	0.30	0.39	0.46	0.35	0.28	0.40	0.29	0.24	0.14	0.33	0.38	0.23	0.39	0.45	NA	0.39	0.24	0.17	0.39	0.48	0.19	0.43	0.35	0.43	0.37	0.39	0.41	0.26	0.19	0.50	0.40	0.30	0.32	0.28	0.28	0.58	0.51	NA	0.30	0.31	0.23	0.41	0.35	0.31	0.35	0.31	0.26	0.23	0.24	0.27	0.26	0.35	0.33	0.35	0.33	0.21	0.21	0.35	0.46	0.21	0.30	0.38	0.40	0.53	0.49	0.34	0.42	0.36	0.41	0.21	0.71	0.19	0.40	0.47	0.50	0.31	0.44	0.54	0.54	0.44	0.35	0.35	0.35	0.37	0.35	0.44	0.27	0.46	0.33	0.41	0.37
NM_001253771|SYNCRIP|chr6|-	chr6:86317248-86322641	86321090	0.52	0.47	0.35	0.60	0.55	0.37	0.47	0.35	0.38	0.37	0.73	0.33	0.31	0.38	0.49	0.41	0.26	0.31	0.44	0.40	0.44	0.23	0.60	0.41	0.36	0.29	0.46	0.86	NA	0.40	0.24	0.85	0.49	0.47	0.36	0.42	0.34	0.45	0.46	0.38	0.45	0.25	0.42	0.75	0.22	0.26	0.25	0.46	0.30	0.74	0.37	0.41	0.28	0.57	0.30	0.27	0.35	0.28	0.50	0.34	0.80	0.33	0.48	0.41	0.36	0.43	0.31	0.34	0.34	0.28	0.57	0.56	0.36	0.39	0.52	0.41	0.64	0.91	0.41	0.40	0.49	0.52	0.27	0.62	0.89	0.58	0.29	0.45	0.33	0.26	0.40	0.51	0.86	0.30	0.15	0.42	0.53	0.41	0.31	0.59	0.37	0.40	0.27	0.45	0.57
NM_022754|SFXN1|chr5|+	chr5:174953640-174956751	174955499	0.26	0.34	0.19	0.35	0.66	0.28	0.36	0.37	0.16	0.25	0.71	0.53	0.30	0.33	0.39	0.50	0.24	0.41	0.24	0.70	0.43	0.19	0.45	0.48	0.37	0.31	0.22	0.38	NA	0.46	0.34	0.42	0.58	0.46	0.51	0.48	0.33	0.32	0.45	0.41	0.48	0.36	0.31	0.41	0.41	0.38	0.41	0.22	0.30	NA	0.31	NA	0.44	0.45	0.39	0.38	0.28	0.23	0.76	0.37	0.26	0.34	0.47	0.44	0.33	0.34	0.23	0.35	0.49	0.34	0.27	0.47	0.43	0.41	NA	0.56	0.37	NA	0.49	0.52	0.37	0.41	0.31	NA	NA	0.18	0.33	0.39	0.55	0.32	0.56	0.38	0.76	0.38	0.32	0.36	0.46	0.47	0.24	1.00	0.39	0.43	0.34	0.33	0.40
NM_004330|BNIP2|chr15|-	chr15:59951335-59956319	59955126	0.31	0.41	0.45	0.28	0.38	0.29	0.42	0.37	0.16	0.22	0.32	0.24	0.35	0.23	0.38	0.32	0.27	0.43	0.27	0.16	0.36	0.36	0.24	0.36	0.39	0.19	0.38	0.50	NA	0.47	0.27	0.15	0.37	0.33	0.21	0.37	0.39	0.39	0.33	0.38	0.40	0.34	0.40	0.50	0.33	0.37	0.29	0.44	0.25	NA	0.31	NA	0.36	0.38	0.26	0.51	0.40	0.29	0.20	0.30	0.40	0.37	0.34	0.41	0.41	0.44	0.23	0.19	0.19	0.18	0.26	0.33	0.36	0.28	0.44	0.34	0.32	0.32	0.37	0.51	0.40	0.31	0.25	0.31	0.29	0.21	0.24	0.26	0.43	0.40	0.39	0.42	0.60	0.38	0.28	0.44	0.46	0.48	0.26	0.24	0.39	0.42	0.37	0.35	0.37
NM_017944|USP47|chr11|+	chr11:11977547-11981835	11978263	0.10	0.23	0.19	0.18	0.22	0.11	0.15	0.20	0.10	0.15	0.26	0.20	0.16	0.13	0.24	0.17	0.21	0.17	0.15	0.09	0.14	0.14	0.08	0.20	0.18	0.12	0.16	0.24	0.16	0.24	0.11	0.09	0.21	0.22	0.07	0.18	0.18	0.20	0.18	0.21	0.19	0.12	0.17	0.26	0.17	0.15	0.15	0.16	0.19	NA	0.22	0.15	0.15	0.18	0.10	0.21	0.15	0.13	0.14	0.10	0.18	0.18	0.15	0.14	0.16	0.19	0.17	0.15	0.13	0.10	0.11	0.21	0.19	0.12	0.23	0.20	0.18	0.22	0.21	0.16	0.21	0.20	0.16	0.14	0.38	0.10	0.25	0.27	0.16	0.16	0.36	0.33	0.20	0.18	0.14	0.19	0.21	0.23	0.15	0.15	0.25	0.20	0.18	0.27	0.23
NM_003118|SPARC|chr5|-	chr5:151041014-151043160	151042081	0.15	0.16	0.22	0.15	0.17	0.15	0.19	0.18	0.14	0.15	0.41	0.22	0.14	0.22	0.20	0.17	0.16	0.15	0.13	0.17	0.15	0.11	0.17	0.19	0.13	0.15	0.18	0.16	0.83	0.24	0.15	0.15	0.25	0.18	0.16	0.19	0.14	0.19	0.23	0.22	0.18	0.18	0.21	0.21	0.14	0.21	0.19	0.17	0.15	0.49	0.15	0.48	0.13	0.19	0.11	0.18	0.14	0.20	0.25	0.19	0.16	0.19	0.15	0.17	0.13	0.17	0.13	0.19	0.17	0.15	0.16	0.22	0.17	0.15	0.12	0.23	0.26	0.37	0.14	0.17	0.21	0.11	0.17	0.16	0.75	0.13	0.16	0.17	0.13	0.15	0.16	0.12	0.21	0.16	0.18	0.13	0.15	0.18	0.17	0.35	0.23	0.17	0.16	0.20	0.13
NM_013382|POMT2|chr14|-	chr14:77741308-77743824	77743496	0.57	0.38	NA	0.40	0.33	0.31	0.46	0.40	NA	0.21	0.38	0.32	0.35	0.22	0.45	0.31	0.44	0.50	0.29	0.31	0.45	0.27	NA	0.29	0.46	0.36	0.65	0.47	NA	0.66	0.46	NA	0.29	0.46	0.24	0.54	0.48	0.38	0.59	0.72	0.39	0.55	0.23	0.57	0.39	0.29	0.37	NA	0.39	NA	NA	NA	0.54	0.47	0.51	0.51	0.51	0.43	0.15	0.21	NA	0.51	0.55	NA	0.45	0.43	0.39	0.27	0.25	0.20	0.24	0.75	0.46	0.49	NA	NA	NA	NA	0.42	0.67	0.51	0.50	0.32	NA	NA	0.31	0.34	0.56	0.46	0.24	0.23	0.46	0.58	0.51	0.60	0.50	0.38	0.50	0.40	NA	0.36	0.76	0.41	0.54	0.67
NM_005754|G3BP1|chr5|+	chr5:151183445-151190980	151184879	0.19	0.17	0.33	0.23	0.16	0.10	0.27	0.23	0.16	0.15	0.13	0.15	0.24	0.09	0.22	0.10	0.15	0.19	0.08	0.12	0.21	0.17	0.20	0.24	0.17	0.14	0.17	0.19	NA	0.28	0.13	0.13	0.16	0.20	0.10	0.32	0.29	0.21	0.25	0.28	0.15	0.18	0.23	0.23	0.08	0.10	0.12	0.20	0.11	0.49	0.30	NA	0.26	0.21	0.16	0.54	0.14	0.18	0.08	0.13	0.15	0.19	0.23	0.14	0.11	0.16	0.19	0.22	0.08	0.13	0.11	0.35	0.16	0.16	0.20	0.20	0.15	0.43	0.13	0.23	0.21	0.28	0.20	0.39	0.59	0.32	0.12	0.15	0.16	0.22	0.12	0.31	0.64	0.20	0.23	0.16	0.15	0.23	0.23	0.12	0.15	0.21	0.24	0.29	0.18
NR_003094|E2F6|chr2|-	chr2:11584507-11586649	11585442	0.30	0.37	0.30	0.42	NA	0.49	NA	0.30	0.22	0.18	NA	0.44	0.39	0.48	NA	0.41	0.29	0.33	0.32	NA	0.55	0.32	0.50	NA	0.45	0.45	0.44	0.48	NA	0.30	NA	0.36	NA	0.25	0.24	0.40	0.43	0.47	0.46	0.45	NA	NA	0.26	0.45	0.43	0.33	0.34	NA	0.40	NA	0.32	NA	0.45	0.39	NA	0.29	0.31	0.32	NA	0.25	0.25	0.20	0.42	0.28	0.28	0.23	0.45	0.27	NA	0.41	0.38	0.30	0.29	0.22	NA	0.47	NA	0.80	0.32	0.42	0.39	NA	0.40	0.24	NA	0.37	NA	0.35	0.47	0.48	NA	0.66	0.36	0.36	0.30	0.47	NA	0.30	0.36	NA	NA	0.20	0.30	0.27	0.32
NM_006197|PCM1|chr8|+	chr8:17885145-17887430	17885345	0.12	0.28	0.23	0.22	0.18	0.14	0.30	0.14	0.21	0.08	0.10	0.17	0.24	0.22	0.18	0.23	0.24	0.22	0.28	0.12	0.12	0.10	0.17	0.17	0.14	0.10	0.24	0.39	NA	0.31	0.08	0.19	0.20	0.21	0.06	0.21	0.23	0.19	0.23	0.27	0.13	0.22	0.24	0.41	0.14	0.13	0.11	0.13	0.13	0.30	0.27	0.25	0.20	0.16	0.09	0.19	0.21	0.14	0.09	0.11	0.30	0.19	0.24	0.17	0.12	0.21	0.25	0.12	0.09	0.14	0.14	0.22	0.17	0.13	0.26	0.19	0.27	0.22	0.20	NA	0.22	NA	0.16	NA	0.29	NA	0.12	0.25	0.17	0.19	0.09	0.27	0.28	0.33	0.16	0.37	0.20	0.30	0.27	0.11	0.29	0.35	0.23	0.28	0.27
NM_007045|FGFR1OP|chr6|+	chr6:167453391-167455854	167453684	0.20	0.44	0.40	0.54	0.23	0.15	NA	0.35	0.13	0.16	0.32	0.40	0.22	0.19	0.33	0.25	0.34	0.29	0.23	0.28	0.17	0.19	0.23	0.22	0.34	0.19	0.43	0.67	NA	0.42	0.19	0.37	0.43	0.54	0.16	0.39	0.42	0.29	0.35	0.34	0.27	0.14	0.21	0.51	0.27	0.13	0.25	NA	0.20	0.60	0.36	NA	0.34	0.29	0.21	0.44	0.27	0.14	0.25	0.35	0.32	0.19	0.30	0.16	0.23	0.24	0.24	NA	0.16	0.23	0.17	0.46	0.40	0.28	0.36	0.31	0.33	0.52	0.39	0.31	0.40	0.22	0.25	0.28	NA	0.23	0.24	0.50	0.39	0.27	0.33	0.51	0.57	0.53	0.21	0.46	0.20	0.48	0.34	0.38	0.17	0.42	0.25	0.48	0.35
NR_028459|ATXN3|chr14|-	chr14:92524641-92530758	92529958	0.25	NA	NA	0.39	NA	NA	NA	0.24	0.18	0.13	0.34	0.43	NA	0.39	0.33	NA	0.31	0.39	0.35	0.18	NA	0.26	NA	NA	0.27	0.20	0.38	0.62	NA	NA	0.32	NA	0.58	0.38	0.13	0.66	NA	0.43	0.65	0.56	NA	0.27	0.43	0.61	NA	NA	NA	NA	0.30	0.37	0.41	NA	0.45	0.55	0.24	0.35	0.38	0.26	0.25	0.25	0.42	0.27	0.36	0.28	0.36	NA	NA	NA	0.22	0.23	0.22	0.53	0.50	0.32	NA	NA	NA	0.57	0.54	NA	NA	NA	NA	NA	0.43	0.45	0.19	0.47	NA	NA	0.34	NA	0.65	NA	0.33	0.38	0.37	0.60	0.55	NA	0.28	0.54	0.44	0.57	0.40
NM_006191|PA2G4|chr12|+	chr12:56506606-56507670	56506861	0.22	0.41	0.46	0.44	0.30	0.28	0.30	0.25	0.25	0.16	0.39	0.45	0.38	0.28	0.38	0.35	0.36	0.37	0.38	0.25	0.42	0.21	0.35	0.28	0.29	0.32	0.28	0.44	0.59	0.48	0.30	0.36	0.32	0.37	0.22	0.41	0.29	0.63	0.44	0.43	0.25	0.42	0.24	0.51	0.31	0.35	0.28	0.35	0.30	NA	0.53	0.60	0.28	0.27	0.29	0.34	0.40	0.40	0.22	0.23	0.41	0.36	0.47	0.52	0.35	0.49	0.41	0.29	0.24	0.27	0.34	0.41	0.35	0.41	0.40	0.36	0.34	0.44	0.43	0.45	0.41	0.35	0.55	0.24	NA	0.25	0.56	0.48	0.40	0.23	0.31	0.40	0.39	0.42	0.41	0.41	0.32	0.52	0.42	0.34	0.44	0.54	0.50	0.49	0.40
NM_015704|PPPDE2|chr22|-	chr22:41995072-41997194	41996948	0.23	0.33	0.27	0.23	0.22	0.15	0.23	0.20	0.12	0.17	0.10	0.28	0.35	0.20	0.20	0.16	0.21	0.24	0.17	0.12	0.20	0.18	0.29	0.17	0.18	0.15	0.20	0.44	NA	0.41	0.18	0.28	0.22	0.23	0.14	0.30	0.27	0.43	0.37	0.45	0.15	0.32	0.28	0.34	0.20	0.20	0.19	0.25	0.19	NA	0.20	0.46	0.29	0.27	0.43	0.33	0.30	0.19	0.08	0.12	0.33	0.29	0.39	0.27	0.23	0.22	0.29	0.16	0.11	0.16	0.15	0.42	0.39	0.31	0.21	0.23	0.20	0.16	0.37	0.33	0.38	0.21	0.25	0.38	0.44	0.33	0.18	0.36	0.18	0.20	0.13	0.32	0.50	0.39	0.28	0.21	0.28	0.51	0.41	0.07	0.26	0.27	0.30	0.41	0.41
NM_001142269|GGCX|chr2|-	chr2:85773418-85777249	85776702	0.34	0.39	0.28	0.35	0.31	0.22	0.25	0.27	0.28	0.24	0.24	0.25	0.35	0.26	0.35	0.24	0.20	0.34	0.31	0.22	0.19	0.19	NA	0.26	0.26	0.23	0.20	0.34	NA	0.40	0.23	0.25	0.31	0.28	0.17	0.40	0.35	0.38	0.41	0.35	0.22	0.27	0.36	0.28	0.21	0.22	0.16	0.32	0.22	NA	0.51	0.46	0.33	0.39	0.47	0.19	0.32	0.18	0.24	0.24	0.29	0.31	0.29	0.43	0.29	0.32	0.36	0.23	0.20	0.28	0.29	0.43	0.27	0.25	0.30	0.29	0.31	0.28	0.33	0.25	0.37	0.27	0.28	0.44	NA	0.37	0.29	0.33	0.25	0.28	0.32	0.32	0.21	0.26	0.31	0.32	0.43	0.42	0.36	0.22	0.30	0.42	0.35	0.43	0.34
NM_015059|TLN2|chr15|+	chr15:63132680-63136834	63133649	NA	NA	0.47	NA	0.32	0.14	NA	NA	0.17	0.24	0.32	0.26	0.23	NA	0.29	0.26	0.38	NA	NA	0.10	NA	0.23	0.25	NA	NA	NA	0.31	0.27	NA	0.39	0.20	NA	0.22	0.37	NA	0.28	NA	NA	0.39	NA	0.19	0.27	0.30	0.39	0.31	0.26	0.19	NA	0.21	NA	NA	NA	0.23	0.31	NA	NA	0.33	NA	0.20	0.16	NA	0.22	0.21	0.45	0.27	0.33	0.20	0.21	0.25	0.11	NA	0.52	0.22	0.24	0.31	0.25	0.41	NA	0.36	0.44	0.40	0.34	NA	NA	NA	NA	0.30	0.42	0.16	0.35	NA	NA	0.31	0.33	NA	0.28	0.22	0.27	0.38	NA	0.26	0.38	0.41	0.33	0.38
NM_006321|ARIH2|chr3|+	chr3:49020631-49023244	49020834	0.49	0.68	0.70	0.47	0.70	0.39	0.54	0.48	0.38	0.37	0.78	0.67	0.50	0.48	0.73	0.55	0.61	0.72	0.61	0.43	0.67	0.40	0.45	0.45	0.55	0.54	0.66	0.78	NA	0.74	0.47	0.55	0.67	0.58	0.50	0.78	0.69	0.74	0.85	0.81	0.69	0.63	0.34	0.84	0.47	0.48	0.47	0.42	0.58	NA	0.92	0.47	0.67	0.60	0.48	0.69	0.56	0.67	0.55	0.44	0.85	0.49	NA	0.72	0.56	0.62	0.62	0.53	0.37	0.48	0.51	0.83	0.50	0.55	0.63	0.78	0.62	0.97	0.86	0.69	0.78	0.78	0.70	0.35	NA	0.42	0.46	0.76	0.61	0.52	0.59	0.81	0.86	0.80	0.78	0.65	0.65	0.84	0.67	0.44	0.65	0.88	0.65	0.81	0.68
NM_152793|C7orf41|chr7|+	chr7:30197053-30203342	30198033	0.25	0.45	0.67	0.43	0.46	0.41	0.79	0.65	0.19	NA	0.56	0.92	0.33	0.34	0.40	NA	0.48	0.66	0.47	0.25	0.61	0.29	0.69	0.48	0.58	NA	NA	0.74	NA	0.69	0.70	0.52	0.39	0.60	0.41	0.52	0.75	0.73	0.63	0.73	0.32	0.64	0.61	0.94	NA	0.29	0.53	0.40	0.31	0.70	0.57	0.82	0.74	0.49	0.42	NA	0.63	0.48	0.26	0.22	0.74	0.51	0.85	0.62	0.39	0.47	NA	0.53	0.30	NA	0.23	0.64	0.71	0.36	0.64	0.61	0.69	0.74	0.47	0.81	0.63	NA	0.48	0.57	NA	0.73	NA	0.50	0.59	0.52	0.32	NA	0.97	NA	0.57	0.72	0.53	0.66	NA	0.61	0.28	0.55	0.55	0.60	0.53
NM_017902|HIF1AN|chr10|+	chr10:102307849-102314696	102309712	0.54	0.38	0.41	0.51	0.26	0.34	0.49	0.65	0.49	0.43	0.47	0.57	0.32	0.18	0.57	0.31	0.43	0.45	0.31	0.35	0.53	0.20	0.55	0.25	0.38	0.32	0.33	0.43	NA	0.61	0.44	0.45	0.48	0.62	0.53	0.60	0.45	0.54	0.70	0.49	0.47	0.43	0.45	0.57	0.30	0.52	0.36	0.46	0.53	NA	0.24	NA	0.57	0.46	0.51	0.55	0.40	0.47	0.33	0.36	0.33	0.43	0.48	0.41	0.46	0.47	0.38	0.47	0.42	0.36	0.34	0.68	0.47	0.60	0.46	0.59	0.48	0.58	0.45	0.79	0.66	0.42	0.25	0.52	NA	0.50	0.22	0.47	0.43	0.44	0.28	0.28	0.70	0.42	0.42	0.52	0.27	0.44	0.51	0.36	0.18	0.48	0.51	0.58	0.55
NM_001202470|RPS10-NUDT3|chr6|-	chr6:34247346-34256708	34256225	0.26	0.26	0.45	0.12	0.22	0.15	0.31	0.37	0.19	0.16	0.10	0.22	0.17	0.13	0.26	0.17	0.27	0.27	0.23	0.05	0.18	0.14	0.21	0.12	0.12	0.09	0.25	0.38	0.37	0.46	0.15	0.11	0.15	0.34	0.09	0.33	0.45	0.35	0.36	0.48	0.17	0.22	0.28	0.35	0.14	0.13	0.10	0.37	0.16	0.62	0.21	0.31	0.34	0.34	0.18	0.35	0.40	0.26	0.05	0.09	0.37	0.22	0.34	0.21	0.20	0.24	0.10	0.21	0.09	0.07	0.15	0.49	0.23	0.18	0.20	0.25	0.28	0.09	0.22	0.30	0.38	0.37	0.22	0.31	0.65	0.22	0.10	0.25	0.19	0.22	0.10	0.19	0.23	0.37	0.24	0.25	0.18	0.28	0.28	0.06	0.14	0.50	0.42	0.39	0.33
