event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_001233|CAV2|chr7|+	chr7:116146024-116148599	116146680	0.35	0.41	0.46	0.47	0.37	0.45	0.32	0.46	0.40	0.48	0.65	0.35	0.33	0.55	0.24	0.40	0.33	0.36	0.29	0.38	NA	0.35	0.36	0.45	0.34	NA	0.37	0.28	0.25	0.32	0.43	0.30	0.37	0.38	0.39	0.45	0.46	0.44	0.33	0.44	0.62	0.22	0.28	0.47	0.31	0.36	0.31	0.45	0.29	0.43	0.34
NM_001777|CD47|chr3|-	chr3:107762193-107766139	107765962	0.12	0.25	0.12	0.15	0.05	0.18	0.15	0.20	0.21	0.10	0.11	0.07	0.26	0.26	0.17	0.23	0.13	0.21	0.10	0.12	0.13	0.09	0.16	0.21	0.21	0.21	0.21	0.12	0.17	0.11	0.23	0.09	0.16	0.06	0.15	0.15	0.20	0.11	0.19	0.31	0.17	0.19	0.10	0.26	0.07	0.35	0.07	0.07	0.19	0.19	0.17
NM_002056|GFPT1|chr2|-	chr2:69546929-69553365	69552527	0.24	0.39	0.30	0.31	0.25	0.33	0.28	0.25	0.34	0.26	0.30	0.28	0.42	0.52	0.35	0.36	0.32	0.38	0.25	0.34	0.37	0.24	0.35	0.40	0.26	0.52	0.49	0.33	0.45	0.42	0.37	0.27	0.31	0.23	NA	0.34	0.41	0.30	0.29	0.42	0.35	0.32	0.44	0.42	0.17	0.32	0.34	0.30	0.46	0.24	0.29
NM_021156|TMX4|chr20|-	chr20:7957997-7963268	7962100	0.29	0.38	0.21	0.37	0.18	0.22	0.22	0.34	0.44	0.32	0.32	0.21	0.29	0.44	0.15	0.38	0.24	0.21	0.38	0.21	0.21	0.20	0.26	0.33	0.47	0.37	0.39	0.27	0.41	0.24	0.31	0.20	0.37	0.38	0.33	0.23	0.30	0.27	0.23	0.29	0.35	0.27	0.31	0.27	0.23	0.36	0.25	0.21	0.28	0.35	0.25
NM_030650|KIAA1715|chr2|-	chr2:176788584-176794927	176793561	0.46	0.52	NA	0.59	0.42	0.68	0.53	0.44	0.58	NA	NA	NA	0.60	0.71	0.60	0.52	0.49	0.84	0.37	0.51	NA	0.53	0.46	0.49	0.45	0.50	0.63	0.32	NA	0.47	0.63	0.48	0.41	0.50	NA	0.85	0.65	0.47	0.56	0.71	0.70	0.52	0.68	0.40	0.37	0.43	0.48	0.60	0.70	0.54	0.52
NM_013321|SNX8|chr7|-	chr7:2292679-2294804	2294654	0.52	0.45	0.36	0.30	0.32	0.29	0.27	0.40	0.52	0.29	0.07	0.25	0.54	0.62	0.59	0.49	0.34	0.60	0.20	0.54	0.36	0.41	0.39	0.28	NA	0.61	0.28	0.31	0.51	0.21	0.52	0.19	0.24	0.14	0.49	0.19	0.56	0.52	0.33	0.27	0.37	0.51	0.39	0.10	0.19	0.49	0.30	0.14	0.44	0.28	0.60
NM_002111|HTT|chr4|+	chr4:3241572-3245677	3242320	0.20	0.23	0.17	0.16	0.13	0.24	0.19	0.25	0.42	0.17	0.15	0.13	0.35	0.38	0.25	0.26	0.14	0.26	0.10	0.27	0.10	0.12	0.19	0.18	0.45	0.33	0.19	0.15	0.24	0.19	0.22	0.12	0.10	0.16	0.28	0.12	0.26	0.30	0.19	0.18	0.19	0.21	0.13	0.18	0.09	0.33	0.24	0.10	0.23	0.13	0.27
NM_198833|SERPINB8|chr18|+	chr18:61654107-61656577	61654593	0.63	0.49	0.44	0.50	0.55	0.57	0.64	NA	0.80	0.52	0.35	0.32	NA	0.71	0.55	0.59	0.45	0.77	0.44	NA	0.38	NA	NA	0.54	0.51	0.63	0.51	NA	NA	0.31	0.73	0.33	0.62	0.53	0.52	0.50	0.69	NA	0.40	0.63	NA	0.69	0.28	0.55	0.20	0.62	0.25	0.23	0.46	0.63	NA
NM_003971|SPAG9|chr17|-	chr17:49039534-49043748	49043047	0.35	0.36	0.36	0.40	0.23	0.39	0.38	0.31	0.41	0.34	0.22	0.17	0.33	0.45	0.43	0.47	0.32	0.45	0.27	0.47	0.37	0.37	0.29	0.36	0.42	0.52	0.48	0.19	0.40	0.43	0.28	0.32	0.35	0.27	0.42	0.30	0.31	0.39	0.27	0.40	0.38	0.31	0.30	0.35	0.27	0.24	0.22	0.27	0.37	0.38	0.48
NM_016131|RAB10|chr2|+	chr2:26357806-26360302	26358049	0.43	0.53	0.50	0.52	0.40	0.54	0.58	0.57	0.53	0.45	0.39	0.36	0.53	0.64	0.47	0.49	0.59	0.67	0.47	0.43	0.70	0.43	0.64	0.56	0.51	0.64	0.59	0.45	0.56	0.57	0.53	0.54	0.45	0.46	0.59	0.47	0.49	0.51	0.38	0.64	0.53	0.49	0.40	0.68	0.52	0.60	0.36	0.48	0.48	0.56	0.55
NM_001195214|YIPF6|chrX|+	chrX:67751722-67757127	67754490	0.32	0.41	0.36	0.28	0.25	0.35	0.40	0.35	0.28	0.46	0.76	0.30	0.43	0.69	0.25	0.40	0.29	0.45	0.24	0.32	0.43	0.37	0.34	0.39	0.37	0.60	0.42	0.22	0.28	0.40	0.55	0.31	0.34	0.31	0.38	0.61	0.45	0.46	0.33	0.42	0.51	0.25	0.36	0.31	0.29	0.45	0.39	0.46	0.38	0.38	0.33
NM_014244|ADAMTS2|chr5|-	chr5:178537836-178541325	178540886	0.85	0.90	0.84	0.89	NA	0.85	0.83	0.83	0.86	0.85	0.83	0.76	NA	0.52	NA	0.82	0.73	0.76	0.82	0.85	NA	0.85	0.80	0.77	NA	NA	NA	0.78	NA	0.84	0.90	NA	0.89	0.89	0.81	NA	0.81	0.90	0.80	0.85	NA	0.76	0.87	NA	NA	0.77	0.87	0.83	0.80	NA	NA
NM_005793|NME6|chr3|-	chr3:48331781-48336293	48335615	0.29	NA	0.29	0.24	0.25	0.34	0.32	0.44	0.49	0.26	0.21	0.20	0.35	0.42	0.32	0.50	0.29	0.46	0.24	0.21	0.22	0.37	0.44	0.38	0.54	0.71	NA	0.35	0.30	0.25	0.50	0.29	0.40	0.24	0.30	NA	0.46	0.54	0.20	0.41	NA	0.26	0.34	NA	0.19	0.34	0.30	0.18	0.47	0.33	0.27
NM_032368|LZIC|chr1|-	chr1:9986359-9990515	9990331	0.44	0.43	0.43	0.51	0.27	0.37	0.39	0.52	0.47	0.47	0.38	0.27	0.50	0.56	0.38	0.49	0.45	0.62	0.38	0.44	0.55	0.42	0.38	0.49	0.59	0.47	0.51	0.35	0.44	0.38	0.59	0.32	0.32	0.32	0.56	0.38	0.68	0.44	0.29	0.53	0.58	0.46	0.41	0.33	0.36	0.58	0.36	0.31	0.56	0.42	0.40
NM_015339|ADNP|chr20|-	chr20:49505543-49511049	49507084	0.48	0.50	0.45	0.75	0.91	0.58	0.64	0.43	0.57	0.63	NA	0.59	0.39	0.74	0.34	0.33	0.34	0.51	0.49	0.72	0.57	0.57	0.44	0.46	0.43	0.49	0.54	0.47	0.28	0.52	0.62	0.48	0.45	0.71	0.54	0.61	0.56	0.49	0.49	0.58	0.90	0.38	0.44	0.45	0.84	0.53	0.83	0.84	0.39	0.43	0.62
NM_001254748|RGS5|chr1|-	chr1:163112086-163117293	163115889	0.34	0.46	0.37	0.42	NA	NA	0.28	0.43	0.49	0.51	0.68	0.40	0.53	0.64	NA	0.50	0.36	0.52	0.43	0.35	0.33	0.47	0.38	0.50	0.55	NA	0.49	0.47	NA	0.39	0.50	0.31	0.41	0.50	0.52	NA	0.48	0.47	NA	0.55	NA	0.39	NA	0.29	NA	0.38	0.39	0.43	0.50	0.34	0.52
NM_003062|SLIT3|chr5|-	chr5:168088776-168093694	168093339	0.23	0.25	NA	NA	NA	0.11	0.12	0.09	0.24	0.16	0.12	0.14	0.18	0.39	NA	0.21	NA	0.25	0.26	NA	NA	0.28	0.15	0.22	NA	NA	NA	0.26	NA	NA	0.12	NA	0.19	0.19	0.20	NA	0.23	NA	NA	0.31	NA	NA	NA	NA	NA	0.24	NA	0.06	0.24	NA	NA
NM_001110792|MECP2|chrX|-	chrX:153286929-153296901	153295769	0.27	0.45	0.19	0.19	0.19	0.21	0.28	0.40	0.59	0.24	0.21	0.23	0.39	0.43	0.35	0.51	0.41	0.40	0.52	0.37	0.10	0.24	0.40	0.28	0.78	0.55	0.60	0.41	0.38	0.24	0.31	0.12	0.17	0.22	0.24	0.15	0.31	0.55	0.23	0.29	0.23	0.32	0.21	0.34	0.11	0.64	0.18	0.08	0.28	0.32	0.50
NM_021159|RAP1GDS1|chr4|+	chr4:99363140-99364998	99363737	0.28	0.30	0.36	0.37	0.32	0.25	0.26	0.27	0.43	0.33	0.40	0.27	0.28	0.43	0.30	0.34	0.26	0.39	0.23	0.28	0.15	0.22	0.18	0.30	0.23	0.29	0.34	0.14	0.22	0.19	0.35	0.17	0.20	0.24	0.32	0.27	0.39	0.21	0.27	0.36	0.39	0.30	0.26	0.21	0.19	0.25	0.23	0.27	0.26	0.30	0.26
NM_001457|FLNB|chr3|+	chr3:58156301-58157973	58156471	0.63	0.77	0.62	0.59	0.49	0.67	0.68	0.75	0.88	0.47	0.77	0.55	0.78	0.88	0.58	0.64	0.61	0.71	0.51	0.76	0.70	0.54	0.65	0.64	0.80	0.85	0.64	0.43	0.52	0.62	0.88	0.50	0.44	0.45	0.84	0.49	0.82	0.69	0.51	0.73	0.83	0.58	0.42	0.55	0.58	0.79	0.68	0.52	0.56	0.69	0.65
NM_014155|ZBTB44|chr11|-	chr11:130096566-130104168	130103085	0.61	0.73	0.53	0.64	0.35	0.46	0.46	0.58	0.67	0.46	0.35	NA	0.54	0.73	0.57	0.63	NA	0.58	0.35	0.68	0.35	0.47	0.31	0.56	0.44	0.72	0.77	0.37	0.60	0.43	0.64	0.26	0.36	0.38	0.62	0.51	0.65	0.78	NA	0.48	0.57	0.62	0.49	0.39	0.31	0.65	0.43	0.30	0.44	0.68	0.74
NM_001145370|PTPN3|chr9|-	chr9:112137968-112141913	112140570	0.31	0.24	0.20	0.38	0.32	0.28	0.16	0.34	0.31	0.30	0.34	0.13	0.26	0.29	0.17	0.31	0.17	0.27	0.15	0.41	NA	0.22	0.15	NA	0.18	0.28	0.16	0.17	0.22	0.23	0.19	0.27	0.22	0.17	0.18	0.14	0.20	0.20	0.29	0.33	0.46	NA	0.20	NA	0.22	0.30	0.29	0.22	0.16	0.26	0.13
NM_144498|OSBPL2|chr20|+	chr20:60868840-60871279	60869904	0.40	0.37	0.52	0.43	0.32	0.45	0.32	0.36	0.39	0.40	0.66	0.31	0.42	0.61	0.30	0.34	0.36	0.52	0.32	0.45	0.45	0.45	0.37	0.35	0.70	0.61	0.53	0.27	0.35	0.54	0.46	0.34	0.68	0.36	0.62	0.32	0.40	0.56	0.36	0.46	0.58	0.24	0.34	0.31	0.42	0.48	0.43	0.54	0.49	0.37	0.33
NM_207318|FAM199X|chrX|+	chrX:103434288-103440579	103436036	0.54	0.83	0.75	0.69	0.34	0.48	0.63	0.48	0.75	0.57	NA	0.39	0.63	NA	0.59	0.53	0.68	0.60	0.29	NA	0.28	0.41	0.42	0.71	0.37	0.63	0.77	0.35	0.57	0.62	0.75	0.34	0.56	0.51	NA	0.70	0.64	0.55	0.53	0.67	0.68	0.65	0.50	0.52	0.30	0.63	0.47	NA	NA	0.46	0.77
NM_013302|EEF2K|chr16|+	chr16:22295207-22300050	22297915	0.66	0.39	0.70	NA	0.42	0.45	0.36	0.32	0.55	0.39	NA	NA	0.40	0.78	0.38	0.37	0.38	0.45	0.16	0.63	0.51	0.32	0.19	0.27	0.37	0.34	0.44	0.20	0.29	0.50	0.67	0.24	0.28	NA	0.55	NA	0.59	0.55	NA	0.50	0.66	0.41	0.29	0.27	NA	0.63	NA	NA	0.32	0.33	0.22
NM_194261|UBE2I|chr16|+	chr16:1374730-1376612	1375280	0.12	0.10	0.11	0.09	0.05	0.08	0.04	0.18	0.09	0.08	0.04	0.05	0.18	0.26	0.07	0.14	0.09	0.12	0.04	0.18	0.09	0.11	0.06	0.11	0.06	0.06	0.07	0.06	0.10	0.09	0.12	0.07	0.05	0.04	0.08	0.05	0.15	0.06	0.08	0.12	0.09	0.10	0.10	0.09	0.06	0.15	0.04	0.10	0.13	0.07	0.06
NM_139207|NAP1L1|chr12|-	chr12:76439967-76441498	76441348	0.36	0.58	0.37	0.53	0.31	0.37	0.57	0.35	0.52	0.37	0.39	0.25	0.39	0.58	0.55	0.52	0.48	0.54	0.39	0.51	0.27	0.45	0.52	0.42	0.36	0.82	0.48	0.20	0.43	0.55	0.60	0.46	0.49	0.39	0.39	0.59	0.65	0.67	0.25	0.48	0.46	0.54	0.45	0.50	0.21	0.53	0.42	0.38	0.37	0.56	0.56
NM_002709|PPP1CB|chr2|+	chr2:29022064-29025807	29023845	0.31	0.28	0.45	0.65	0.43	0.29	0.26	0.20	0.42	0.50	0.75	0.31	0.35	0.75	0.22	0.29	0.23	0.33	0.15	0.51	0.30	0.22	0.22	0.30	0.19	0.24	0.31	0.13	0.20	0.29	0.44	0.20	0.28	0.35	0.36	0.57	0.40	0.25	0.29	0.39	0.63	0.32	0.24	0.33	0.37	0.27	0.42	0.42	0.25	0.23	0.25
NM_004863|SPTLC2|chr14|-	chr14:77972326-77978746	77978484	0.32	0.39	0.29	0.33	0.33	0.30	0.25	0.34	0.53	0.24	0.09	0.17	0.52	0.41	0.40	0.40	0.33	0.49	0.35	0.45	0.20	0.25	0.30	0.34	0.43	0.45	0.38	0.26	0.46	0.25	0.35	0.18	0.37	0.16	NA	0.16	0.44	0.37	0.33	0.32	0.26	0.51	0.28	0.27	0.20	0.42	0.31	0.10	0.38	0.26	0.40
NM_001895|CSNK2A1|chr20|-	chr20:461746-464720	463429	0.44	0.41	0.63	0.60	0.56	0.62	0.60	0.44	0.72	0.49	0.63	0.52	0.58	0.79	0.46	0.45	0.51	0.59	0.41	0.73	0.59	0.41	0.42	0.46	0.41	0.54	0.51	0.33	0.44	0.53	0.67	0.41	0.43	0.51	0.55	0.51	0.69	0.51	0.41	0.57	0.64	0.52	0.48	0.54	0.37	0.68	0.54	0.57	0.45	0.43	0.56
NM_001409|MEGF6|chr1|-	chr1:3404511-3407153	3406524	0.46	0.59	0.37	0.42	NA	0.43	NA	0.43	NA	0.24	0.35	0.75	0.59	0.26	NA	0.36	0.31	0.35	0.42	0.65	0.30	0.12	NA	0.33	NA	0.51	NA	NA	NA	0.59	0.24	NA	0.56	0.35	0.33	0.48	0.60	NA	0.33	0.37	0.49	0.44	NA	NA	0.22	NA	0.51	0.31	0.61	0.56	NA
NM_174909|TMEM167A|chr5|-	chr5:82348659-82352973	82352605	0.39	0.49	0.49	0.45	0.21	0.42	0.29	0.39	0.43	0.32	0.24	0.19	0.42	0.57	0.38	0.41	0.54	0.60	0.40	0.34	0.33	0.41	0.30	0.40	0.31	0.35	0.49	0.31	0.50	0.26	0.47	0.23	0.28	0.37	0.38	0.32	0.37	0.43	0.42	0.54	0.37	0.34	0.24	0.27	0.28	0.36	0.22	0.26	0.37	0.43	0.30
NM_001981|EPS15|chr1|-	chr1:51819951-51822518	51820941	0.46	0.55	0.44	0.57	0.60	0.46	0.51	0.37	0.60	0.69	1.00	0.53	0.53	0.83	0.45	0.52	0.34	0.64	0.40	0.77	0.26	0.46	0.41	0.36	0.34	0.44	0.46	0.30	0.33	0.58	0.55	0.40	0.44	0.67	0.57	0.78	0.45	0.50	0.35	0.53	0.91	0.51	0.34	0.45	0.42	0.45	0.60	0.62	0.45	0.51	0.52
NM_001002264|EPSTI1|chr13|-	chr13:43460562-43462638	43462238	0.22	NA	0.27	0.22	0.12	NA	0.24	NA	0.24	0.19	0.37	NA	0.19	0.37	0.17	0.18	0.25	0.31	0.27	0.26	0.37	0.25	0.20	0.25	0.23	0.22	NA	0.30	0.17	NA	0.36	NA	0.24	0.25	0.21	NA	0.25	0.20	0.14	0.50	NA	0.22	NA	0.19	0.27	NA	NA	0.25	0.24	0.21	0.28
NM_024755|SLTM|chr15|-	chr15:59171249-59172306	59171682	0.56	0.48	0.66	0.63	0.68	0.55	0.62	0.44	0.66	0.81	1.00	0.42	0.57	0.88	0.57	0.66	0.42	0.72	0.59	0.62	0.59	0.57	0.52	0.54	0.60	0.63	0.56	0.32	0.53	0.66	0.75	0.61	0.47	0.74	0.71	0.73	0.59	0.62	0.47	0.65	0.87	0.51	0.43	0.63	0.85	0.46	0.58	0.71	0.47	0.57	0.54
NM_007187|WBP4|chr13|+	chr13:41656839-41658071	41657106	0.37	0.60	0.38	0.34	0.30	0.46	0.52	0.45	0.51	0.53	0.59	0.41	0.42	0.75	0.40	0.59	0.41	0.49	0.37	0.45	0.39	0.38	0.62	0.50	0.64	0.61	0.60	0.38	0.43	0.58	0.54	0.62	0.58	0.54	0.69	0.54	0.43	0.45	0.42	0.60	0.52	0.42	NA	0.76	0.28	NA	0.34	0.53	0.65	0.66	0.46
NM_001170330|C4orf3|chr4|-	chr4:120218234-120219934	120219778	0.22	0.34	0.16	0.24	0.14	0.26	0.29	0.40	0.24	0.24	0.24	0.14	0.29	0.41	0.18	0.27	0.26	0.38	0.28	0.22	0.31	0.25	0.20	0.30	0.27	0.35	0.32	0.22	0.23	0.22	0.23	0.23	0.23	0.26	0.21	0.18	0.23	0.29	0.15	0.35	0.22	0.23	0.16	0.22	0.18	0.27	0.18	0.22	0.27	0.20	0.20
NM_001184790|PARD3|chr10|-	chr10:34398493-34400490	34400169	0.39	0.45	0.62	NA	0.45	0.43	0.50	0.39	0.82	0.32	0.45	0.42	0.54	NA	0.42	0.40	NA	0.50	NA	0.52	0.43	0.33	NA	0.42	0.68	0.62	0.44	0.29	NA	0.50	0.51	0.34	0.44	NA	0.66	0.37	0.44	0.54	0.33	0.51	0.53	0.44	0.29	0.43	0.43	0.55	0.51	0.39	0.34	0.36	0.51
NM_025179|PLXNA2|chr1|-	chr1:208195619-208200683	208200247	0.17	0.37	0.39	0.20	0.36	0.24	0.13	0.30	0.32	0.17	0.16	0.15	0.31	0.42	0.23	0.47	0.15	0.31	0.16	NA	NA	0.29	NA	0.34	0.49	0.82	0.74	0.41	0.35	NA	0.34	0.32	0.40	0.14	0.22	0.16	0.11	NA	0.23	0.39	NA	0.17	0.10	0.52	0.15	0.22	0.17	0.09	0.20	NA	0.07
NM_003403|YY1|chr14|+	chr14:100743754-100749117	100744819	0.32	0.25	0.48	0.21	0.17	0.26	0.11	0.28	0.38	0.21	0.17	0.23	0.37	0.41	0.17	0.25	0.26	0.28	0.10	0.32	0.14	0.19	0.16	0.27	0.12	0.23	0.20	0.21	0.17	0.15	0.29	0.13	0.11	0.17	0.29	0.14	0.35	0.20	0.28	0.32	0.33	0.32	0.16	0.14	0.10	0.37	0.20	0.15	0.26	0.15	0.10
NM_001128620|PAK1|chr11|-	chr11:77032969-77034405	77034135	0.57	0.55	0.54	0.62	0.72	0.52	0.61	0.50	0.70	0.48	0.52	0.42	0.39	0.72	0.53	0.61	0.46	0.60	0.43	0.63	0.76	0.45	0.61	0.45	0.45	0.74	0.47	0.31	0.55	0.50	0.59	0.47	0.53	0.45	0.48	0.63	0.58	0.62	0.56	0.51	0.62	0.60	0.33	0.65	0.78	0.64	0.54	0.43	0.38	0.49	0.64
NM_002069|GNAI1|chr7|+	chr7:79846618-79848705	79847291	0.23	0.32	0.28	0.43	0.37	0.28	0.37	0.25	0.35	0.30	0.42	0.29	0.36	0.46	0.31	0.29	0.20	0.30	0.28	0.33	NA	0.23	0.36	0.24	0.39	0.43	0.47	0.14	0.25	0.31	0.34	0.35	0.32	0.40	0.36	0.46	0.26	0.35	0.19	0.32	0.51	0.25	0.24	0.42	0.13	0.23	0.27	NA	0.30	0.45	0.40
NR_024537|GSTM3|chr1|-	chr1:110278639-110279791	110279635	0.09	0.09	NA	NA	0.05	0.09	0.07	0.08	0.11	0.10	0.07	0.04	0.16	0.22	NA	0.13	0.08	0.19	0.11	0.10	0.08	0.09	0.09	0.12	0.11	0.15	0.13	0.08	0.12	0.08	0.14	0.09	0.07	0.07	0.11	0.09	NA	0.08	0.07	0.12	0.09	0.11	0.08	0.10	0.10	0.10	0.09	0.06	0.12	0.09	0.11
NM_014991|WDFY3|chr4|-	chr4:85590610-85594144	85593649	0.47	0.61	0.56	0.58	0.42	0.53	0.65	0.26	0.62	0.46	0.64	0.35	0.48	0.81	0.42	0.59	0.51	0.59	0.46	0.42	0.26	0.25	NA	NA	0.52	0.55	0.59	0.25	0.51	0.48	0.74	0.38	0.56	0.41	0.67	0.55	0.65	0.38	0.38	0.60	0.52	0.55	0.36	0.65	0.37	0.42	0.35	0.44	0.44	0.44	0.58
NM_015176|FBXO28|chr1|+	chr1:224345053-224349767	224347066	0.68	0.60	0.69	0.54	0.68	0.60	0.55	0.41	0.68	0.54	NA	0.56	0.41	0.77	0.42	0.58	0.45	0.66	0.50	0.39	0.53	0.49	0.40	0.46	0.46	0.52	0.58	0.30	0.49	0.43	0.65	0.40	0.34	0.46	0.72	0.53	0.57	0.34	0.41	0.43	0.65	0.42	0.31	0.42	0.53	0.46	0.51	0.44	0.41	0.50	0.42
NM_020696|KIAA1143|chr3|-	chr3:44790225-44795044	44794799	0.43	0.61	0.54	0.49	0.23	0.54	0.54	0.58	0.50	0.44	0.25	0.33	0.49	0.50	0.40	0.47	0.59	0.64	0.43	0.40	0.31	0.53	0.48	0.58	0.49	0.47	0.55	0.46	0.57	0.41	0.45	0.35	0.26	0.36	0.64	0.25	0.53	0.49	0.41	0.56	0.48	0.39	0.38	0.57	0.26	0.55	0.26	0.28	0.65	0.44	0.37
NM_015630|EPC2|chr2|+	chr2:149543873-149546272	149545077	NA	0.36	NA	0.59	0.38	0.43	0.45	0.35	0.47	0.50	0.58	0.47	NA	0.62	0.22	0.38	NA	0.39	0.29	0.52	NA	NA	0.32	0.43	0.38	0.35	0.42	0.43	0.38	0.42	0.35	0.46	0.35	0.47	NA	0.47	0.49	0.31	NA	NA	0.54	0.38	0.36	0.40	0.55	0.50	0.47	NA	0.46	0.39	0.32
NM_080391|PTP4A2|chr1|-	chr1:32372391-32374561	32374304	0.26	0.28	0.25	0.35	0.21	0.27	0.28	0.37	0.36	0.21	0.21	0.19	0.38	0.49	0.23	0.37	0.30	0.41	0.27	0.30	0.37	0.18	0.29	0.38	0.20	0.44	0.25	0.24	0.25	0.34	0.34	0.22	0.24	0.22	0.27	0.18	0.40	0.31	0.21	0.39	0.25	0.37	0.18	0.31	0.21	0.38	0.23	0.23	0.31	0.18	0.22
NM_032783|CBR4|chr4|-	chr4:169908753-169911479	169911261	NA	0.57	NA	0.38	0.17	0.43	0.44	NA	0.61	NA	0.30	NA	NA	0.58	0.38	0.48	NA	0.57	0.36	0.34	0.34	0.45	0.57	0.40	0.51	0.58	0.52	0.30	0.41	0.47	0.63	0.45	0.46	0.32	NA	0.53	0.51	0.43	0.25	0.46	0.53	NA	0.29	0.53	0.26	0.47	0.23	0.34	0.38	0.62	0.67
NM_006827|TMED10|chr14|-	chr14:75598155-75601709	75601109	0.38	0.42	0.32	0.45	0.37	0.36	0.35	0.33	0.53	0.29	0.27	0.21	0.41	0.44	0.34	0.44	0.32	0.41	0.27	0.35	0.25	0.21	0.29	0.37	0.38	0.49	0.47	0.29	0.37	0.26	0.38	0.32	0.41	0.37	0.39	0.28	0.43	0.37	0.34	0.39	0.45	0.39	0.31	0.43	0.20	0.40	0.30	0.20	0.35	0.34	0.45
NM_006321|ARIH2|chr3|+	chr3:49020631-49023005	49020834	0.61	0.46	0.50	0.56	0.38	0.57	0.51	0.56	0.74	0.53	0.54	0.47	0.63	0.78	0.44	0.48	0.56	0.63	0.37	0.55	0.53	0.45	0.38	0.52	0.42	0.64	0.42	0.34	0.47	0.50	0.59	0.40	0.38	0.42	0.58	0.30	0.63	0.58	0.49	0.61	0.58	0.61	0.32	0.44	0.41	0.71	0.42	0.44	0.46	0.39	0.41
NM_152793|C7orf41|chr7|+	chr7:30197053-30202386	30197918	0.48	0.44	0.38	NA	0.34	0.63	NA	0.60	0.67	0.43	0.19	NA	0.53	0.75	NA	0.39	NA	NA	NA	0.33	0.65	0.34	NA	0.48	0.35	0.81	0.50	0.34	0.55	0.36	0.59	0.32	0.42	NA	NA	0.42	0.51	0.82	0.30	0.44	NA	0.43	NA	0.33	0.21	NA	0.21	0.22	0.47	0.36	NA
NM_001167738|NAV1|chr1|+	chr1:201788964-201796103	201789834	0.30	0.36	NA	0.56	0.46	0.29	0.43	0.46	0.42	0.27	0.35	0.38	0.38	0.56	0.41	0.38	0.34	0.38	0.32	0.53	0.37	0.46	0.50	0.45	0.36	0.62	0.36	0.34	0.38	0.31	0.50	0.36	0.28	0.46	0.45	0.23	0.45	0.40	0.34	0.47	NA	0.47	0.36	0.32	0.52	0.39	0.43	0.42	0.35	NA	NA
NM_004229|MED14|chrX|-	chrX:40508808-40511131	40510887	0.48	0.49	0.54	0.57	0.48	0.53	0.49	0.55	0.74	0.58	0.64	0.36	0.69	0.89	0.48	0.49	0.53	0.65	0.42	0.68	0.43	0.44	0.47	0.52	0.56	0.52	0.58	0.39	0.46	0.54	0.52	0.53	0.44	0.50	0.47	0.49	0.53	0.43	0.39	0.65	0.61	0.51	0.45	0.52	0.67	0.58	0.39	0.62	0.49	0.51	0.53
NM_018697|LANCL2|chr7|+	chr7:55498918-55501733	55499176	0.29	0.39	0.24	0.30	0.27	0.38	0.35	0.28	0.35	0.24	0.23	0.21	0.26	0.53	0.24	0.48	0.29	0.49	0.42	0.27	0.36	0.28	0.48	0.41	0.50	0.68	0.52	0.35	0.38	0.35	0.55	0.34	0.29	0.31	0.49	0.21	0.37	0.48	0.28	0.44	0.41	0.32	0.23	0.25	0.19	0.41	0.27	0.20	0.39	0.33	0.27
