event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_001202470|RPS10-NUDT3|chr6|-	chr6:34247439-34256708	34256137	0.03	0.52	0.11	0.17	0.03	0.04	0.05	0.05	0.14	0.08	0.06	0.11	0.19	0.02	0.09	0.16	0.15	0.27	0.20	0.06	0.04	0.04	0.12
NM_001198954|RNF103-CHMP3|chr2|-	chr2:86728645-86733072	86730629	0.04	0.18	0.04	0.05	0.05	0.04	0.05	0.05	0.04	0.09	0.05	0.04	0.05	0.06	0.06	0.07	0.07	0.08	0.03	0.02	0.04	0.03	0.03
NM_001142805|SLC6A8|chrX|+	chrX:152960528-152962051	152960784	0.50	0.84	0.83	0.64	0.45	0.71	NA	0.59	0.65	0.78	0.62	0.62	0.46	0.29	0.61	0.56	NA	0.70	0.59	0.40	NA	0.48	0.58
NM_001024947|YIPF5|chr5|-	chr5:143537724-143540123	143538956	NA	0.19	NA	0.23	NA	NA	NA	NA	0.28	0.17	0.31	0.20	0.10	NA	0.30	0.24	0.33	0.26	0.29	NA	NA	0.31	0.17
NM_007006|NUDT21|chr16|-	chr16:56463049-56466645	56466495	0.17	0.76	0.56	0.70	0.13	0.29	NA	NA	0.77	0.72	0.66	0.63	0.59	0.14	0.60	0.71	0.68	0.74	0.46	NA	0.27	0.18	0.57
NM_018128|TSR1|chr17|-	chr17:2225441-2227668	2227394	0.39	0.48	0.42	0.46	0.46	0.52	0.54	0.41	0.52	0.36	0.46	0.45	0.45	0.30	0.53	0.35	0.38	0.64	0.31	0.34	0.42	0.28	0.42
NM_022783|DEPTOR|chr8|+	chr8:121061814-121063199	121062629	0.99	0.50	0.50	0.46	0.81	NA	NA	0.64	0.51	0.57	0.51	0.61	NA	1.00	0.78	0.49	0.50	NA	0.68	0.19	0.79	0.84	0.79
NM_001969|EIF5|chr14|+	chr14:103807299-103809569	103807449	0.48	0.60	0.33	0.44	0.59	0.59	0.83	0.50	0.57	0.40	0.68	0.67	0.40	0.44	0.78	0.58	0.60	0.67	0.85	0.08	0.44	0.56	0.66
NM_024529|CDC73|chr1|+	chr1:193219805-193223945	193220400	0.39	NA	0.51	NA	NA	0.46	NA	NA	NA	0.30	0.51	0.38	NA	0.34	0.47	0.47	0.39	0.70	0.32	NA	NA	0.24	0.48
NM_002265|KPNB1|chr17|+	chr17:45759769-45762840	45760951	0.17	0.64	0.22	0.21	0.29	0.24	0.41	0.57	0.25	0.12	0.22	0.09	0.21	0.26	0.18	0.21	0.17	0.31	0.22	0.28	0.42	0.09	0.32
NM_003079|SMARCE1|chr17|-	chr17:38783956-38785245	38785075	0.57	0.66	0.34	0.57	0.30	0.48	0.54	0.18	0.67	0.33	0.50	0.41	0.15	0.26	0.43	0.40	0.47	0.59	1.00	0.05	0.42	0.20	1.00
NM_005034|POLR2K|chr8|+	chr8:101165521-101166232	101165710	0.43	0.65	0.62	0.51	0.66	0.71	0.81	0.57	0.60	0.48	0.54	0.36	0.34	0.62	0.51	0.39	0.41	0.51	0.65	0.31	0.63	0.36	0.70
NM_025230|DCAF11|chr14|+	chr14:24592383-24594458	24593203	0.21	0.38	0.23	0.14	0.21	0.20	0.31	0.23	0.27	0.14	0.25	0.19	0.16	0.14	0.24	0.16	0.25	0.25	0.26	0.11	0.32	0.09	0.17
NM_001105544|ECHDC1|chr6|-	chr6:127609848-127611422	127611035	0.66	0.67	NA	0.63	NA	0.47	0.85	0.52	0.83	0.41	0.60	0.57	0.48	0.52	0.64	0.62	0.57	NA	0.68	NA	0.54	0.43	0.93
NM_032448|FAM120B|chr6|+	chr6:170713850-170716144	170714126	0.16	0.51	0.37	0.20	0.17	NA	0.44	0.17	0.20	0.33	0.43	0.44	NA	0.16	0.44	0.39	0.43	0.42	NA	0.09	0.20	0.32	0.38
NM_014887|N4BP2L2|chr13|-	chr13:33091029-33092140	33091801	0.29	NA	0.32	0.18	0.25	0.35	0.24	0.24	0.29	0.15	0.33	0.28	0.18	0.28	0.32	0.38	0.30	0.27	0.25	0.07	0.37	0.19	0.18
NM_012207|HNRNPH3|chr10|+	chr10:70101734-70102963	70101884	0.37	0.36	0.27	0.38	0.50	0.61	0.79	0.31	0.41	0.38	0.46	0.43	0.20	0.72	0.67	0.36	0.47	0.50	0.44	0.02	0.54	0.40	0.56
NM_001162916|TYW3|chr1|+	chr1:75229577-75232349	75230047	NA	0.75	0.30	0.50	NA	0.27	NA	NA	0.41	0.35	0.21	0.19	0.48	0.04	0.50	NA	0.51	NA	0.17	NA	NA	0.21	0.38
NM_170665|ATP2A2|chr12|+	chr12:110784005-110788872	110785074	0.04	0.37	0.12	0.10	0.07	0.05	0.08	0.15	0.17	0.14	0.09	0.15	0.17	0.04	0.10	0.12	0.10	0.26	0.10	0.21	0.06	0.09	0.06
NM_004804|CIAO1|chr2|+	chr2:96936848-96939903	96937255	0.31	0.37	0.56	0.66	0.33	0.33	0.54	0.21	0.46	0.43	0.54	0.58	0.26	0.19	0.69	0.60	0.54	0.51	0.42	0.28	0.32	0.32	0.42
NM_005669|REEP5|chr5|-	chr5:112212096-112214532	112214382	0.10	0.50	0.26	0.20	0.08	0.15	0.21	0.13	0.32	0.20	0.26	0.14	0.14	0.08	0.25	0.26	0.25	0.34	0.21	0.20	0.19	0.10	0.19
NM_174871|PSMD12|chr17|-	chr17:65334031-65337168	65336700	0.13	0.68	0.21	0.37	0.12	0.18	0.20	NA	0.60	0.26	0.20	0.17	0.16	0.08	0.16	0.33	0.27	0.46	0.25	NA	0.12	0.10	0.30
NM_020347|LZTFL1|chr3|-	chr3:45865492-45867824	45867489	NA	NA	NA	0.47	NA	0.22	NA	NA	0.58	NA	0.51	0.60	NA	0.23	0.36	0.53	0.47	0.62	NA	NA	0.24	0.15	0.50
NM_020123|TM9SF3|chr10|-	chr10:98277884-98282087	98280476	0.10	0.29	0.15	0.11	0.20	0.24	0.41	0.34	0.11	0.12	0.12	0.14	0.30	0.30	0.13	0.11	0.12	0.20	0.11	0.21	0.36	0.10	0.13
NM_005885|MARCH6|chr5|+	chr5:10433705-10437967	10434039	0.20	0.50	0.29	0.22	0.07	0.12	0.19	0.15	0.44	0.33	0.31	0.29	0.29	0.08	0.28	0.33	0.32	0.43	0.16	0.18	0.17	0.14	0.22
NM_001204255|SCARB2|chr4|-	chr4:77079869-77082904	77082691	0.43	0.68	0.62	0.54	0.24	0.60	0.43	0.27	0.56	0.54	0.53	0.72	0.40	0.18	0.65	0.67	0.66	0.63	0.46	0.27	0.33	0.34	0.62
NM_024632|SAP30L|chr5|+	chr5:153835459-153840588	153835656	0.04	0.25	0.10	0.27	0.02	0.02	0.04	0.05	0.32	0.14	0.15	0.15	0.20	0.01	0.13	0.29	0.24	0.23	NA	0.07	0.02	0.09	0.06
NM_152988|SPPL2B|chr19|+	chr19:2352943-2354799	2353902	0.41	0.17	0.46	0.38	0.36	0.43	0.61	0.34	0.19	0.26	0.40	0.25	0.21	0.60	0.33	0.33	0.31	0.32	0.35	0.28	0.49	0.40	0.22
NM_175066|DDX51|chr12|-	chr12:132621135-132623843	132623500	NA	0.59	0.49	0.55	0.33	NA	0.41	0.28	NA	0.43	NA	0.42	0.14	0.20	0.39	NA	NA	NA	NA	0.22	0.29	NA	NA
NM_022100|MRPS14|chr1|-	chr1:174980264-174983987	174983639	0.09	0.27	0.21	0.16	0.20	0.15	0.32	0.16	0.19	0.14	0.17	0.22	0.13	0.10	0.21	0.19	0.12	0.29	0.09	0.13	0.31	0.08	0.16
NM_014034|ASF1A|chr6|+	chr6:119228566-119230322	119228907	0.21	0.30	0.25	0.31	0.11	0.16	0.21	0.14	0.25	0.31	0.34	0.41	0.19	0.19	0.39	0.35	0.38	0.49	0.23	NA	0.18	0.21	0.27
NM_020117|LARS|chr5|-	chr5:145492604-145493874	145493506	0.27	0.14	0.10	0.15	0.19	0.18	0.38	0.26	0.22	0.27	0.19	0.16	0.14	0.22	0.27	0.16	0.39	0.26	0.22	0.12	0.40	0.18	0.31
NM_019009|TOLLIP|chr11|-	chr11:1295591-1298483	1297883	0.21	0.52	0.33	0.37	0.23	0.49	0.40	0.26	0.42	0.32	0.37	0.55	0.21	0.13	0.66	0.56	0.47	0.65	0.33	0.24	0.31	0.33	0.31
NM_024050|DDA1|chr19|+	chr19:17430354-17434450	17431066	0.31	0.57	0.27	0.20	0.12	0.11	0.11	0.15	0.32	0.13	0.21	0.27	0.11	0.07	0.15	0.18	0.19	0.20	0.26	0.17	0.09	0.31	0.14
NM_001257174|DDX19B|chr16|+	chr16:70367423-70369119	70367694	NA	0.24	0.13	0.12	0.13	0.09	NA	0.09	0.24	0.12	0.23	0.20	0.26	0.10	0.12	0.17	0.15	0.21	NA	0.22	0.06	0.22	0.13
NM_201542|MED8|chr1|-	chr1:43849600-43850777	43850538	0.49	0.36	0.35	0.52	0.44	0.49	0.52	0.39	0.41	0.27	0.55	0.46	0.37	0.35	0.67	0.38	0.36	0.59	0.53	0.20	0.47	0.32	0.74
NM_004871|GOSR1|chr17|+	chr17:28849271-28855317	28849553	0.49	0.55	0.46	0.51	0.37	NA	NA	NA	0.50	0.46	0.51	0.45	0.38	0.24	0.54	0.59	0.58	0.55	NA	0.26	0.42	NA	0.52
NM_002074|GNB1|chr1|-	chr1:1716712-1718492	1718335	0.37	0.57	0.49	0.53	0.35	0.58	0.64	0.46	0.53	0.54	0.70	0.58	0.39	0.33	0.61	0.50	0.62	0.62	0.70	0.21	0.48	0.55	0.64
NM_022037|TIA1|chr2|-	chr2:70436564-70439977	70439772	0.76	0.46	0.40	0.38	0.56	NA	0.92	0.47	0.59	0.49	0.59	0.49	0.36	0.91	0.84	0.52	0.62	0.60	0.54	0.08	0.84	0.61	0.73
NM_001008211|OPTN|chr10|+	chr10:13178744-13180280	13178894	0.20	NA	0.11	0.24	0.06	0.20	0.08	0.09	0.25	NA	0.28	0.34	0.08	0.07	0.19	0.22	0.28	0.23	0.27	0.06	0.06	0.16	0.27
NM_016652|CRNKL1|chr20|-	chr20:20014968-20017006	20016848	0.44	NA	0.22	0.43	0.21	0.35	0.39	0.23	0.43	0.28	0.45	0.35	NA	0.23	0.41	0.30	0.29	0.37	0.44	0.09	0.19	0.22	0.53
NM_006241|PPP1R2|chr3|-	chr3:195241219-195243740	195243077	NA	0.79	0.49	0.70	NA	0.34	0.29	0.63	0.58	0.33	0.57	0.56	0.48	0.19	0.52	0.59	0.64	0.63	0.69	NA	0.56	0.41	0.56
NM_021940|SMAP1|chr6|+	chr6:71569902-71571715	71570847	0.35	0.82	0.47	0.19	NA	NA	NA	0.71	0.91	0.26	0.59	0.40	NA	NA	0.56	0.36	0.50	NA	0.34	NA	0.47	0.57	0.46
NM_001130007|GSPT1|chr16|-	chr16:11961991-11967028	11966574	0.05	0.27	0.10	0.11	0.05	0.06	0.08	0.10	0.16	0.13	0.09	0.09	0.07	0.04	0.14	0.14	0.11	0.18	0.06	0.16	0.04	0.04	0.10
NM_018003|UACA|chr15|-	chr15:70946984-70949466	70949316	0.10	0.28	0.08	0.09	0.07	0.12	0.14	0.08	0.17	0.10	0.14	0.17	0.06	0.09	0.20	NA	0.24	NA	0.16	0.02	0.11	0.09	0.11
NM_001177|ARL1|chr12|-	chr12:101786891-101789448	101789250	0.45	0.49	0.36	0.47	0.38	0.61	0.46	0.41	0.54	0.42	0.44	0.55	0.33	0.24	0.50	0.41	0.44	0.52	0.47	0.23	0.43	0.39	0.56
NM_005828|DCAF7|chr17|+	chr17:61666361-61671654	61666599	0.31	0.65	0.30	0.68	0.22	0.24	0.22	0.22	0.60	0.43	0.65	0.55	0.42	0.06	0.62	0.76	0.74	0.72	0.57	0.27	0.19	0.46	0.58
NR_033268|NUDT16|chr3|+	chr3:131102005-131107650	131102258	0.12	0.33	NA	0.47	0.16	0.12	0.14	0.10	0.52	0.29	0.27	0.19	0.20	0.08	0.24	0.35	0.27	0.19	0.19	0.27	0.09	0.21	0.18
NM_001206652|SH3GLB1|chr1|+	chr1:87208810-87213851	87209212	0.06	0.59	0.12	0.17	0.04	0.06	0.07	0.10	0.29	0.09	0.15	0.13	0.15	0.04	0.14	0.26	0.22	0.20	0.13	0.09	0.06	0.05	0.12
NM_016094|COMMD2|chr3|-	chr3:149456255-149459505	149458612	NA	0.83	0.38	0.26	NA	NA	NA	NA	0.57	0.25	0.26	0.33	NA	NA	0.47	0.34	0.43	NA	0.28	NA	0.23	0.20	0.35
NM_032582|USP32|chr17|-	chr17:58254565-58256789	58256509	0.19	NA	0.31	0.29	0.17	0.25	0.47	0.15	NA	0.41	0.40	0.51	0.21	0.12	0.40	0.35	0.39	NA	NA	0.09	0.24	0.22	0.39
NM_001537|HSBP1|chr16|+	chr16:83845025-83846603	83845245	0.18	0.38	0.27	0.37	0.13	0.18	0.24	0.22	0.43	0.28	0.45	0.28	0.28	0.18	0.33	0.51	0.40	0.32	0.33	0.29	0.22	0.20	0.23
NM_005008|NHP2L1|chr22|-	chr22:42069950-42071199	42070893	0.30	0.38	0.45	0.33	0.18	0.18	0.29	0.27	0.37	0.39	0.40	0.30	0.21	0.19	0.33	0.41	0.39	0.39	0.40	0.56	0.18	0.40	0.25
NM_001122964|SMEK2|chr2|-	chr2:55774431-55777142	55775540	0.47	0.46	0.38	0.26	0.38	0.30	0.77	0.47	0.37	0.15	0.45	0.24	0.44	0.49	0.37	0.32	0.26	0.48	0.31	NA	0.36	0.26	0.54
NM_000430|PAFAH1B1|chr17|+	chr17:2585022-2588923	2585172	0.29	0.51	0.36	0.42	0.12	0.14	0.27	0.27	0.57	0.49	0.42	0.52	0.27	0.10	0.41	0.49	0.58	0.51	0.33	0.18	0.19	0.30	0.37
NM_006854|KDELR2|chr7|-	chr7:6500706-6502806	6502601	0.93	0.87	0.59	0.39	0.53	0.47	0.78	0.54	0.67	0.49	0.63	0.31	0.48	0.60	0.65	0.61	0.60	0.64	0.58	0.55	0.58	0.48	0.45
NM_032864|PRPF38A|chr1|+	chr1:52882319-52886500	52883790	0.11	0.41	0.27	0.25	NA	0.12	NA	NA	0.31	0.21	0.22	0.19	0.19	0.05	0.17	0.22	0.21	0.18	0.17	NA	0.11	0.09	0.18
NM_017896|C20orf11|chr20|+	chr20:61576090-61579816	61576897	0.15	0.58	0.21	0.47	0.17	0.22	0.19	0.26	0.44	0.31	0.22	0.35	0.30	0.08	0.22	0.24	0.25	0.33	0.32	0.38	0.10	0.22	0.11
NM_177952|PPM1A|chr14|+	chr14:60759170-60765810	60760030	0.12	0.17	0.09	0.13	0.04	0.08	0.07	NA	0.18	0.11	0.09	0.16	0.10	0.04	0.11	0.08	0.16	0.15	0.08	0.06	NA	0.07	0.12
NM_018066|GPN2|chr1|-	chr1:27202622-27206240	27205906	0.18	0.64	0.29	0.25	0.15	NA	NA	0.14	0.42	0.29	NA	0.43	0.12	0.14	0.28	0.27	0.20	NA	0.28	0.13	0.23	0.13	0.44
NM_016057|COPZ1|chr12|+	chr12:54744259-54745637	54744625	0.23	0.87	0.75	0.55	0.70	0.75	0.72	0.70	0.55	0.62	0.62	0.53	0.53	0.43	0.73	0.63	0.68	0.71	0.47	0.71	0.79	0.32	0.67
NM_015387|MOB4|chr2|+	chr2:198415238-198417385	198415551	0.30	0.41	0.28	0.33	NA	0.29	NA	0.33	0.56	0.31	0.44	0.46	0.31	0.13	0.34	0.41	0.48	0.47	0.34	NA	0.13	0.28	0.53
NM_001253912|TBC1D1|chr4|+	chr4:38138755-38140754	38139197	0.09	0.21	0.14	0.10	0.07	0.09	0.12	0.07	0.15	0.09	0.09	0.14	0.07	0.05	0.13	0.10	0.13	0.21	0.12	0.08	0.09	0.09	0.28
NM_014614|PSME4|chr2|-	chr2:54091210-54092710	54092040	0.11	0.26	0.17	0.13	0.13	0.17	0.24	0.13	0.16	0.13	0.27	0.11	0.07	0.17	0.15	0.12	0.16	0.23	0.06	0.04	0.14	0.09	0.10
NM_012412|H2AFV|chr7|-	chr7:44866414-44874161	44873878	0.03	0.27	0.06	0.11	0.02	0.04	0.02	0.04	0.21	0.12	0.05	0.08	0.09	0.01	0.07	0.11	0.10	0.12	0.09	0.06	0.03	0.02	0.08
NM_015247|CYLD|chr16|+	chr16:50830234-50835821	50830619	NA	NA	NA	0.17	0.09	0.10	NA	NA	NA	0.19	NA	NA	0.13	0.06	0.16	0.17	0.21	0.21	NA	0.10	0.08	NA	0.12
NM_002154|HSPA4|chr5|+	chr5:132439924-132442115	132440126	0.15	0.60	0.28	0.16	0.03	0.07	0.09	0.15	0.29	0.12	0.26	0.16	0.14	0.06	0.18	0.21	0.21	0.38	0.24	0.21	0.07	0.09	0.21
NM_018179|ATF7IP|chr12|+	chr12:14650587-14655886	14651166	0.14	0.61	0.30	0.28	0.17	0.16	NA	0.20	NA	NA	0.34	0.58	0.24	0.06	0.50	0.49	0.45	0.62	0.37	0.13	0.19	0.17	0.49
NM_006454|MXD4|chr4|-	chr4:2249158-2252428	2251995	0.36	0.86	0.84	0.69	0.24	0.46	0.67	0.28	0.74	0.70	0.67	0.64	0.24	0.24	0.91	0.54	0.62	0.75	0.41	0.20	0.44	0.44	0.62
NM_013325|ATG4B|chr2|+	chr2:242611605-242613268	242612003	0.28	0.54	0.63	0.34	0.20	0.30	0.38	0.43	0.41	0.52	0.31	0.28	0.23	0.16	0.37	0.45	0.37	0.48	0.21	0.93	0.35	0.24	0.25
NM_001695|ATP6V1C1|chr8|+	chr8:104080879-104085291	104081482	0.21	0.74	0.37	0.27	NA	0.22	NA	0.29	0.49	0.51	0.38	0.47	0.60	0.13	0.29	0.41	0.35	NA	0.27	0.38	0.32	0.17	0.26
NM_004782|SNAP29|chr22|+	chr22:21241966-21245522	21242129	0.22	0.43	0.14	0.58	0.18	0.28	0.15	0.07	0.35	0.14	0.25	0.20	0.19	0.10	0.29	0.30	0.24	0.53	0.72	0.22	0.17	0.18	0.45
NR_033721|DNAJC19|chr3|-	chr3:180701496-180702498	180702348	0.45	NA	0.38	NA	0.44	0.46	0.36	0.61	0.67	0.52	0.40	0.38	0.25	0.30	0.42	0.42	0.41	0.71	0.31	NA	0.29	0.17	0.43
NM_001079559|HNRNPUL2|chr11|-	chr11:62480113-62482851	62482691	0.25	0.54	0.28	0.36	0.23	0.37	0.29	0.26	0.35	0.27	0.28	0.27	0.31	0.14	0.26	0.23	0.26	0.36	0.51	0.19	0.26	0.19	0.42
NM_013374|PDCD6IP|chr3|+	chr3:33907842-33911188	33908453	0.10	0.17	0.13	0.16	0.08	0.25	0.22	0.12	0.17	0.11	0.18	0.24	0.10	0.09	0.21	0.14	0.22	0.27	0.13	0.15	0.09	0.08	0.19
NM_014704|CEP104|chr1|-	chr1:3728728-3732081	3731378	0.12	0.23	NA	0.22	0.12	NA	NA	0.13	0.33	0.25	NA	0.47	0.17	0.06	NA	0.28	NA	0.31	0.30	0.09	0.11	0.16	0.25
NM_001031684|SRSF7|chr2|-	chr2:38970751-38972329	38972080	0.24	0.38	0.18	0.31	0.20	0.17	0.30	0.20	0.30	0.20	0.30	0.27	0.12	0.15	0.32	0.28	0.18	0.38	0.17	0.42	0.13	0.29	0.35
NM_004768|SRSF11|chr1|+	chr1:70716290-70718730	70717657	0.13	0.26	0.11	0.08	0.12	0.26	0.29	0.24	0.13	0.04	0.12	0.07	0.15	0.16	0.13	0.08	0.14	0.27	0.17	0.06	0.42	0.06	0.23
NM_004738|VAPB|chr20|+	chr20:57019132-57026143	57020560	NA	0.37	0.08	0.09	NA	NA	NA	NA	0.16	0.12	0.12	0.11	0.12	NA	0.13	0.11	0.11	0.14	NA	0.04	NA	0.09	0.09
NM_003826|NAPG|chr18|+	chr18:10550073-10552773	10550317	NA	0.65	NA	0.46	0.33	NA	NA	NA	0.61	0.48	0.55	0.54	0.40	0.27	0.58	0.51	0.59	0.62	NA	0.21	0.44	0.21	0.54
NM_007348|ATF6|chr1|+	chr1:161928235-161933844	161928786	0.10	0.39	0.14	0.14	NA	0.16	NA	0.10	0.14	0.11	0.06	0.20	0.10	0.08	0.20	0.18	0.15	0.31	0.17	0.06	0.11	0.05	0.16
NM_181698|CCNY|chr10|+	chr10:35857981-35860781	35858631	0.34	0.56	0.73	0.49	0.35	0.52	0.52	0.38	0.61	0.43	0.43	0.69	0.29	0.32	0.56	0.43	0.53	0.52	0.45	0.39	0.50	0.33	0.77
NM_006310|NPEPPS|chr17|+	chr17:45699133-45700637	45699390	0.59	0.76	0.91	0.62	0.44	0.63	0.73	0.31	0.64	0.55	0.81	0.85	0.40	0.52	0.83	0.80	0.84	0.70	0.76	0.15	0.51	0.74	0.78
NM_002486|NCBP1|chr9|+	chr9:100433367-100436555	100433866	NA	0.57	0.35	0.49	0.33	0.33	NA	NA	0.43	0.52	0.51	0.46	NA	0.34	0.44	0.49	0.46	0.48	NA	NA	0.32	0.55	0.51
NM_003198|TCEB3|chr1|+	chr1:24086001-24088576	24086246	0.45	0.78	0.66	0.70	NA	0.36	NA	0.61	0.68	0.48	0.66	0.69	0.39	0.49	0.69	0.54	0.66	NA	0.81	0.45	0.51	0.44	0.64
NM_001253383|RPL15|chr3|+	chr3:23960686-23962319	23960988	0.13	0.25	0.23	0.21	0.08	0.17	0.13	0.19	0.15	0.16	0.24	0.22	0.13	0.13	0.27	0.21	0.24	0.20	0.12	0.19	0.12	0.12	0.19
NM_014286|NCS1|chr9|+	chr9:132995268-132999555	132995569	0.22	0.75	0.57	0.37	NA	0.35	NA	0.48	0.52	0.50	0.30	NA	0.37	0.26	NA	0.28	0.33	0.60	0.34	0.27	0.29	0.42	0.22
NM_004096|EIF4EBP2|chr10|+	chr10:72181471-72188375	72183576	0.25	0.63	0.34	0.45	NA	NA	NA	0.55	0.45	0.47	0.39	0.20	0.38	0.31	0.37	0.34	0.25	0.52	0.29	0.18	0.39	0.27	0.18
NM_017813|IMPAD1|chr8|-	chr8:57870460-57876623	57875396	0.43	0.78	0.54	0.37	NA	0.57	NA	NA	0.51	0.41	0.39	0.60	0.64	0.29	0.57	0.57	0.59	0.74	0.46	NA	0.35	0.29	0.41
NM_015459|ATL3|chr11|-	chr11:63391531-63396877	63396651	0.12	0.62	0.35	0.55	0.05	0.19	0.10	0.20	0.55	0.36	0.41	0.38	0.28	0.03	0.41	0.51	0.43	0.61	0.33	NA	0.10	0.14	0.27
NM_174907|PPP4R2|chr3|+	chr3:73114547-73118367	73116301	NA	0.43	0.29	0.17	NA	0.41	NA	NA	0.37	0.14	0.34	0.27	0.45	NA	0.42	0.28	0.31	0.56	NA	NA	NA	0.30	0.58
NM_020728|ESYT2|chr7|-	chr7:158523668-158526943	158526454	0.41	NA	0.56	0.36	NA	0.47	NA	NA	0.72	0.48	0.56	0.66	0.72	0.35	0.71	0.55	0.61	0.85	0.38	0.29	0.53	0.37	0.61
NM_001253771|SYNCRIP|chr6|-	chr6:86317874-86322641	86321042	0.38	0.27	0.39	0.28	0.27	0.36	0.58	0.25	0.20	0.33	0.40	0.54	0.19	0.20	0.28	0.24	0.28	0.35	0.34	NA	0.25	0.24	0.36
NM_001142648|SAR1A|chr10|-	chr10:71909891-71912348	71912198	0.50	0.70	0.55	0.49	0.28	0.41	0.37	0.37	0.64	0.45	0.67	0.71	0.45	0.21	0.69	0.68	0.66	0.72	0.62	0.21	0.41	0.32	0.57
NM_003252|TIAL1|chr10|-	chr10:121332686-121335303	121335005	0.17	0.26	0.20	0.22	0.13	0.22	0.19	0.14	0.19	0.14	0.22	0.25	0.11	0.12	0.23	0.16	0.15	0.22	0.14	0.07	0.15	0.12	0.16
NM_001178142|TFDP2|chr3|-	chr3:141663291-141671538	141671358	0.12	0.70	0.32	0.30	0.04	0.10	0.09	0.13	0.44	0.37	0.14	0.21	0.18	0.03	0.19	0.24	0.19	0.22	0.22	0.11	0.06	0.06	0.17
NM_005870|SAP18|chr13|+	chr13:21721324-21722908	21721664	0.15	0.25	0.19	0.25	0.20	0.12	0.20	0.23	0.29	0.25	0.23	0.18	0.11	0.14	0.26	0.28	0.31	0.32	0.13	0.46	0.25	0.20	0.14
NM_004457|ACSL3|chr2|+	chr2:223806214-223809340	223806769	0.15	0.30	0.24	0.19	0.12	0.16	0.28	0.13	0.23	0.21	0.18	0.21	0.13	0.10	0.25	0.20	0.21	0.27	0.13	0.15	0.10	0.13	0.26
NM_014342|MTCH2|chr11|-	chr11:47638889-47640471	47640298	0.17	0.23	0.20	0.31	0.11	0.17	0.22	0.09	0.26	0.20	0.25	0.25	0.18	0.16	0.27	0.27	0.28	0.39	0.16	0.17	0.19	0.09	0.22
NM_021141|XRCC5|chr2|+	chr2:217069910-217071012	217070084	0.45	0.46	0.33	0.42	0.43	0.32	0.44	0.31	0.42	0.37	0.43	0.37	0.25	0.46	0.44	0.37	0.40	0.50	0.50	0.16	0.31	0.23	0.52
NM_014678|PPP6R2|chr22|+	chr22:50882627-50884667	50882777	0.19	0.54	0.49	0.55	0.23	0.41	0.21	0.28	0.59	0.53	0.40	0.31	0.18	0.15	0.33	0.33	0.43	0.24	0.25	0.21	0.19	0.42	NA
NM_003463|PTP4A1|chr6|+	chr6:64289961-64293484	64291326	0.20	0.54	0.30	0.36	NA	0.36	NA	0.41	0.44	0.24	0.40	0.39	0.37	0.73	0.42	0.44	0.45	0.33	0.41	0.45	0.45	0.48	0.40
NM_002936|RNASEH1|chr2|-	chr2:3588999-3593461	3593242	0.07	0.68	0.25	0.44	0.08	0.19	NA	NA	0.48	0.19	0.30	0.28	0.19	0.05	0.27	0.30	0.29	0.41	NA	0.17	0.13	0.07	0.27
NM_003818|CDS2|chr20|+	chr20:5170747-5175757	5170969	0.18	0.41	0.19	0.20	0.11	0.13	0.11	0.12	0.23	0.18	0.12	0.17	0.14	0.12	0.17	0.18	0.14	0.19	0.20	0.07	0.12	0.08	0.13
NM_002140|HNRNPK|chr9|-	chr9:86582989-86584355	86583860	0.43	0.55	0.64	0.47	0.52	0.76	0.59	0.45	0.47	0.43	0.49	0.59	0.37	0.56	0.53	0.42	0.49	0.64	0.48	0.34	0.58	0.47	0.64
NM_004239|TRIP11|chr14|-	chr14:92432341-92436237	92435937	0.22	NA	0.29	0.25	0.10	NA	0.28	NA	0.35	NA	0.33	0.37	NA	0.09	0.24	0.29	0.32	0.42	0.27	NA	NA	0.16	0.28
NM_001424|EMP2|chr16|-	chr16:10622353-10626949	10626050	0.40	NA	NA	NA	0.14	0.27	0.15	NA	NA	0.75	0.72	NA	0.67	0.11	0.59	0.85	0.87	0.58	0.73	0.59	0.15	0.57	0.58
