event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_006753|SURF6|chr9|-	chr9:136195301-136199184	136197878	NA	0.59	0.29	0.39	NA	NA	NA	0.25	0.33	0.45	0.24	0.14	0.05	NA	0.64	0.17	0.28	0.32	NA	0.08	0.39	0.13	NA
NM_001255976|PMEPA1|chr20|-	chr20:56223427-56227654	56227081	NA	NA	0.71	0.51	NA	0.51	0.68	0.38	0.74	NA	0.62	0.51	0.29	0.46	0.93	0.60	0.54	0.58	0.44	0.22	0.48	0.70	NA
NM_194261|UBE2I|chr16|+	chr16:1374730-1377009	1375281	0.06	0.10	0.05	0.12	0.10	0.11	0.14	0.24	0.12	0.03	0.10	0.06	0.13	0.10	0.11	0.08	0.08	0.22	0.10	0.09	0.11	0.12	0.08
NM_139207|NAP1L1|chr12|-	chr12:76439974-76441498	76441348	0.11	0.47	0.23	0.32	0.08	0.32	0.19	0.11	0.49	0.34	0.61	0.30	0.35	0.14	0.33	0.48	0.52	0.30	0.37	0.07	0.28	0.08	0.35
NM_001037333|CYFIP2|chr5|+	chr5:156819840-156822595	156820190	0.05	NA	0.15	0.43	0.03	NA	NA	0.03	0.32	0.29	0.22	NA	0.07	0.02	NA	0.33	0.29	0.40	0.49	0.07	0.06	0.12	0.26
NM_000574|CD55|chr1|+	chr1:207532890-207534184	207533656	NA	NA	0.08	NA	NA	0.28	0.53	0.07	0.14	NA	0.17	0.16	0.07	0.39	0.32	0.16	0.19	NA	0.31	0.01	0.44	0.23	0.19
NM_006908|RAC1|chr7|+	chr7:6441946-6443609	6442099	0.63	0.64	0.44	0.59	0.29	0.56	0.38	0.45	0.77	0.62	0.69	0.73	0.39	0.37	0.73	0.66	0.72	0.66	0.80	0.30	0.47	0.55	0.67
NM_002709|PPP1CB|chr2|+	chr2:29022064-29025840	29023854	0.48	0.39	0.49	0.13	0.90	0.84	0.98	0.80	0.31	0.22	0.58	0.62	0.40	NA	0.62	0.30	0.41	0.49	0.29	0.29	0.93	0.54	0.44
NM_004863|SPTLC2|chr14|-	chr14:77972313-77978746	77978398	0.10	0.69	0.41	0.43	0.03	0.06	NA	0.09	0.56	0.30	0.39	0.52	0.47	0.01	0.41	0.56	0.50	0.60	0.34	0.17	0.04	0.12	0.33
NM_001895|CSNK2A1|chr20|-	chr20:461403-464720	463424	0.47	0.68	0.73	0.38	NA	0.76	NA	0.68	0.48	0.48	0.66	0.75	0.42	0.68	0.75	0.53	0.61	0.87	0.42	0.40	0.67	0.45	0.53
NM_174909|TMEM167A|chr5|-	chr5:82348638-82352973	82352495	0.34	0.56	0.51	0.49	0.45	0.24	0.33	0.42	0.61	0.43	0.51	0.44	0.56	0.13	0.44	0.58	0.43	0.70	0.40	NA	0.39	0.22	0.37
NM_014232|VAMP2|chr17|-	chr17:8062490-8064189	8063748	0.42	0.87	0.91	0.78	0.21	0.51	0.26	0.35	0.78	0.84	0.93	1.00	0.75	0.29	0.73	0.89	0.91	1.00	0.52	0.28	0.26	1.00	0.70
NM_001204880|UBE2D1|chr10|+	chr10:60128479-60130459	60129300	NA	0.25	0.18	0.14	NA	0.21	NA	NA	0.19	0.08	0.19	0.16	0.20	0.29	0.25	0.16	0.17	0.28	NA	NA	0.21	0.17	0.15
NM_001981|EPS15|chr1|-	chr1:51819943-51822518	51820939	NA	0.36	NA	0.27	NA	NA	NA	NA	0.44	0.51	0.58	0.43	0.31	NA	0.76	0.46	0.56	0.66	0.52	NA	NA	0.82	0.64
NM_017592|MED29|chr19|+	chr19:39888096-39891215	39888307	0.47	0.64	0.55	0.65	0.32	0.66	0.42	0.26	0.59	0.55	0.76	0.77	0.35	0.23	0.71	0.87	0.82	0.61	0.85	0.24	0.48	0.46	0.66
NM_002883|RANGAP1|chr22|-	chr22:41641577-41642676	41642050	1.00	0.83	1.00	0.89	1.00	1.00	1.00	1.00	0.74	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	0.98
NM_018222|PARVA|chr11|+	chr11:12549395-12552541	12549771	0.25	0.49	0.48	0.43	0.21	0.35	0.24	0.24	0.41	0.43	0.53	0.65	0.23	0.22	0.56	0.43	0.52	0.40	0.38	0.12	0.27	0.34	0.42
NM_001184790|PARD3|chr10|-	chr10:34398482-34400490	34400067	0.71	0.60	NA	NA	0.22	NA	NA	0.52	0.62	0.41	0.68	NA	0.34	0.25	NA	0.61	NA	NA	0.56	NA	0.23	0.46	NA
NM_198889|ANKRD17|chr4|-	chr4:73940422-73942007	73941467	0.28	0.30	0.35	0.19	0.29	0.61	0.32	0.19	0.39	0.29	0.41	0.33	0.19	0.44	0.37	0.30	0.42	0.39	0.30	0.07	0.39	0.35	0.38
NM_003403|YY1|chr14|+	chr14:100743754-100749124	100744877	0.08	0.62	0.24	0.16	0.19	0.17	0.24	0.30	0.23	0.10	0.11	0.23	0.40	0.14	0.20	0.22	0.17	0.39	0.23	0.32	0.09	0.17	0.16
NM_005776|CNIH|chr14|-	chr14:54890316-54894559	54893681	0.05	0.34	0.08	0.10	0.07	0.06	0.07	0.10	0.15	0.04	0.10	0.12	0.10	0.03	0.09	0.10	0.09	0.13	0.09	NA	NA	0.04	0.10
NM_001128620|PAK1|chr11|-	chr11:77032624-77034405	77034126	0.61	0.58	0.58	0.41	0.51	0.35	0.70	0.76	0.51	0.57	0.56	0.41	0.45	0.59	0.46	0.39	0.50	0.71	0.54	0.37	0.67	0.34	0.54
NM_152415|VPS37A|chr8|+	chr8:17152495-17155492	17152773	0.09	0.31	0.13	0.15	0.13	0.11	0.22	0.13	0.16	0.13	0.17	0.25	NA	0.11	0.21	0.19	0.21	0.30	NA	NA	0.17	0.14	0.21
NM_152316|C11orf46|chr11|+	chr11:30358113-30360017	30358312	NA	0.68	0.58	0.40	0.31	NA	NA	NA	0.71	0.47	0.65	0.66	0.44	0.50	0.71	0.52	0.59	0.57	0.50	0.19	0.64	0.41	0.63
NM_207111|RNF216|chr7|-	chr7:5659663-5662810	5662388	0.25	0.56	0.57	0.50	0.29	NA	0.45	0.39	0.45	0.60	0.61	NA	0.30	0.33	NA	0.64	0.63	0.50	0.59	0.22	0.45	0.57	0.36
NR_024537|GSTM3|chr1|-	chr1:110279222-110279791	110279634	0.11	0.19	0.25	0.11	0.11	0.10	0.10	0.13	0.10	0.14	0.17	0.13	0.08	0.14	0.14	0.13	0.12	NA	0.09	0.15	0.13	0.11	0.12
NM_014991|WDFY3|chr4|-	chr4:85590686-85594144	85593487	0.54	NA	NA	0.39	0.30	0.34	NA	NA	NA	NA	0.63	0.56	0.33	0.24	0.45	0.38	0.50	0.61	NA	NA	0.32	0.29	0.66
NM_175859|CTPS2|chrX|-	chrX:16606124-16607898	16607712	0.43	NA	0.72	0.63	0.31	0.30	0.45	NA	0.77	0.46	0.70	0.40	0.59	0.23	0.48	0.59	0.69	0.82	0.35	NA	0.34	0.12	0.54
NM_019593|GPCPD1|chr20|-	chr20:5525057-5528496	5527178	0.95	NA	0.51	0.42	0.82	NA	0.79	0.77	NA	0.38	0.63	0.63	NA	NA	0.71	NA	0.39	NA	NA	NA	0.53	0.49	0.53
NM_014828|TOX4|chr14|+	chr14:21964703-21965224	21964920	0.98	0.83	1.00	0.94	NA	NA	NA	0.95	0.92	0.75	0.62	0.65	0.96	0.81	0.74	0.58	0.58	0.93	0.86	0.87	NA	0.61	0.90
NM_080391|PTP4A2|chr1|-	chr1:32373811-32374561	32374305	0.09	0.53	0.17	0.18	0.06	0.11	0.10	0.07	0.29	0.20	0.35	0.25	0.17	0.04	0.23	0.38	0.38	0.32	0.51	0.05	0.08	0.10	0.23
NM_006827|TMED10|chr14|-	chr14:75598149-75601709	75601019	0.10	0.38	0.32	0.37	0.05	0.26	0.11	0.10	0.37	0.25	0.20	0.30	0.22	0.06	0.38	0.36	0.29	0.42	0.23	0.26	0.09	0.21	0.29
NM_006321|ARIH2|chr3|+	chr3:49020631-49023467	49020857	0.27	0.79	0.66	0.41	0.51	0.37	0.76	0.65	0.65	0.42	0.52	0.62	0.55	0.43	0.58	0.50	0.49	0.75	0.42	0.29	0.51	0.47	0.62
NM_004401|DFFA|chr1|-	chr1:10516566-10521759	10521338	0.34	0.78	0.52	0.58	NA	NA	NA	NA	0.76	0.49	0.38	0.59	0.29	NA	NA	0.46	0.39	NA	0.47	0.31	0.31	0.32	0.70
NM_018697|LANCL2|chr7|+	chr7:55498918-55501741	55499163	0.49	NA	0.49	NA	0.24	0.17	0.28	0.29	NA	0.64	0.65	0.61	0.41	0.21	0.55	0.56	0.39	0.69	0.43	NA	0.26	0.21	0.43
NM_016531|KLF3|chr4|+	chr4:38698702-38702685	38699092	0.14	0.70	0.57	0.53	NA	NA	0.26	0.26	0.65	0.70	0.64	0.51	0.37	0.11	0.84	0.71	0.78	0.64	0.52	0.20	0.22	0.50	0.48
NM_001539|DNAJA1|chr9|+	chr9:33038682-33039896	33038960	0.38	0.37	0.42	0.30	0.26	0.58	0.28	0.30	0.29	0.27	0.31	0.29	0.21	0.31	0.34	0.29	0.30	0.38	0.40	0.16	0.37	0.29	0.37
NM_001202470|RPS10-NUDT3|chr6|-	chr6:34247439-34256708	34256137	0.03	0.52	0.11	0.17	0.03	0.04	0.05	0.05	0.14	0.08	0.06	0.11	0.19	0.02	0.09	0.16	0.15	0.27	0.20	0.06	0.04	0.04	0.12
NM_001198954|RNF103-CHMP3|chr2|-	chr2:86728645-86733072	86730629	0.04	0.18	0.04	0.05	0.05	0.04	0.05	0.05	0.04	0.09	0.05	0.04	0.05	0.06	0.06	0.07	0.07	0.08	0.03	0.02	0.04	0.03	0.03
NM_016612|SLC25A37|chr8|+	chr8:23428847-23432995	23429652	0.39	0.62	0.45	0.27	0.43	0.34	0.67	0.36	NA	NA	0.44	0.25	0.14	NA	0.64	0.50	0.53	0.54	0.34	0.24	0.33	NA	0.43
NM_001198681|LEPROT|chr1|+	chr1:65897485-65906202	65899428	NA	0.20	NA	0.09	NA	NA	NA	NA	0.18	0.13	0.32	0.23	0.35	NA	0.26	0.20	0.14	0.22	0.17	NA	NA	0.21	0.21
NM_001142805|SLC6A8|chrX|+	chrX:152960528-152962051	152960784	0.50	0.84	0.83	0.64	0.45	0.71	NA	0.59	0.65	0.78	0.62	0.62	0.46	0.29	0.61	0.56	NA	0.70	0.59	0.40	NA	0.48	0.58
NM_020854|KIAA1468|chr18|+	chr18:59972646-59974345	59972980	NA	NA	NA	0.31	0.29	NA	0.50	0.37	0.57	NA	0.36	0.48	NA	NA	0.45	0.45	0.42	0.48	NA	NA	0.30	0.37	0.40
NM_181673|OGT|chrX|+	chrX:70793469-70795751	70794162	0.77	0.72	0.85	0.63	0.52	0.75	0.73	0.49	0.66	NA	0.91	0.74	0.50	0.29	0.66	0.78	0.75	0.74	0.62	0.34	0.79	0.30	0.61
NM_001024947|YIPF5|chr5|-	chr5:143537724-143540123	143538956	NA	0.19	NA	0.23	NA	NA	NA	NA	0.28	0.17	0.31	0.20	0.10	NA	0.30	0.24	0.33	0.26	0.29	NA	NA	0.31	0.17
NM_007006|NUDT21|chr16|-	chr16:56463049-56466645	56466495	0.17	0.76	0.56	0.70	0.13	0.29	NA	NA	0.77	0.72	0.66	0.63	0.59	0.14	0.60	0.71	0.68	0.74	0.46	NA	0.27	0.18	0.57
NM_018128|TSR1|chr17|-	chr17:2225441-2227668	2227394	0.39	0.48	0.42	0.46	0.46	0.52	0.54	0.41	0.52	0.36	0.46	0.45	0.45	0.30	0.53	0.35	0.38	0.64	0.31	0.34	0.42	0.28	0.42
NM_022783|DEPTOR|chr8|+	chr8:121061814-121063199	121062629	0.99	0.50	0.50	0.46	0.81	NA	NA	0.64	0.51	0.57	0.51	0.61	NA	1.00	0.78	0.49	0.50	NA	0.68	0.19	0.79	0.84	0.79
NM_001969|EIF5|chr14|+	chr14:103807299-103809569	103807449	0.48	0.60	0.33	0.44	0.59	0.59	0.83	0.50	0.57	0.40	0.68	0.67	0.40	0.44	0.78	0.58	0.60	0.67	0.85	0.08	0.44	0.56	0.66
NM_024529|CDC73|chr1|+	chr1:193219805-193223945	193220400	0.39	NA	0.51	NA	NA	0.46	NA	NA	NA	0.30	0.51	0.38	NA	0.34	0.47	0.47	0.39	0.70	0.32	NA	NA	0.24	0.48
NM_002265|KPNB1|chr17|+	chr17:45759769-45762840	45760951	0.17	0.64	0.22	0.21	0.29	0.24	0.41	0.57	0.25	0.12	0.22	0.09	0.21	0.26	0.18	0.21	0.17	0.31	0.22	0.28	0.42	0.09	0.32
NM_016021|UBE2J1|chr6|-	chr6:90036334-90039676	90039442	0.72	0.44	0.51	0.45	0.57	0.71	0.79	0.40	0.52	0.50	0.63	0.60	0.30	0.58	0.67	0.49	0.52	0.58	0.64	0.13	0.73	0.49	0.56
NM_015492|C15orf39|chr15|+	chr15:75503089-75504507	75503832	0.26	NA	0.42	0.35	NA	0.98	NA	0.50	0.40	0.58	0.43	NA	0.32	0.78	0.67	0.31	0.35	0.58	0.28	0.53	0.42	0.36	0.49
NM_003079|SMARCE1|chr17|-	chr17:38783956-38785245	38785075	0.57	0.66	0.34	0.57	0.30	0.48	0.54	0.18	0.67	0.33	0.50	0.41	0.15	0.26	0.43	0.40	0.47	0.59	1.00	0.05	0.42	0.20	1.00
NM_005034|POLR2K|chr8|+	chr8:101165521-101166232	101165710	0.43	0.65	0.62	0.51	0.66	0.71	0.81	0.57	0.60	0.48	0.54	0.36	0.34	0.62	0.51	0.39	0.41	0.51	0.65	0.31	0.63	0.36	0.70
NM_025230|DCAF11|chr14|+	chr14:24592383-24594458	24593203	0.21	0.38	0.23	0.14	0.21	0.20	0.31	0.23	0.27	0.14	0.25	0.19	0.16	0.14	0.24	0.16	0.25	0.25	0.26	0.11	0.32	0.09	0.17
NM_004905|PRDX6|chr1|+	chr1:173456873-173457947	173457074	0.32	0.33	0.37	0.44	0.24	0.43	0.33	0.30	0.49	0.32	0.44	0.31	0.19	0.33	0.56	0.43	0.39	0.41	0.46	0.32	0.36	0.21	0.38
NR_033404|BMP1|chr8|+	chr8:22058630-22059314	22058938	0.24	0.24	NA	0.35	0.37	0.17	NA	0.12	0.24	NA	0.18	NA	NA	0.09	NA	0.18	0.12	NA	0.14	NA	0.20	0.08	NA
NM_201537|NDRG2|chr14|-	chr14:21484922-21485921	21485455	0.79	NA	NA	0.37	1.00	1.00	0.96	1.00	NA	0.69	0.97	NA	0.60	1.00	1.00	0.82	0.80	0.73	0.46	1.00	NA	0.96	0.55
NM_001042540|NCBP2|chr3|-	chr3:196662239-196663953	196663801	0.87	0.76	0.59	0.64	0.59	0.71	0.84	0.62	0.75	0.55	0.81	0.86	0.41	0.64	0.89	0.69	0.70	0.85	0.91	0.17	0.88	0.49	0.91
NR_024191|ATL2|chr2|-	chr2:38521097-38523255	38522133	0.20	0.33	0.20	0.17	0.25	0.18	NA	NA	0.14	0.22	0.27	0.20	0.25	NA	0.25	0.26	0.34	0.17	0.26	NA	NA	0.28	0.19
NM_001204410|SEC14L1|chr17|+	chr17:75209999-75213196	75210187	0.71	0.80	NA	0.74	0.63	0.57	0.79	0.63	0.84	0.71	0.86	0.90	0.62	0.19	0.88	0.83	0.87	0.85	0.65	0.52	0.66	0.64	0.74
NM_001105544|ECHDC1|chr6|-	chr6:127609848-127611422	127611035	0.66	0.67	NA	0.63	NA	0.47	0.85	0.52	0.83	0.41	0.60	0.57	0.48	0.52	0.64	0.62	0.57	NA	0.68	NA	0.54	0.43	0.93
NM_032448|FAM120B|chr6|+	chr6:170713850-170716144	170714126	0.16	0.51	0.37	0.20	0.17	NA	0.44	0.17	0.20	0.33	0.43	0.44	NA	0.16	0.44	0.39	0.43	0.42	NA	0.09	0.20	0.32	0.38
NM_014887|N4BP2L2|chr13|-	chr13:33091029-33092140	33091801	0.29	NA	0.32	0.18	0.25	0.35	0.24	0.24	0.29	0.15	0.33	0.28	0.18	0.28	0.32	0.38	0.30	0.27	0.25	0.07	0.37	0.19	0.18
NM_001114123|ELK1|chrX|-	chrX:47494917-47496326	47495512	0.85	0.41	0.67	0.37	NA	0.98	NA	0.66	0.44	0.78	0.56	0.48	0.40	NA	0.59	0.45	0.50	0.39	0.89	0.20	0.97	0.70	0.81
NM_012207|HNRNPH3|chr10|+	chr10:70101734-70102963	70101884	0.37	0.36	0.27	0.38	0.50	0.61	0.79	0.31	0.41	0.38	0.46	0.43	0.20	0.72	0.67	0.36	0.47	0.50	0.44	0.02	0.54	0.40	0.56
NM_001162916|TYW3|chr1|+	chr1:75229577-75232349	75230047	NA	0.75	0.30	0.50	NA	0.27	NA	NA	0.41	0.35	0.21	0.19	0.48	0.04	0.50	NA	0.51	NA	0.17	NA	NA	0.21	0.38
NM_170665|ATP2A2|chr12|+	chr12:110784005-110788872	110785074	0.04	0.37	0.12	0.10	0.07	0.05	0.08	0.15	0.17	0.14	0.09	0.15	0.17	0.04	0.10	0.12	0.10	0.26	0.10	0.21	0.06	0.09	0.06
NM_004804|CIAO1|chr2|+	chr2:96936848-96939903	96937255	0.31	0.37	0.56	0.66	0.33	0.33	0.54	0.21	0.46	0.43	0.54	0.58	0.26	0.19	0.69	0.60	0.54	0.51	0.42	0.28	0.32	0.32	0.42
NM_016234|ACSL5|chr10|+	chr10:114186975-114188138	114187132	0.78	NA	0.78	0.76	0.50	0.56	0.86	0.62	NA	0.52	0.88	NA	NA	0.58	0.68	0.70	0.75	NA	0.39	0.71	0.84	NA	0.55
NM_005669|REEP5|chr5|-	chr5:112212096-112214532	112214382	0.10	0.50	0.26	0.20	0.08	0.15	0.21	0.13	0.32	0.20	0.26	0.14	0.14	0.08	0.25	0.26	0.25	0.34	0.21	0.20	0.19	0.10	0.19
NM_019116|UBFD1|chr16|+	chr16:23581800-23585728	23581986	0.45	0.86	0.75	0.83	NA	0.27	NA	NA	0.82	0.69	0.68	0.56	0.75	0.15	0.71	0.75	0.76	0.79	0.76	NA	0.28	0.42	0.89
NM_004287|GOSR2|chr17|+	chr17:45015964-45019392	45016185	NA	0.81	0.65	0.53	NA	NA	NA	0.52	0.69	0.64	0.59	0.70	0.28	0.38	0.72	0.68	0.55	0.76	NA	0.32	0.47	NA	0.89
NM_174871|PSMD12|chr17|-	chr17:65334031-65337168	65336700	0.13	0.68	0.21	0.37	0.12	0.18	0.20	NA	0.60	0.26	0.20	0.17	0.16	0.08	0.16	0.33	0.27	0.46	0.25	NA	0.12	0.10	0.30
NM_032796|SYAP1|chrX|+	chrX:16778354-16784463	16780536	0.23	0.53	0.23	0.49	0.20	0.23	0.34	NA	0.55	0.35	0.14	0.11	0.39	0.19	0.21	0.21	0.15	0.33	NA	NA	0.22	0.07	0.34
NM_020347|LZTFL1|chr3|-	chr3:45865492-45867824	45867489	NA	NA	NA	0.47	NA	0.22	NA	NA	0.58	NA	0.51	0.60	NA	0.23	0.36	0.53	0.47	0.62	NA	NA	0.24	0.15	0.50
NM_020123|TM9SF3|chr10|-	chr10:98277884-98282087	98280476	0.10	0.29	0.15	0.11	0.20	0.24	0.41	0.34	0.11	0.12	0.12	0.14	0.30	0.30	0.13	0.11	0.12	0.20	0.11	0.21	0.36	0.10	0.13
NM_005885|MARCH6|chr5|+	chr5:10433705-10437967	10434039	0.20	0.50	0.29	0.22	0.07	0.12	0.19	0.15	0.44	0.33	0.31	0.29	0.29	0.08	0.28	0.33	0.32	0.43	0.16	0.18	0.17	0.14	0.22
NM_001204255|SCARB2|chr4|-	chr4:77079869-77082904	77082691	0.43	0.68	0.62	0.54	0.24	0.60	0.43	0.27	0.56	0.54	0.53	0.72	0.40	0.18	0.65	0.67	0.66	0.63	0.46	0.27	0.33	0.34	0.62
NM_024632|SAP30L|chr5|+	chr5:153835459-153840588	153835656	0.04	0.25	0.10	0.27	0.02	0.02	0.04	0.05	0.32	0.14	0.15	0.15	0.20	0.01	0.13	0.29	0.24	0.23	NA	0.07	0.02	0.09	0.06
NM_152988|SPPL2B|chr19|+	chr19:2352943-2354799	2353902	0.41	0.17	0.46	0.38	0.36	0.43	0.61	0.34	0.19	0.26	0.40	0.25	0.21	0.60	0.33	0.33	0.31	0.32	0.35	0.28	0.49	0.40	0.22
NM_175066|DDX51|chr12|-	chr12:132621135-132623843	132623500	NA	0.59	0.49	0.55	0.33	NA	0.41	0.28	NA	0.43	NA	0.42	0.14	0.20	0.39	NA	NA	NA	NA	0.22	0.29	NA	NA
NM_022100|MRPS14|chr1|-	chr1:174980264-174983987	174983639	0.09	0.27	0.21	0.16	0.20	0.15	0.32	0.16	0.19	0.14	0.17	0.22	0.13	0.10	0.21	0.19	0.12	0.29	0.09	0.13	0.31	0.08	0.16
NM_004928|C21orf2|chr21|-	chr21:45748674-45750209	45749834	NA	NA	NA	0.78	0.45	0.21	0.46	0.13	0.48	0.46	0.37	NA	NA	0.17	0.30	0.40	NA	0.24	0.41	0.19	0.19	0.36	NA
NM_014034|ASF1A|chr6|+	chr6:119228566-119230322	119228907	0.21	0.30	0.25	0.31	0.11	0.16	0.21	0.14	0.25	0.31	0.34	0.41	0.19	0.19	0.39	0.35	0.38	0.49	0.23	NA	0.18	0.21	0.27
NM_020117|LARS|chr5|-	chr5:145492604-145493874	145493506	0.27	0.14	0.10	0.15	0.19	0.18	0.38	0.26	0.22	0.27	0.19	0.16	0.14	0.22	0.27	0.16	0.39	0.26	0.22	0.12	0.40	0.18	0.31
NM_018319|TDP1|chr14|+	chr14:90509413-90511102	90509611	0.14	0.30	0.22	0.23	0.20	0.14	0.43	0.24	0.27	0.26	0.37	0.38	0.14	0.20	0.38	0.29	0.32	NA	NA	NA	NA	0.14	0.28
NM_001037174|ARL5A|chr2|-	chr2:152653219-152659838	152657577	NA	0.50	NA	0.21	NA	NA	NA	NA	0.26	0.22	0.23	0.15	0.44	NA	0.16	0.21	0.19	0.34	0.20	NA	NA	NA	0.17
NM_001042476|CARHSP1|chr16|-	chr16:8946789-8949183	8948912	0.12	0.34	0.17	0.19	0.09	0.23	0.12	0.12	0.21	0.15	0.20	0.16	0.11	0.05	0.13	0.16	0.10	0.29	0.29	0.06	0.11	0.10	0.17
NM_019009|TOLLIP|chr11|-	chr11:1295591-1298483	1297883	0.21	0.52	0.33	0.37	0.23	0.49	0.40	0.26	0.42	0.32	0.37	0.55	0.21	0.13	0.66	0.56	0.47	0.65	0.33	0.24	0.31	0.33	0.31
NM_024050|DDA1|chr19|+	chr19:17430354-17434450	17431066	0.31	0.57	0.27	0.20	0.12	0.11	0.11	0.15	0.32	0.13	0.21	0.27	0.11	0.07	0.15	0.18	0.19	0.20	0.26	0.17	0.09	0.31	0.14
NM_001257174|DDX19B|chr16|+	chr16:70367423-70369119	70367694	NA	0.24	0.13	0.12	0.13	0.09	NA	0.09	0.24	0.12	0.23	0.20	0.26	0.10	0.12	0.17	0.15	0.21	NA	0.22	0.06	0.22	0.13
NM_201542|MED8|chr1|-	chr1:43849600-43850777	43850538	0.49	0.36	0.35	0.52	0.44	0.49	0.52	0.39	0.41	0.27	0.55	0.46	0.37	0.35	0.67	0.38	0.36	0.59	0.53	0.20	0.47	0.32	0.74
NM_004871|GOSR1|chr17|+	chr17:28849271-28855317	28849553	0.49	0.55	0.46	0.51	0.37	NA	NA	NA	0.50	0.46	0.51	0.45	0.38	0.24	0.54	0.59	0.58	0.55	NA	0.26	0.42	NA	0.52
NR_033417|GTF2H2B|chr5|+	chr5:69743060-69746158	69743283	NA	0.56	0.16	0.17	0.09	0.09	0.11	NA	0.32	0.18	0.13	0.17	NA	0.04	0.10	0.10	0.17	0.18	NA	NA	0.07	0.04	0.12
NM_001144968|NEDD4L|chr18|+	chr18:56063398-56068774	56063771	NA	0.40	NA	0.11	0.06	0.09	0.28	0.13	0.20	0.08	0.14	0.13	0.18	0.10	0.15	0.13	0.16	0.20	0.11	0.07	0.10	0.09	0.12
NM_002074|GNB1|chr1|-	chr1:1716712-1718492	1718335	0.37	0.57	0.49	0.53	0.35	0.58	0.64	0.46	0.53	0.54	0.70	0.58	0.39	0.33	0.61	0.50	0.62	0.62	0.70	0.21	0.48	0.55	0.64
NM_001257197|CUL3|chr2|-	chr2:225337486-225339093	225338686	0.14	0.15	0.09	0.13	0.10	0.10	0.09	0.08	0.14	0.11	0.15	0.15	0.06	0.09	0.12	0.13	0.17	0.10	0.12	0.10	0.08	0.09	0.10
NM_022037|TIA1|chr2|-	chr2:70436564-70439977	70439772	0.76	0.46	0.40	0.38	0.56	NA	0.92	0.47	0.59	0.49	0.59	0.49	0.36	0.91	0.84	0.52	0.62	0.60	0.54	0.08	0.84	0.61	0.73
NM_001008211|OPTN|chr10|+	chr10:13178744-13180280	13178894	0.20	NA	0.11	0.24	0.06	0.20	0.08	0.09	0.25	NA	0.28	0.34	0.08	0.07	0.19	0.22	0.28	0.23	0.27	0.06	0.06	0.16	0.27
NM_016652|CRNKL1|chr20|-	chr20:20014968-20017006	20016848	0.44	NA	0.22	0.43	0.21	0.35	0.39	0.23	0.43	0.28	0.45	0.35	NA	0.23	0.41	0.30	0.29	0.37	0.44	0.09	0.19	0.22	0.53
NM_004999|MYO6|chr6|+	chr6:76624529-76626416	76625839	0.46	NA	0.25	0.14	0.41	0.45	0.47	0.32	0.33	0.22	0.38	0.28	0.23	0.75	0.46	0.24	0.29	0.30	0.32	0.09	0.52	0.46	0.30
NM_006241|PPP1R2|chr3|-	chr3:195241219-195243740	195243077	NA	0.79	0.49	0.70	NA	0.34	0.29	0.63	0.58	0.33	0.57	0.56	0.48	0.19	0.52	0.59	0.64	0.63	0.69	NA	0.56	0.41	0.56
NM_021940|SMAP1|chr6|+	chr6:71569902-71571715	71570847	0.35	0.82	0.47	0.19	NA	NA	NA	0.71	0.91	0.26	0.59	0.40	NA	NA	0.56	0.36	0.50	NA	0.34	NA	0.47	0.57	0.46
NR_038327|TEKT4P2|chr21|-	chr21:9907184-9908432	9908277	0.37	NA	0.52	0.63	0.59	0.87	NA	0.84	0.52	0.33	0.84	NA	NA	0.89	0.36	0.64	0.56	NA	0.75	0.40	0.76	0.55	NA
NM_001130007|GSPT1|chr16|-	chr16:11961991-11967028	11966574	0.05	0.27	0.10	0.11	0.05	0.06	0.08	0.10	0.16	0.13	0.09	0.09	0.07	0.04	0.14	0.14	0.11	0.18	0.06	0.16	0.04	0.04	0.10
NM_015047|KIAA0090|chr1|-	chr1:19541292-19545976	19545578	0.24	0.35	0.17	0.26	0.17	NA	0.25	0.14	0.29	0.22	0.12	0.18	0.16	0.16	0.25	0.17	0.16	0.26	0.20	0.06	0.21	0.15	0.27
