event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_153188|TNPO1|chr5|+	chr5:72204535-72210225	72206043	0.93	0.82	0.73	0.56	0.84	0.80	0.77	0.63	0.68	0.68	0.78	0.86	0.82	0.82	0.79	0.85	0.83	0.68	0.74	0.68	0.64	0.75	0.57	0.76	0.65	0.74	0.75	1.00	0.83	0.65	0.65	0.67	0.66	0.88	0.87	0.84	0.57	0.78	0.42	0.88	0.79	0.82	0.80	0.75	0.74	0.88	0.70	0.69	0.66	0.71	0.88	0.83	0.85	0.70	0.80	0.72	NA	0.75	0.68	0.75	0.75	0.81	0.72	0.83	0.87	0.79	0.49	0.63	0.63	0.80	0.81	0.75
NM_006110|CD2BP2|chr16|-	chr16:30362108-30364416	30364217	0.19	0.44	0.32	0.21	0.25	0.19	0.30	0.25	0.32	0.23	0.20	0.24	0.30	0.47	0.35	0.21	0.29	0.27	0.28	0.16	0.14	0.37	0.26	0.37	0.22	0.26	0.42	0.38	0.31	0.14	0.19	0.26	0.22	0.21	0.38	0.47	0.19	0.25	0.08	0.26	0.31	0.17	0.34	0.27	0.29	0.40	0.23	0.24	0.39	0.19	0.41	0.28	0.33	0.24	0.22	0.37	0.12	0.39	0.29	0.22	0.18	0.32	0.35	0.32	0.22	0.31	0.24	0.31	0.25	0.59	0.20	0.18
NM_199072|MDFIC|chr7|+	chr7:114655741-114659978	114658755	0.32	0.20	0.23	0.47	0.30	0.50	0.22	0.25	0.21	0.31	0.19	0.31	0.19	0.28	0.26	0.59	0.25	0.29	0.20	0.43	0.58	0.19	0.21	0.23	0.64	0.40	0.21	0.95	0.19	0.78	0.35	0.23	0.29	0.49	0.21	0.21	0.27	0.20	0.89	0.30	0.27	0.35	0.24	0.21	0.24	0.26	0.18	0.33	0.22	0.29	0.22	0.21	0.25	0.37	0.36	0.39	0.97	0.18	0.18	0.27	0.59	0.26	0.20	0.50	0.30	0.25	NA	0.24	0.20	0.18	0.34	0.70
NM_014941|MORC2|chr22|-	chr22:31321062-31322858	31322654	0.25	0.26	0.24	0.28	0.23	0.21	0.32	0.34	0.23	0.15	NA	0.14	0.23	0.29	0.34	0.15	0.27	0.17	0.20	0.36	0.15	0.31	0.36	0.19	0.12	0.14	0.29	0.44	0.26	0.09	0.25	0.24	0.20	0.15	0.17	0.20	0.28	0.22	0.15	0.30	0.31	0.13	0.25	0.14	0.32	0.16	0.14	0.18	0.32	0.30	0.37	0.25	0.30	0.15	0.18	0.14	0.05	0.28	0.36	0.29	0.26	0.28	0.39	0.17	0.36	0.13	0.36	0.47	0.39	0.15	0.34	0.17
NM_019091|PLEKHA3|chr2|+	chr2:179368486-179369821	179369354	0.70	0.52	0.65	0.78	0.75	NA	0.60	0.60	0.55	0.76	NA	0.72	0.62	0.81	0.69	1.00	0.54	0.72	0.61	0.79	1.00	0.38	0.45	0.39	0.84	1.00	0.52	0.94	0.77	1.00	0.81	0.59	0.99	0.93	0.59	0.42	0.64	0.69	1.00	0.82	0.54	0.85	0.61	0.42	0.60	0.50	0.54	0.63	0.42	0.57	0.45	0.52	0.50	0.79	0.86	0.85	1.00	0.56	0.54	0.77	1.00	0.46	0.48	1.00	0.61	0.59	0.57	0.54	0.58	0.33	0.70	1.00
NM_022899|ACTR8|chr3|-	chr3:53900775-53902889	53902712	0.23	0.47	0.51	0.28	0.36	0.27	0.39	0.31	0.40	0.30	0.33	0.33	0.35	0.36	0.29	0.21	0.49	0.32	0.34	0.28	0.19	0.29	0.43	0.33	0.32	0.40	0.42	NA	0.32	0.20	0.37	0.24	0.21	0.28	0.29	0.39	0.34	0.34	0.17	0.22	0.44	0.29	0.38	0.30	0.38	0.38	0.40	0.39	0.36	0.44	0.38	0.32	0.39	0.30	0.33	0.30	0.16	0.39	0.33	NA	0.29	0.44	0.42	0.26	0.38	0.32	0.27	0.44	0.48	0.41	0.43	0.21
NM_203458|NOTCH2NL|chr1|+	chr1:145281954-145292426	145282104	0.19	0.37	0.16	0.09	0.20	0.09	0.28	NA	0.26	0.10	0.19	0.27	0.44	0.21	0.19	0.12	0.30	0.20	0.26	0.18	0.07	0.29	0.24	0.28	0.18	0.22	0.24	0.71	0.17	0.09	0.16	0.16	0.10	0.17	0.33	0.29	0.16	0.23	0.04	0.23	0.38	0.14	0.29	0.26	0.26	0.27	0.21	0.18	0.29	0.23	0.31	0.19	0.31	0.11	0.13	0.14	0.08	0.28	0.23	0.24	0.12	0.29	0.46	0.13	0.26	0.12	NA	0.32	0.24	NA	0.21	0.15
NM_032448|FAM120B|chr6|+	chr6:170713850-170716138	170714128	0.42	0.53	0.42	0.28	0.36	0.26	0.47	0.33	0.41	0.28	0.41	0.42	0.55	0.38	0.37	0.27	0.45	0.32	0.42	0.32	0.20	0.58	0.38	0.34	0.32	0.28	0.45	NA	0.32	0.22	0.35	0.32	0.21	0.31	0.49	0.42	0.34	0.36	0.20	0.45	0.45	0.25	0.40	0.38	0.40	0.39	0.37	0.36	0.47	0.37	0.50	0.36	0.48	0.33	0.32	0.33	0.17	0.41	0.32	0.54	0.33	0.51	0.44	0.37	0.43	0.43	0.45	0.55	0.32	0.64	0.53	0.31
NM_012474|UCK2|chr1|+	chr1:165876920-165880854	165877284	0.38	0.62	0.48	0.22	0.16	0.21	0.43	NA	NA	0.33	0.14	0.20	0.48	0.39	0.28	0.16	0.46	0.31	0.29	0.27	0.14	0.66	0.50	0.24	0.33	0.22	0.38	NA	0.24	0.17	0.36	0.32	0.15	0.29	0.46	0.28	0.33	0.24	0.07	0.44	0.44	0.29	0.50	0.20	NA	0.38	NA	0.40	0.43	NA	0.56	0.27	0.42	0.22	0.38	0.40	0.13	0.45	0.53	0.48	0.20	0.39	0.58	0.19	0.41	0.29	0.53	0.46	0.44	NA	0.50	0.16
NM_004804|CIAO1|chr2|+	chr2:96936848-96939888	96937269	0.60	0.61	0.64	0.50	0.63	0.47	0.55	0.57	0.65	0.43	0.54	0.56	0.51	0.56	0.56	0.34	0.65	0.60	0.61	0.67	0.27	0.76	0.58	0.47	0.78	0.67	0.66	0.97	0.66	0.47	0.54	0.53	0.31	0.54	0.55	0.59	0.69	0.39	0.42	0.56	0.60	0.46	0.49	0.41	0.59	0.65	0.50	0.72	0.70	0.59	0.73	0.62	0.70	0.56	0.45	0.67	0.42	0.59	0.54	0.58	0.44	0.64	0.75	0.50	0.61	0.67	0.51	0.73	0.58	0.61	0.62	0.53
NM_001424|EMP2|chr16|-	chr16:10622373-10626949	10626736	0.44	0.54	0.45	0.35	0.42	0.37	0.52	0.51	0.45	0.45	0.45	0.33	0.53	0.53	0.48	0.38	0.55	0.47	0.47	0.46	0.21	0.58	0.52	NA	0.57	0.36	0.56	0.91	0.56	0.27	0.44	0.23	0.42	0.37	0.59	NA	0.54	0.56	0.36	0.56	0.55	0.39	0.52	0.37	0.51	0.49	0.52	0.53	0.60	0.51	0.51	0.56	0.54	0.41	0.41	0.48	0.27	0.49	0.40	0.52	0.38	0.56	0.61	0.36	0.54	0.45	0.40	0.57	0.52	0.54	0.52	0.38
NM_024632|SAP30L|chr5|+	chr5:153835459-153840610	153835653	0.39	0.55	0.40	0.24	0.27	0.20	0.49	0.48	0.46	0.22	0.37	0.35	0.49	0.44	0.25	0.12	0.53	0.41	0.48	0.30	0.11	0.49	0.49	0.43	0.36	0.30	0.47	0.48	0.36	0.13	0.44	0.30	0.17	0.30	0.45	0.36	0.45	0.45	0.06	0.44	0.55	0.25	0.44	0.29	0.50	0.47	0.33	0.39	0.47	0.43	0.52	0.36	0.48	0.33	0.34	0.30	0.07	0.38	0.49	0.32	0.20	0.44	0.48	0.19	0.47	0.43	0.37	0.51	0.49	0.40	0.44	0.20
NM_001184723|TM4SF18|chr3|-	chr3:149036289-149039279	149038880	0.44	0.79	0.31	0.26	0.26	0.38	0.74	0.63	0.39	0.52	0.43	0.26	0.52	0.75	0.35	0.38	0.63	0.39	0.55	0.35	0.25	0.59	0.52	0.51	0.45	0.37	0.44	0.28	0.53	0.44	0.68	0.28	0.48	0.32	0.39	NA	0.59	0.40	0.18	0.73	0.63	0.34	0.62	0.41	0.66	0.48	0.66	0.58	0.61	0.66	0.41	0.64	0.56	0.57	0.37	0.29	0.23	0.43	0.53	0.48	0.57	0.51	0.69	0.40	0.38	0.48	NA	0.47	0.50	0.72	0.52	0.29
NM_001146273|TMEM64|chr8|-	chr8:91634215-91638090	91635948	0.52	0.38	0.33	0.59	0.48	0.83	0.36	0.40	0.31	0.71	0.41	0.42	0.33	0.51	0.53	0.79	0.39	0.45	0.40	0.60	0.80	0.39	0.35	0.40	0.77	0.65	0.32	0.58	0.49	NA	0.54	0.29	0.55	0.75	0.36	0.26	0.41	0.39	0.80	0.51	0.39	0.76	0.35	0.42	0.38	0.34	0.39	0.43	0.37	0.40	0.38	0.40	0.40	0.55	0.63	0.67	NA	0.34	0.33	0.45	0.81	0.36	0.35	0.78	0.52	0.47	0.39	0.30	0.34	0.32	0.51	0.86
NM_020177|FEM1C|chr5|-	chr5:114856275-114861314	114858496	0.34	0.34	0.35	NA	0.43	0.62	0.25	0.39	0.29	0.53	0.46	0.37	0.31	0.44	0.36	0.86	0.39	0.41	0.33	0.60	0.86	0.26	0.21	0.36	NA	0.44	0.25	0.87	0.44	0.88	0.35	0.37	0.44	0.70	0.36	0.35	0.34	0.38	NA	0.59	0.39	0.56	0.33	0.37	0.34	0.46	0.31	0.42	0.26	0.30	0.36	0.45	0.36	0.40	0.53	0.66	NA	0.26	0.30	0.52	NA	0.32	0.30	0.64	0.44	0.37	0.43	0.36	0.26	0.32	0.39	NA
NM_000259|MYO5A|chr15|-	chr15:52599463-52606045	52605471	0.54	0.69	0.46	0.40	0.33	NA	0.55	0.63	0.44	0.32	0.55	0.44	0.58	NA	0.39	0.14	0.59	0.51	0.57	0.35	0.18	NA	0.64	0.53	0.29	0.34	0.42	0.37	NA	0.20	NA	0.32	0.25	0.40	0.45	0.43	0.51	0.45	0.16	0.69	0.76	0.42	0.69	0.42	0.57	0.66	0.56	0.34	0.65	0.52	NA	0.48	0.62	0.32	NA	NA	0.17	0.55	0.58	0.58	0.24	0.62	0.75	0.34	0.72	0.30	0.56	0.66	0.53	0.55	0.47	0.24
NM_018003|UACA|chr15|-	chr15:70946919-70949466	70949305	0.47	0.43	0.39	0.37	0.42	0.34	0.45	0.35	0.37	0.31	0.25	0.48	0.49	0.35	0.50	0.30	0.55	0.32	0.49	0.44	0.22	0.49	0.35	0.38	0.41	0.40	0.54	1.00	0.39	0.33	0.36	0.24	0.32	0.33	0.43	0.48	0.30	0.30	0.23	0.41	0.55	0.37	0.35	0.32	0.44	0.35	0.42	0.43	0.43	0.42	0.43	0.41	0.43	0.39	0.41	0.34	0.32	0.40	0.34	0.39	0.39	0.69	0.48	0.28	0.46	0.37	0.30	0.60	0.40	0.52	0.40	0.37
NM_001206652|SH3GLB1|chr1|+	chr1:87208810-87213874	87209206	0.38	0.56	0.38	0.27	0.29	0.30	0.55	0.41	0.43	0.22	0.37	0.40	0.48	0.47	0.43	0.17	0.51	0.39	0.42	0.25	0.13	0.48	0.38	0.51	0.24	0.33	0.42	0.44	0.35	0.21	0.38	0.28	0.19	0.30	0.43	0.38	0.37	0.35	0.10	0.53	0.60	0.31	0.46	0.37	0.40	0.52	0.42	0.29	0.45	0.45	0.48	0.38	0.51	0.35	0.39	0.33	0.15	0.43	0.49	0.32	0.21	0.47	0.51	0.28	0.46	0.28	0.35	0.44	0.44	0.50	0.42	0.21
NM_005008|NHP2L1|chr22|-	chr22:42069958-42071199	42070896	0.68	0.55	0.59	0.51	0.43	0.43	0.52	0.46	0.53	0.49	0.49	0.40	0.48	0.43	0.50	0.37	0.58	0.42	0.43	0.58	0.33	0.69	0.47	0.41	0.67	0.48	0.65	0.99	0.53	0.30	0.51	0.35	0.29	0.38	0.50	0.57	0.43	0.36	0.36	0.45	0.58	0.40	0.36	0.42	0.50	0.53	0.51	0.55	0.64	0.48	0.70	0.44	0.52	0.45	0.35	0.47	0.30	0.53	0.46	0.56	0.32	0.63	0.66	0.36	0.61	0.74	0.41	0.51	0.44	0.55	0.57	0.49
NM_172037|RDH10|chr8|+	chr8:74235147-74237622	74236757	0.83	NA	0.87	0.93	0.76	1.00	0.66	0.76	0.70	0.92	0.84	0.87	0.69	0.83	0.89	0.94	0.64	0.83	0.65	NA	NA	0.64	0.59	0.79	NA	0.96	0.70	0.99	0.89	1.00	0.86	0.76	0.99	NA	0.65	0.65	0.81	0.66	1.00	NA	0.80	0.95	0.69	0.60	0.89	0.66	0.51	0.83	0.59	0.65	0.83	0.55	0.83	0.96	0.98	0.93	1.00	0.70	0.68	0.86	1.00	0.61	0.62	0.89	NA	0.77	0.79	0.54	0.73	0.65	0.88	NA
NM_001126111|OSGIN2|chr8|+	chr8:90936730-90940095	90938832	0.60	0.54	0.48	0.70	0.69	0.98	0.48	0.57	0.41	0.94	0.64	0.71	0.44	0.82	0.74	NA	0.44	0.62	0.54	0.80	1.00	0.42	0.40	0.48	0.80	0.82	0.49	1.00	0.65	1.00	0.71	0.35	0.97	NA	0.53	0.54	0.43	0.53	1.00	NA	0.72	1.00	0.43	0.32	0.58	0.41	0.46	0.68	0.34	0.56	0.47	0.48	0.46	0.68	0.91	0.82	NA	0.37	0.46	0.62	1.00	0.47	0.42	1.00	0.58	0.63	0.58	0.48	0.35	0.29	0.72	1.00
NM_017896|C20orf11|chr20|+	chr20:61576090-61579816	61576852	0.42	0.52	0.35	0.31	0.25	0.25	0.43	0.46	0.31	0.32	0.40	0.23	0.39	0.38	0.41	0.21	0.48	0.25	0.34	0.34	0.19	0.43	0.45	0.39	0.28	0.28	0.35	0.65	0.37	0.26	0.36	0.33	0.27	0.31	0.35	0.34	0.39	0.25	0.19	0.42	0.54	0.27	0.44	0.25	0.43	0.43	0.36	0.24	0.43	0.41	0.44	0.32	0.44	0.36	0.36	0.26	0.16	0.36	0.43	0.35	0.25	0.42	0.50	0.28	0.36	0.23	0.55	0.49	0.40	0.32	0.42	0.27
NM_015247|CYLD|chr16|+	chr16:50830234-50835829	50830609	0.30	0.41	0.28	0.23	0.23	0.29	0.31	0.25	0.31	0.21	0.28	0.24	0.36	0.29	0.31	0.15	0.33	0.32	0.35	0.23	0.14	0.44	0.29	0.41	0.26	0.29	0.31	0.81	0.30	0.15	0.32	0.23	0.15	0.23	0.29	0.26	0.27	0.25	0.08	0.27	0.41	0.20	0.36	0.27	0.26	0.37	0.30	0.28	0.34	0.26	0.38	0.33	0.38	0.23	0.26	0.25	0.21	0.29	0.30	0.37	0.15	0.37	0.41	0.24	0.39	0.28	0.31	0.46	0.33	0.41	0.34	0.18
NM_002154|HSPA4|chr5|+	chr5:132439924-132442113	132440096	0.32	0.48	0.50	0.22	0.26	0.15	0.41	0.36	0.35	0.30	0.24	0.34	0.38	0.47	0.41	0.12	0.38	0.33	0.37	0.26	0.11	0.33	0.31	0.32	0.27	0.25	0.37	0.72	0.30	0.17	0.28	0.23	0.15	0.24	0.33	0.42	0.27	0.27	0.15	0.29	0.50	0.23	0.36	0.21	0.36	0.28	0.28	0.18	0.29	0.28	0.41	0.24	0.42	0.28	0.23	0.46	0.15	0.42	0.30	0.26	0.19	0.30	0.38	0.19	0.30	0.20	0.32	0.44	0.24	0.53	0.33	0.28
NM_001135652|EIF2AK2|chr2|-	chr2:37333385-37334538	37334388	0.66	0.58	0.61	0.67	0.64	0.74	0.65	0.52	0.54	0.75	NA	0.56	0.50	0.72	0.58	0.70	0.61	0.59	0.68	0.60	0.73	0.58	0.51	0.67	0.55	0.54	0.54	0.45	0.73	0.72	0.65	0.50	0.59	0.66	0.56	0.57	0.67	0.64	0.75	0.47	0.67	0.64	0.69	0.47	0.57	0.59	0.47	0.55	0.60	0.59	0.59	0.63	0.64	0.58	0.72	0.79	0.79	0.65	0.68	0.52	0.65	0.47	0.56	0.73	0.65	0.52	NA	0.64	0.50	0.59	0.66	0.80
NM_030813|CLPB|chr11|-	chr11:71996706-72004659	72004386	0.19	0.35	0.39	0.18	0.25	0.12	0.29	0.26	0.32	0.17	0.16	0.12	NA	0.24	0.24	0.09	0.39	0.25	0.21	0.25	0.04	0.38	0.23	0.15	NA	0.15	0.34	NA	0.22	0.11	0.23	0.14	0.12	0.18	0.31	0.29	0.15	0.21	0.13	0.23	0.28	0.12	0.22	0.21	0.25	0.25	0.19	0.17	0.30	0.19	0.36	0.22	0.38	0.17	0.16	0.36	0.11	0.29	0.25	0.27	0.14	0.35	0.32	0.12	0.22	0.20	0.18	0.30	0.19	0.34	0.22	0.19
NM_021249|SNX6|chr14|-	chr14:35030594-35032381	35032051	0.66	0.58	0.57	0.57	0.63	0.81	0.54	0.53	0.53	0.60	NA	0.58	0.57	0.67	0.64	0.79	0.62	0.62	0.61	0.66	0.69	0.56	0.47	0.63	0.73	0.69	0.55	0.93	0.63	0.76	0.76	0.58	0.73	0.85	0.64	0.56	0.53	0.60	0.62	0.64	0.57	0.62	0.56	0.54	0.63	0.60	0.60	0.65	0.50	0.63	0.59	0.57	0.64	0.60	0.76	0.66	0.87	0.48	0.52	0.75	0.77	0.63	0.61	0.81	0.69	0.68	0.60	0.50	0.49	0.40	0.68	0.73
NM_016331|ZNF639|chr3|+	chr3:179051056-179053514	179052197	0.36	0.24	0.28	0.38	0.39	0.45	0.28	0.28	0.31	0.39	0.28	0.35	0.33	0.33	0.38	0.43	0.27	0.31	0.31	0.36	0.58	0.29	0.22	0.25	0.57	0.59	0.26	0.73	0.27	0.64	0.33	0.30	0.59	0.47	0.29	0.25	0.34	0.29	0.77	0.37	0.25	0.48	0.27	0.30	0.29	0.29	0.33	0.31	0.27	0.29	0.23	0.31	0.28	0.33	0.38	0.41	0.78	0.27	0.27	0.28	0.67	0.27	0.27	0.48	0.33	0.30	0.28	0.31	0.22	0.23	0.35	0.56
NR_023348|GAS8|chr16|+	chr16:90109603-90111379	90109828	0.57	0.75	0.67	0.56	0.63	0.70	0.81	0.74	0.42	0.63	0.56	0.65	0.61	0.73	0.75	0.51	0.69	0.68	0.50	0.59	0.48	0.69	0.85	0.72	0.58	0.64	0.79	NA	0.87	0.37	0.61	0.61	0.48	0.57	0.69	0.66	0.70	0.54	0.45	0.64	0.60	0.64	0.84	0.51	0.72	0.55	0.69	0.83	0.97	0.74	0.76	NA	0.63	0.59	0.78	0.98	0.41	0.74	0.62	0.62	0.42	NA	0.71	0.46	0.63	0.75	0.69	0.74	0.59	0.75	0.68	0.60
NM_020320|RARS2|chr6|-	chr6:88223584-88224217	88224067	0.46	0.46	0.56	0.41	0.32	0.34	NA	NA	0.35	NA	NA	0.59	0.42	0.46	0.47	0.50	0.32	0.32	0.35	0.39	0.29	0.41	NA	NA	0.32	NA	0.48	0.25	0.39	0.22	0.45	0.25	0.37	0.32	0.49	NA	0.30	0.39	0.37	0.52	0.48	NA	NA	0.36	NA	0.37	NA	NA	0.45	NA	NA	NA	0.37	0.33	0.65	0.36	0.20	0.42	NA	0.50	0.36	NA	0.52	0.42	0.45	NA	0.48	0.49	NA	0.53	0.50	0.25
NM_024881|SLC35E1|chr19|-	chr19:16660574-16664720	16661812	0.71	0.55	0.60	0.98	0.87	1.00	0.53	0.60	0.62	0.89	0.67	0.73	0.68	0.78	0.81	0.98	0.68	0.75	0.52	0.84	0.78	0.58	0.54	0.45	0.98	0.96	0.56	0.85	0.67	1.00	0.72	0.59	0.90	0.93	0.61	0.54	0.66	0.54	NA	0.78	0.51	0.77	0.55	0.53	0.58	0.60	0.46	0.75	0.44	0.50	0.57	0.62	0.63	0.96	0.75	0.97	1.00	0.56	0.52	0.68	1.00	0.51	0.48	0.81	0.54	0.61	0.58	0.65	0.57	0.49	0.70	0.97
NM_001164182|ENTPD1|chr10|+	chr10:97625933-97636956	97627634	0.18	0.13	0.53	0.27	0.16	0.22	0.16	0.30	0.80	0.13	0.12	0.44	0.14	0.35	0.19	0.08	0.16	0.23	0.16	0.12	0.06	0.56	0.24	0.11	0.08	0.36	0.32	0.30	0.56	0.06	0.28	0.20	0.17	0.14	0.14	0.10	0.29	0.13	0.20	0.09	0.31	0.16	0.11	0.12	0.43	0.21	0.10	0.10	0.62	0.27	0.48	0.10	0.21	0.14	0.26	0.80	0.24	0.19	0.19	0.19	0.10	0.18	0.41	0.13	0.18	0.24	0.43	NA	0.16	0.47	0.13	0.09
NM_001134232|TMEM106B|chr7|+	chr7:12271462-12276905	12272490	0.58	0.86	0.50	0.57	0.49	0.32	0.69	0.62	0.66	0.35	0.65	0.51	0.70	0.60	0.58	0.27	0.70	0.52	0.63	0.43	0.27	0.57	0.73	0.67	0.58	0.66	0.61	0.66	0.46	0.24	0.71	0.64	0.24	0.45	0.72	0.74	0.53	0.64	0.20	0.59	0.80	0.46	0.67	0.63	0.65	0.76	0.55	0.49	0.73	0.63	0.63	0.64	0.70	0.55	0.56	0.44	0.16	0.63	0.69	0.66	0.27	0.72	0.71	0.39	0.61	0.54	0.67	0.70	0.74	0.77	0.76	0.33
NM_001173513|TXNRD3|chr3|-	chr3:126324825-126326816	126326391	0.12	NA	NA	0.06	0.09	0.05	NA	0.09	NA	0.04	NA	0.08	NA	0.10	0.07	0.06	NA	0.07	NA	0.07	0.05	NA	NA	NA	0.07	0.07	NA	NA	0.09	NA	NA	0.08	0.08	0.10	NA	NA	NA	NA	0.04	NA	NA	0.08	0.08	NA	0.13	0.06	NA	0.08	NA	NA	NA	0.07	NA	NA	0.04	0.07	0.04	0.11	0.17	0.12	0.07	NA	0.19	NA	NA	NA	0.10	0.12	NA	NA	NA	0.08
NM_022754|SFXN1|chr5|+	chr5:174953640-174956757	174955505	0.45	0.42	0.61	0.69	0.52	0.89	0.49	0.45	0.40	0.80	0.47	0.53	0.46	0.46	0.38	0.61	0.47	0.42	0.44	0.50	0.59	0.44	0.36	0.41	0.75	0.64	0.44	0.66	0.59	1.00	0.56	0.41	0.69	0.71	0.48	0.38	0.46	0.45	1.00	0.87	0.40	0.68	0.42	0.44	0.47	0.49	0.39	0.37	0.42	0.35	0.59	0.39	0.50	0.72	0.55	0.80	1.00	0.45	0.37	0.55	1.00	0.38	0.43	0.61	0.56	0.48	0.46	0.38	0.34	0.59	0.53	0.86
NM_130759|GIMAP1|chr7|+	chr7:150417135-150422650	150418172	0.22	0.29	0.22	0.28	0.28	NA	0.22	0.20	0.35	0.17	0.22	0.24	0.42	0.25	0.28	0.25	0.44	NA	0.22	0.37	0.25	0.42	0.26	0.21	0.33	NA	0.33	NA	0.29	0.29	0.23	0.24	0.25	0.26	0.24	0.29	0.22	0.28	0.18	0.25	0.27	0.24	0.23	0.23	0.23	0.23	0.32	0.37	NA	0.27	0.21	NA	0.43	0.31	0.23	0.31	0.20	0.21	0.22	0.37	0.24	0.36	0.52	NA	0.27	0.22	NA	0.32	0.32	NA	0.28	0.28
NM_017988|SCYL2|chr12|+	chr12:100732305-100735523	100733790	0.58	0.36	0.46	0.65	0.58	0.79	0.42	0.46	0.43	0.69	0.59	0.66	0.42	0.57	0.54	0.69	0.42	0.53	0.42	0.63	0.86	0.45	0.37	0.44	0.74	0.68	0.44	1.00	0.51	NA	0.57	0.32	0.66	0.75	0.42	0.46	0.34	0.39	NA	0.55	0.45	0.69	0.41	0.33	0.49	0.38	0.38	0.58	0.34	0.50	0.46	0.40	0.48	0.53	0.62	0.81	NA	0.44	0.37	0.53	0.76	0.39	0.43	0.74	0.60	0.50	0.35	0.49	0.30	0.27	0.65	0.82
NM_002936|RNASEH1|chr2|-	chr2:3589000-3593461	3593241	0.49	0.57	0.39	0.24	0.41	0.24	0.48	0.40	0.45	0.33	0.27	0.39	0.61	0.51	0.39	0.20	0.51	0.41	0.60	0.30	0.12	0.56	0.36	0.44	0.40	0.46	0.54	NA	0.52	0.23	0.45	0.39	0.26	0.38	0.55	0.39	0.39	0.42	0.10	0.53	0.48	0.27	0.50	0.41	0.47	0.53	0.39	0.38	0.50	0.37	0.49	0.34	0.47	0.40	0.33	0.44	0.17	0.50	0.43	0.43	0.24	0.54	0.54	0.26	0.44	0.38	0.48	0.59	0.46	0.56	0.48	0.27
