event_id	loci	Proximal_Site	TCGA-CV-7235-01A-11R-2016-07	TCGA-CV-6962-01A-11R-1915-07	TCGA-HD-A6I0-01A-11R-A31N-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-6936-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7425-01A-11R-2081-07	TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6955-01A-11R-2016-07	TCGA-CV-7091-01A-11R-2016-07	TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7252-01A-11R-2016-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7183-01A-11R-2016-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7101-01A-11R-2016-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-7437-01A-21R-2132-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-WA-A7GZ-01A-11R-A34R-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-CV-7423-01A-11R-2081-07	TCGA-CV-7245-01A-11R-2016-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-7416-01A-11R-2081-07	TCGA-CV-6961-01A-21R-1915-07
NM_173552|C3orf58|chr3|+	chr3:143708351-143711212	143708790	NA	0.83	NA	0.87	0.79	0.92	0.90	0.88	NA	0.82	0.95	0.80	0.90	0.89	0.90	0.81	0.92	0.87	NA	0.89	NA	NA	NA	0.94	NA	0.91	0.90	0.85	0.82	0.73	0.77	0.91	0.92	0.87	0.85	NA	NA	NA	0.92	0.93	0.89	0.88	0.86
NM_002078|GOLGA4|chr3|+	chr3:37407570-37408237	37407736	0.52	0.57	1.00	0.56	0.57	0.59	0.56	0.55	0.61	0.51	0.69	0.60	0.56	0.61	0.71	0.62	0.73	0.52	0.66	0.57	0.32	0.63	0.67	0.69	0.35	0.69	0.66	0.74	0.55	0.30	0.62	0.57	0.60	0.63	0.61	0.69	0.58	0.59	0.59	0.77	0.50	0.48	0.51
NM_012287|ACAP2|chr3|-	chr3:194995449-195000157	195000007	0.65	0.67	NA	0.72	0.81	0.71	0.70	0.73	0.70	0.57	0.80	0.68	0.76	0.74	0.68	0.70	0.68	0.69	0.73	0.79	0.66	0.78	0.75	0.78	0.67	0.78	0.72	0.77	0.68	0.63	0.83	0.64	0.72	0.74	0.66	0.69	0.70	0.77	0.76	0.75	0.74	0.67	0.61
NM_018309|TBC1D23|chr3|+	chr3:100042430-100044091	100042581	0.86	NA	NA	0.88	0.85	0.84	0.81	0.89	0.86	0.93	0.89	0.88	0.91	0.92	0.87	0.87	0.94	0.89	0.86	0.95	0.86	0.90	0.95	0.95	0.74	0.95	0.91	0.87	0.85	NA	0.88	0.90	0.91	0.94	0.91	0.94	0.86	0.94	0.84	0.91	0.92	0.90	0.89
NM_017644|KLHL24|chr3|+	chr3:183396873-183402313	183398601	0.43	0.52	NA	0.73	0.63	0.72	NA	0.68	NA	NA	NA	0.73	0.68	NA	0.53	NA	0.71	NA	0.59	0.73	0.47	NA	NA	0.71	0.69	0.76	NA	0.65	NA	0.63	0.75	0.67	0.70	0.63	NA	NA	NA	0.70	NA	NA	0.65	0.63	NA
NM_021105|PLSCR1|chr3|-	chr3:146233003-146233888	146233737	0.15	0.14	0.15	0.24	0.13	0.20	0.19	0.14	0.20	0.14	0.28	0.36	0.15	0.26	0.24	0.19	0.26	0.10	0.22	0.15	0.09	0.26	0.29	0.26	0.13	0.21	0.30	0.24	0.15	0.15	0.29	0.16	0.34	0.18	0.10	0.20	0.26	0.20	0.18	0.23	0.16	0.12	0.15
NM_001112736|FAM208A|chr3|-	chr3:56654150-56657871	56657049	0.29	0.24	NA	0.45	0.59	0.49	0.28	0.56	0.61	0.24	0.40	0.38	0.46	0.42	0.34	0.32	0.27	0.40	0.44	0.66	0.40	0.50	0.39	0.50	0.57	0.40	0.56	0.28	0.40	0.14	0.49	0.26	0.36	0.16	0.35	0.53	0.44	0.37	0.31	0.24	0.48	0.17	0.34
NM_021101|CLDN1|chr3|-	chr3:190023495-190026228	190026017	0.61	0.64	0.53	0.52	0.57	0.71	NA	0.70	0.79	0.69	0.73	0.64	0.60	0.64	0.60	0.73	0.51	0.75	0.63	0.69	0.61	0.64	0.62	0.81	0.79	0.69	0.67	0.52	0.54	0.68	0.68	0.79	0.70	0.75	0.68	0.78	0.59	0.82	0.58	0.67	0.61	0.55	0.59
NM_015340|LARS2|chr3|+	chr3:45588842-45590374	45589407	0.90	0.85	NA	0.89	NA	0.86	0.93	0.91	0.95	0.97	0.94	NA	0.98	0.79	0.95	0.85	NA	0.93	0.87	NA	0.87	1.00	0.82	0.96	0.91	NA	0.81	0.87	0.88	0.86	0.92	NA	0.95	0.93	0.96	NA	NA	NA	1.00	NA	0.88	0.99	0.87
NM_001136041|HDAC11|chr3|+	chr3:13545967-13547915	13546787	NA	NA	NA	0.64	0.63	0.77	NA	0.71	0.81	NA	0.65	NA	0.72	0.39	0.40	0.69	NA	NA	0.66	NA	NA	0.54	0.70	0.77	0.72	NA	NA	0.47	0.65	NA	0.61	0.79	NA	0.54	0.79	NA	NA	0.56	0.57	NA	0.56	0.52	NA
NM_003242|TGFBR2|chr3|+	chr3:30732911-30735633	30733239	0.93	NA	NA	0.85	0.84	0.95	0.94	0.90	0.98	0.92	0.97	0.93	0.92	0.91	0.93	0.94	0.90	0.94	0.95	0.91	0.89	0.93	NA	0.95	0.93	0.93	0.92	0.92	0.85	0.94	0.92	0.98	0.92	0.93	0.90	0.95	0.93	0.94	0.92	0.89	0.90	0.91	0.93
NM_007284|TWF2|chr3|-	chr3:52262627-52263217	52262997	0.93	0.94	1.00	0.79	0.88	0.89	0.91	0.90	0.96	0.77	0.77	0.82	0.99	0.86	0.93	0.92	0.78	0.83	0.85	0.85	0.79	0.85	0.94	0.92	0.96	0.89	0.85	0.93	0.81	0.88	0.96	0.97	0.96	0.86	0.88	0.97	0.84	0.97	0.75	0.85	0.86	0.78	0.83
NM_004733|SLC33A1|chr3|-	chr3:155544265-155546166	155545917	0.47	0.42	NA	0.58	0.42	0.60	NA	0.66	0.70	0.42	0.72	0.47	0.51	0.58	0.44	0.58	0.42	0.40	0.63	0.42	0.43	0.68	0.54	0.50	0.45	0.57	0.54	0.54	0.43	0.44	0.58	0.59	0.62	0.53	0.42	0.51	0.57	0.73	0.59	0.48	0.46	0.45	0.42
NM_001104647|SLC25A36|chr3|+	chr3:140695101-140699820	140698499	0.74	0.73	NA	0.67	0.71	0.67	0.77	0.78	NA	0.68	0.74	0.60	0.77	NA	0.76	0.77	0.67	0.79	NA	0.72	0.75	0.74	0.78	0.76	0.81	0.76	0.62	0.58	0.62	NA	0.71	0.79	0.74	0.65	0.73	NA	0.69	0.81	0.73	0.72	NA	0.62	0.63
NM_002375|MAP4|chr3|-	chr3:47892176-47894529	47893133	0.58	0.50	1.00	0.70	0.76	0.86	0.49	0.70	0.89	0.51	0.65	0.74	0.51	0.45	0.40	0.50	0.42	0.77	0.55	0.89	0.72	0.58	0.85	0.63	0.91	0.66	0.75	0.47	0.66	0.54	0.78	0.79	0.72	0.71	0.63	0.99	0.81	0.76	0.47	0.57	0.57	0.67	0.83
NM_002268|KPNA4|chr3|-	chr3:160212792-160219990	160217990	0.06	0.05	0.04	0.11	0.19	0.16	0.16	0.16	0.11	0.10	0.16	0.14	0.09	0.12	0.10	0.07	0.07	0.08	0.10	0.13	0.09	0.16	0.15	0.11	0.12	0.10	0.13	0.10	0.07	0.08	0.13	0.10	0.11	0.09	0.08	0.12	0.10	0.12	0.15	0.14	0.10	0.14	0.06
NM_002718|PPP2R3A|chr3|+	chr3:135863884-135867122	135864501	NA	0.58	NA	0.70	0.76	0.83	0.75	0.79	0.79	0.76	0.87	0.67	NA	0.76	0.80	0.76	0.73	0.72	0.73	0.80	0.76	0.76	0.79	0.79	0.86	0.81	0.76	0.77	0.71	NA	0.85	0.67	NA	0.79	0.78	0.85	0.60	0.80	0.69	0.71	0.73	0.64	0.71
NM_015412|C3orf17|chr3|-	chr3:112723756-112724851	112724249	0.95	0.88	NA	0.80	0.86	0.84	0.79	0.87	0.94	0.72	0.98	0.77	0.93	1.00	0.91	0.98	0.89	0.83	0.90	0.92	0.85	0.85	0.99	0.91	0.87	0.90	0.87	0.78	0.78	0.89	0.86	0.94	0.89	0.84	0.96	0.97	0.88	0.92	0.92	0.87	0.89	0.80	0.78
NM_016625|RSRC1|chr3|+	chr3:158261971-158263524	158262121	0.53	0.48	NA	0.61	0.45	0.69	0.58	0.77	0.62	0.64	0.84	0.69	0.66	0.68	0.71	0.63	0.48	0.70	0.61	0.73	0.55	0.74	0.61	0.73	0.70	0.73	0.70	0.53	0.39	0.51	0.62	0.70	0.53	0.82	0.48	0.72	0.62	0.62	0.66	0.52	0.64	0.54	0.47
NM_014583|LMCD1|chr3|+	chr3:8609125-8609867	8609382	0.67	NA	NA	NA	0.70	0.84	0.75	NA	NA	NA	NA	0.84	0.85	NA	0.74	0.79	0.65	0.72	0.87	0.69	NA	NA	0.85	0.95	0.83	0.83	0.78	0.76	0.71	0.90	0.88	0.86	0.75	0.75	0.95	0.89	0.78	0.91	0.86	0.75	0.70	0.84	0.59
NM_001134422|CDV3|chr3|+	chr3:133306002-133309125	133306152	0.91	0.89	0.23	0.94	0.90	0.93	0.86	0.89	0.81	0.86	0.96	0.91	0.82	0.86	0.87	0.83	0.87	0.86	0.92	0.92	0.84	0.87	0.81	0.86	0.89	0.80	0.90	0.93	0.94	0.85	0.93	0.79	0.86	0.94	0.89	0.91	0.91	0.83	0.92	0.89	0.92	0.94	0.88
NM_018098|ECT2|chr3|+	chr3:172537937-172539266	172538800	0.88	0.87	NA	0.90	0.77	0.89	0.92	0.86	1.00	0.72	0.93	0.87	0.95	0.98	0.97	1.00	0.90	0.79	0.87	0.84	0.77	0.97	0.98	0.90	0.74	1.00	0.89	0.92	0.67	0.73	0.96	0.99	0.93	0.81	0.88	1.00	0.87	0.90	0.79	0.89	0.90	0.74	0.72
NM_014398|LAMP3|chr3|-	chr3:182839984-182842002	182841852	0.90	0.82	NA	NA	NA	0.89	0.94	0.88	0.88	0.90	0.97	0.84	0.94	0.90	0.92	0.94	0.84	0.81	0.89	0.93	0.85	NA	NA	0.91	0.84	NA	0.88	0.86	0.83	0.83	0.84	0.94	0.91	NA	0.88	0.95	0.92	0.94	NA	0.91	0.85	0.87	0.83
NM_001166305|TMEM44|chr3|-	chr3:194307930-194309368	194308473	0.07	0.12	NA	0.09	0.05	0.06	0.10	NA	0.04	0.08	NA	NA	0.07	NA	NA	0.08	0.06	0.10	0.08	0.10	0.08	NA	0.04	0.10	0.07	0.05	NA	0.11	0.08	0.06	0.08	0.16	0.09	0.04	0.19	0.17	0.07	0.08	0.12	NA	0.04	0.05	0.09
NM_001161581|POC1A|chr3|-	chr3:52109255-52110001	52109837	0.64	NA	0.97	0.81	NA	NA	0.54	0.71	0.77	0.51	0.67	NA	0.83	0.55	0.55	0.66	NA	0.82	0.66	NA	0.68	0.68	0.84	0.83	0.75	NA	0.81	NA	0.69	0.66	NA	NA	NA	0.84	0.70	0.68	0.49	NA	0.80	0.58	NA	0.54	NA
NM_014667|VGLL4|chr3|-	chr3:11597446-11600301	11600084	0.85	0.87	0.76	0.95	0.81	0.94	0.89	0.95	0.93	0.92	0.97	0.91	0.91	0.92	0.89	0.89	0.85	0.93	0.87	0.94	0.91	0.95	0.95	0.95	0.93	0.87	0.95	0.83	0.80	0.89	0.92	0.93	0.92	0.83	0.93	0.96	0.92	0.90	0.94	0.91	0.87	0.89	0.86
NM_024665|TBL1XR1|chr3|-	chr3:176737206-176743312	176742771	0.75	0.77	NA	0.82	0.84	0.85	0.80	0.83	0.82	0.70	0.81	0.75	0.82	0.69	0.80	0.72	0.83	0.70	0.77	0.85	0.66	0.78	0.86	0.87	0.66	0.78	0.87	0.75	0.80	0.59	0.80	0.72	0.80	0.65	0.81	0.78	0.85	0.79	0.74	0.81	0.69	0.71	0.76
NM_014445|SERP1|chr3|-	chr3:150259811-150262285	150262041	0.29	0.31	0.07	0.38	0.38	0.44	0.34	0.30	0.30	0.33	0.39	0.40	0.31	0.34	0.41	0.40	0.39	0.31	0.29	0.41	0.36	0.32	0.33	0.39	0.33	0.37	0.41	0.35	0.32	0.21	0.43	0.29	0.39	0.40	0.40	0.40	0.32	0.35	0.26	0.33	0.34	0.35	0.36
NM_007107|SSR3|chr3|-	chr3:156257937-156261058	156260870	0.37	0.41	0.15	0.43	0.49	0.64	0.49	0.52	0.47	0.52	0.62	0.57	0.40	0.49	0.59	0.41	0.41	0.41	0.47	0.54	0.46	0.51	0.42	0.51	0.62	0.43	0.58	0.48	0.39	0.46	0.50	0.46	0.45	0.65	0.42	0.45	0.51	0.42	0.49	0.45	0.48	0.53	0.41
NM_014245|RNF7|chr3|+	chr3:141464000-141465091	141464456	0.11	0.09	0.16	0.10	0.12	0.16	0.12	0.13	0.12	0.13	0.12	0.12	0.11	0.12	0.10	0.11	0.10	0.09	0.10	0.13	0.12	0.11	0.10	0.12	0.13	0.10	0.09	0.10	0.09	0.09	0.10	0.10	0.12	0.10	0.08	0.11	0.10	0.11	0.09	0.09	0.10	0.11	0.09
NM_022485|MTMR14|chr3|+	chr3:9743473-9744077	9743756	0.94	0.89	1.00	0.88	0.85	0.87	0.87	0.87	0.88	0.91	0.79	0.77	0.88	0.76	0.92	0.97	0.93	0.94	0.90	0.91	0.90	0.86	0.93	0.97	0.89	0.92	0.85	0.89	0.85	0.96	0.85	0.92	0.92	0.89	0.88	0.94	0.93	0.98	0.86	0.88	0.85	0.87	0.82
NM_002886|RAP2B|chr3|+	chr3:152880028-152895263	152882443	0.04	0.07	NA	0.05	0.07	0.06	0.03	0.06	0.11	0.06	0.08	0.06	0.05	0.06	0.04	0.03	0.05	0.05	0.07	0.08	0.04	0.11	0.08	0.10	0.10	0.05	0.06	0.04	0.03	0.08	0.09	0.14	0.05	0.05	0.04	0.08	0.06	0.06	0.08	0.07	0.04	0.06	0.03
NM_007184|NISCH|chr3|+	chr3:52525887-52527087	52526304	0.91	0.96	1.00	0.83	0.94	0.97	0.84	0.88	1.00	NA	0.94	1.00	0.91	0.93	0.94	1.00	0.85	0.94	0.92	0.95	0.87	0.98	NA	1.00	1.00	0.87	0.95	0.85	0.88	NA	0.98	0.94	0.99	0.84	0.91	0.97	0.90	0.89	0.91	0.91	0.90	0.96	NA
NM_007024|TMEM115|chr3|-	chr3:50392180-50392978	50392545	0.83	0.78	1.00	0.64	0.77	0.74	0.70	0.79	0.98	0.71	0.83	0.60	0.96	0.75	0.83	0.86	0.74	0.69	0.72	0.91	0.71	0.70	0.88	0.88	0.95	0.78	0.66	0.67	0.70	0.84	0.78	0.91	0.75	0.75	0.79	0.90	0.69	0.97	0.77	0.76	0.74	0.72	0.68
NM_006354|TADA3|chr3|-	chr3:9821651-9822233	9822052	0.81	0.79	0.95	0.78	0.68	0.79	0.89	0.77	1.00	0.88	0.86	0.74	0.85	0.76	0.86	0.92	0.78	0.85	0.86	0.78	0.75	0.81	0.87	0.85	0.94	0.94	0.80	0.83	0.75	0.85	0.81	0.96	0.84	0.87	0.74	0.97	0.75	0.96	0.88	0.74	0.77	0.86	0.74
NM_002950|RPN1|chr3|-	chr3:128338812-128339436	128339137	0.65	0.51	0.75	0.57	0.49	0.65	0.60	0.52	0.74	0.61	0.61	0.59	0.62	0.56	0.65	0.63	0.53	0.59	0.59	0.64	0.48	0.57	0.65	0.76	0.54	0.66	0.62	0.59	0.50	0.53	0.58	0.63	0.65	0.58	0.53	0.62	0.58	0.68	0.62	0.56	0.51	0.59	0.49
NM_015938|NMD3|chr3|+	chr3:160968567-160970107	160968788	0.73	0.65	NA	0.60	0.61	0.71	0.73	0.72	0.89	0.56	0.85	0.59	0.81	0.74	0.79	0.82	0.61	0.71	0.74	0.75	0.54	0.79	0.83	0.85	0.56	0.85	0.74	0.66	0.58	0.59	0.75	0.85	0.79	0.67	0.68	0.81	0.66	0.88	0.66	0.64	0.65	0.63	0.56
NM_001195098|ANKRD28|chr3|-	chr3:15708738-15712063	15710237	0.28	0.22	NA	0.30	0.50	0.40	0.32	0.48	0.42	0.33	0.21	NA	NA	0.29	NA	0.27	0.24	0.30	0.45	0.35	NA	0.34	0.55	0.46	0.37	NA	0.41	0.24	0.27	0.27	0.43	0.46	0.34	0.21	0.28	0.54	0.34	0.45	NA	NA	0.30	0.37	0.29
NM_001146278|NCEH1|chr3|-	chr3:172348417-172351882	172351176	NA	0.83	NA	0.84	NA	0.87	NA	0.87	NA	0.83	NA	0.83	0.86	NA	0.88	0.88	0.85	0.88	0.86	0.85	NA	NA	NA	0.88	0.81	NA	0.89	0.87	0.74	0.80	0.91	0.85	NA	0.81	0.86	NA	NA	0.91	0.87	0.89	0.83	0.80	0.80
NM_001146179|IP6K2|chr3|-	chr3:48730501-48731673	48731227	0.19	0.22	0.26	0.24	0.39	0.35	0.19	0.33	0.28	0.24	0.29	0.38	0.22	0.28	0.24	0.30	0.19	0.23	0.27	0.31	0.27	0.25	0.24	0.29	0.33	0.21	0.31	0.24	0.24	NA	0.30	0.29	0.32	0.26	0.19	0.36	0.28	0.30	0.20	0.19	0.28	0.25	0.18
NM_000313|PROS1|chr3|-	chr3:93591946-93593249	93593090	NA	NA	NA	0.79	NA	0.83	0.73	NA	NA	NA	0.89	0.86	0.82	0.86	0.77	0.81	0.77	0.76	NA	0.74	NA	0.89	NA	0.87	NA	0.81	0.77	0.78	NA	NA	0.75	0.74	0.84	0.78	0.76	0.78	0.78	0.85	0.79	0.74	0.76	0.71	0.68
NM_017836|SLC41A3|chr3|-	chr3:125725203-125726068	125725918	0.90	0.96	1.00	0.90	0.87	0.97	0.89	0.98	0.96	0.72	0.90	1.00	0.94	1.00	0.77	0.99	1.00	1.00	0.98	0.86	0.92	0.88	0.95	0.96	0.88	0.96	0.90	0.96	0.91	0.99	0.97	0.99	1.00	0.96	0.91	1.00	0.98	0.99	0.87	0.93	0.92	0.75	0.87
NM_001256964|CCDC51|chr3|-	chr3:48473577-48474576	48473977	1.00	0.96	1.00	0.94	0.90	0.95	0.97	0.96	1.00	0.98	0.91	0.92	0.93	0.98	1.00	0.96	0.96	0.97	1.00	0.99	0.95	0.93	0.99	0.99	0.95	0.99	0.93	0.93	0.97	0.97	1.00	0.99	0.97	0.94	0.98	1.00	0.98	1.00	0.90	0.95	0.98	0.95	0.92
NM_000992|RPL29|chr3|-	chr3:52027619-52028142	52027924	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_014220|TM4SF1|chr3|-	chr3:149086814-149087667	149087517	0.83	0.65	0.89	0.78	0.89	0.87	0.77	0.78	0.88	0.75	0.80	0.80	0.67	0.70	0.78	0.87	0.55	0.84	0.85	0.90	0.82	0.87	0.88	0.71	0.85	0.72	0.73	0.73	0.70	0.75	0.85	0.85	0.87	0.84	0.65	0.94	0.81	0.89	0.80	0.68	0.73	0.84	0.65
NM_003074|SMARCC1|chr3|-	chr3:47627243-47629796	47629646	0.86	0.81	NA	0.76	0.76	0.94	0.92	0.78	0.95	0.88	0.89	0.77	0.81	0.91	0.96	0.90	0.82	0.87	0.92	0.80	0.80	0.93	0.84	1.00	0.83	0.89	0.86	0.87	0.74	0.87	0.81	0.90	0.92	0.83	0.89	0.95	0.82	0.88	0.82	0.86	0.74	0.89	0.81
NM_005109|OXSR1|chr3|+	chr3:38294307-38299235	38296917	0.01	0.01	NA	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01
NM_001243879|TRA2B|chr3|-	chr3:185634533-185635513	185635141	0.58	0.51	0.98	0.59	0.66	0.71	0.75	0.57	0.84	0.62	0.70	0.63	0.52	0.63	0.78	0.64	0.40	0.76	0.66	0.76	0.59	0.56	0.68	0.62	0.92	0.81	0.65	0.55	0.52	0.65	0.58	0.90	0.68	0.80	0.51	0.66	0.48	0.73	0.57	0.50	0.68	0.73	0.49
NM_181472|CMTM7|chr3|+	chr3:32495732-32496333	32496013	0.87	NA	0.99	NA	NA	0.80	0.89	NA	0.87	0.84	NA	0.92	0.90	0.76	NA	0.83	0.86	NA	0.98	0.85	NA	NA	NA	0.98	0.91	0.90	0.88	0.92	0.74	NA	NA	0.99	0.87	0.82	NA	1.00	0.78	0.99	NA	0.93	0.97	0.93	0.81
NM_183381|RNF13|chr3|+	chr3:149678526-149679922	149678802	0.81	0.79	NA	0.73	0.68	0.73	0.75	0.75	0.92	0.73	0.87	0.66	0.78	0.76	0.79	0.82	0.74	0.75	0.73	0.86	0.67	0.81	0.84	0.86	0.73	0.83	0.75	0.71	0.60	0.71	0.74	0.89	0.82	0.75	0.79	0.88	0.75	0.78	0.78	0.78	0.74	0.69	0.76
NM_144717|IL20RB|chr3|+	chr3:136728954-136729926	136729252	0.87	0.92	0.99	0.85	0.80	0.96	0.91	0.94	0.97	0.86	0.87	0.90	0.89	0.88	0.91	0.88	0.87	0.88	0.88	0.94	0.88	0.86	0.93	0.94	0.94	NA	0.82	0.82	0.86	0.86	0.84	NA	NA	0.90	0.87	0.97	0.88	0.94	0.91	0.90	0.91	0.89	0.85
NM_001178142|TFDP2|chr3|-	chr3:141663293-141671538	141671352	0.14	0.12	0.02	0.18	0.24	0.38	0.14	0.17	0.11	0.13	NA	0.28	0.17	0.15	0.15	0.09	0.22	0.11	NA	0.31	0.11	NA	0.23	0.25	0.24	0.17	0.20	0.20	0.30	NA	0.41	0.13	0.23	0.16	0.13	NA	NA	0.14	0.16	0.12	NA	0.24	0.09
NM_020676|ABHD6|chr3|+	chr3:58279315-58280468	58279637	NA	NA	NA	0.59	NA	0.90	NA	NA	0.95	NA	0.75	NA	0.70	0.83	0.68	0.90	0.76	0.67	0.74	0.89	NA	0.67	0.71	0.76	0.88	0.74	0.76	0.68	0.80	0.71	NA	0.82	0.75	NA	0.83	NA	NA	NA	NA	0.76	0.72	0.62	0.73
NM_173824|C3orf38|chr3|+	chr3:88205170-88207151	88206217	NA	0.42	NA	0.49	NA	0.56	0.60	NA	0.69	0.47	0.62	0.67	NA	0.60	0.51	0.68	0.57	0.59	0.59	0.53	0.49	0.75	NA	NA	0.53	NA	0.59	0.54	0.44	NA	0.60	NA	NA	0.56	NA	0.69	NA	NA	0.51	NA	0.45	0.44	NA
NM_006241|PPP1R2|chr3|-	chr3:195241218-195243740	195243077	0.57	0.47	NA	0.67	0.60	0.66	0.42	0.70	0.63	0.62	0.77	0.50	0.58	0.51	0.51	0.39	0.36	0.35	0.57	0.79	0.93	0.57	0.58	0.55	0.83	0.48	0.60	0.53	0.56	0.82	0.62	0.50	0.58	0.65	0.42	0.51	0.67	0.63	0.72	0.57	0.55	0.61	0.54
NM_016275|SELT|chr3|+	chr3:150345445-150348196	150346092	0.13	0.17	0.13	0.12	0.30	0.26	0.13	0.11	0.17	0.15	0.13	0.19	0.08	0.14	0.15	0.11	0.10	0.13	0.12	0.14	0.09	0.14	0.13	0.17	0.22	0.15	0.18	0.14	0.13	0.18	0.17	0.17	0.17	0.34	0.10	0.11	0.10	0.11	0.11	0.16	0.18	0.14	0.10
NM_152531|XXYLT1|chr3|-	chr3:194787751-194790840	194789113	0.17	0.25	NA	0.21	0.14	0.18	0.10	0.15	0.39	0.21	0.15	0.14	0.21	0.26	0.17	0.14	0.23	0.10	0.27	0.09	0.19	0.31	0.15	0.40	0.28	0.18	0.18	0.08	0.16	0.21	0.22	0.12	0.18	0.12	0.17	0.39	0.17	0.20	0.12	0.14	0.19	0.15	0.06
NM_024923|NUP210|chr3|-	chr3:13357733-13359281	13359131	0.85	0.86	NA	NA	0.82	0.87	0.82	0.88	0.92	0.83	0.95	0.79	0.92	0.73	0.84	0.83	0.79	0.91	NA	0.90	NA	NA	0.80	0.93	NA	0.87	0.86	0.86	NA	0.87	NA	0.97	0.94	0.81	0.91	NA	0.84	0.91	NA	0.87	0.82	NA	0.82
NR_033268|NUDT16|chr3|+	chr3:131102005-131107639	131102223	0.20	0.31	0.04	0.26	0.49	0.36	0.16	0.16	0.16	0.20	0.16	0.28	0.20	0.25	0.18	0.20	0.32	0.12	0.17	0.28	0.25	0.23	0.22	0.26	0.19	0.19	0.15	0.27	0.21	0.25	0.27	0.28	0.24	0.23	0.32	0.21	0.25	0.19	0.17	0.24	0.24	0.31	0.25
NM_022776|OSBPL11|chr3|-	chr3:125247086-125249424	125248719	0.42	0.48	NA	0.52	0.49	0.55	0.46	0.59	0.73	0.34	0.60	0.54	0.53	0.59	0.46	0.52	0.48	0.42	0.53	0.56	0.33	0.51	NA	0.61	0.45	0.52	0.59	0.47	0.38	NA	0.51	0.56	0.58	0.50	0.47	0.72	0.54	0.66	0.47	0.54	0.48	0.35	0.43
NM_018023|YEATS2|chr3|+	chr3:183528262-183530494	183528513	0.94	0.91	NA	0.89	0.92	0.88	0.97	0.93	0.92	0.89	0.94	0.80	0.93	0.83	0.89	0.95	0.88	0.91	0.95	0.96	0.94	0.92	0.95	0.93	0.92	0.96	0.88	0.97	0.82	0.93	0.93	0.98	0.92	0.92	0.91	0.96	0.90	0.97	0.85	0.88	0.91	0.79	0.85
NM_014016|SACM1L|chr3|+	chr3:45785024-45786905	45786259	0.94	0.76	NA	0.77	0.47	0.83	0.89	0.75	0.89	0.70	1.00	1.00	NA	0.80	1.00	1.00	0.85	NA	0.94	0.75	NA	0.90	1.00	0.88	0.52	0.98	0.80	0.86	0.62	NA	0.82	0.96	1.00	0.73	0.62	0.82	0.93	1.00	0.89	NA	0.70	0.57	0.61
NM_017730|QRICH1|chr3|-	chr3:49066902-49068077	49067337	0.25	0.24	0.80	0.26	0.20	0.27	0.23	0.26	0.29	0.25	0.23	0.26	0.27	0.25	0.22	0.30	0.27	0.29	0.23	0.29	0.25	0.23	0.23	0.25	0.20	0.26	0.28	0.20	0.20	0.22	0.21	0.28	0.27	0.24	0.23	0.31	0.28	0.27	0.26	0.26	0.23	0.26	0.21
NM_145860|PDCD10|chr3|-	chr3:167401673-167402177	167401974	0.61	0.58	1.00	0.57	0.55	0.58	0.55	0.57	0.63	0.44	0.63	0.56	0.63	0.76	0.60	0.57	0.68	0.52	0.64	0.59	0.46	0.67	0.74	0.71	0.41	0.58	0.65	0.62	0.57	0.44	0.65	0.49	0.54	0.52	0.63	0.61	0.60	0.59	0.53	0.63	0.51	0.47	0.56
