event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_002841|PTPRG|chr3|+	chr3:62278835-62283270	62279611	0.79	0.79	0.71	0.65	0.61	0.67	0.77	0.81	0.77	0.72	0.79	0.60	0.78	0.83	0.79	0.70	0.83	0.69	0.70	0.79	0.57	0.61	0.72	0.78	0.71	0.83	0.72	0.86	0.79	0.66	0.80	0.74	0.59	0.82	0.72	NA	0.71	0.71	0.49	0.79	0.79	0.75	0.72	0.75	0.80	0.75	0.71	0.82	0.71	0.82	0.71	0.68	0.77	0.70	0.79	0.85	0.58	0.78	0.69	0.73	0.74	0.81	0.78	0.70	0.80	0.79	0.71	0.86	0.72	0.68	0.80	0.66
NM_001104647|SLC25A36|chr3|+	chr3:140695101-140699830	140698506	0.76	0.69	0.74	0.82	0.73	0.79	0.55	0.72	0.64	0.81	0.71	0.72	0.70	0.79	0.80	0.82	0.69	0.72	0.60	0.78	0.82	0.60	0.59	0.63	NA	0.83	0.59	0.77	0.73	NA	0.77	0.72	0.81	0.78	0.63	0.68	0.69	0.68	NA	0.78	0.66	0.73	0.66	0.68	0.74	0.72	0.64	0.73	0.55	0.69	0.60	0.63	0.62	0.82	0.74	0.81	0.77	0.63	0.63	0.75	0.85	0.65	0.57	0.78	0.74	0.73	0.73	0.53	0.57	0.60	0.75	0.85
NM_016329|SFMBT1|chr3|-	chr3:52933230-52939292	52938795	0.39	NA	0.47	NA	0.27	0.26	0.38	0.41	NA	NA	NA	NA	0.41	0.40	0.27	0.17	NA	NA	NA	0.24	0.13	0.45	0.36	NA	NA	0.32	0.35	NA	NA	NA	NA	NA	0.16	NA	NA	0.28	0.39	NA	0.15	NA	0.45	0.19	NA	NA	0.37	0.40	NA	0.32	0.47	NA	0.40	NA	0.43	0.28	0.30	0.35	NA	NA	0.31	NA	0.17	0.32	0.47	0.20	NA	NA	NA	0.48	0.34	0.44	0.36	NA
NM_014415|ZBTB11|chr3|-	chr3:101368271-101370527	101369761	NA	0.69	0.63	NA	0.85	NA	0.60	0.78	0.70	NA	NA	0.90	0.65	NA	0.74	NA	0.73	0.83	0.77	0.95	0.96	0.74	0.52	0.67	NA	0.82	0.77	NA	0.81	NA	0.82	0.73	NA	NA	0.74	0.65	0.57	0.77	NA	0.82	0.80	0.93	0.61	0.62	0.80	0.60	0.68	0.93	0.63	0.73	0.61	0.78	0.72	0.70	0.89	NA	NA	0.62	0.52	0.84	NA	0.75	0.69	NA	0.92	0.84	NA	NA	0.53	0.56	0.84	NA
NM_022147|RTP4|chr3|+	chr3:187088575-187089871	187089324	0.23	0.25	0.22	0.18	0.17	NA	0.18	0.15	0.20	0.15	0.10	0.14	NA	0.21	0.18	0.23	0.25	0.16	0.16	0.19	0.23	0.21	0.13	0.14	0.26	0.24	0.20	1.00	0.23	0.16	0.19	0.26	0.19	0.43	0.15	0.18	0.14	0.15	0.22	0.22	0.16	0.21	0.14	NA	0.16	0.16	0.16	0.20	0.29	0.23	0.22	0.15	0.27	0.35	0.14	0.22	NA	0.17	0.19	0.16	0.32	NA	0.24	0.16	0.29	0.25	NA	0.17	0.12	NA	0.15	0.31
NM_016275|SELT|chr3|+	chr3:150345445-150348221	150346119	0.22	0.30	0.33	0.24	0.27	0.28	0.27	0.19	0.28	0.24	0.23	0.27	0.29	0.28	0.22	0.17	0.25	0.34	0.26	0.23	0.20	0.30	0.29	0.32	0.27	0.27	0.25	0.64	0.21	0.30	0.22	0.21	0.19	0.23	0.28	0.24	0.19	0.24	0.20	0.22	0.27	0.27	0.23	0.22	0.23	0.27	0.25	0.18	0.28	0.21	0.24	0.28	0.30	0.21	0.21	0.26	0.42	0.27	0.28	0.26	0.30	0.29	0.29	0.24	0.32	0.27	0.22	0.27	0.26	0.33	0.23	0.27
NM_004567|PFKFB4|chr3|-	chr3:48555125-48557239	48557043	0.97	0.92	0.97	0.98	0.96	0.98	NA	NA	0.95	0.99	0.82	0.87	0.93	0.97	0.93	1.00	NA	NA	0.97	0.96	0.96	0.87	0.90	0.93	NA	0.91	0.94	NA	0.95	NA	0.92	0.98	NA	1.00	0.95	NA	0.97	0.96	NA	NA	0.95	0.94	NA	0.95	0.95	0.97	NA	0.97	0.95	0.91	NA	0.87	0.94	NA	NA	0.99	1.00	0.95	0.89	0.95	0.99	NA	0.94	0.98	NA	0.94	NA	NA	0.89	NA	0.96	0.97
NM_001198896|ACY1|chr3|+	chr3:52022926-52024499	52023160	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.02	0.01	0.02	NA	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02
NM_005808|CTDSPL|chr3|+	chr3:38022232-38025984	38022382	0.67	0.69	0.73	0.75	0.75	0.79	0.64	0.66	0.76	0.69	0.71	0.80	0.76	0.70	0.72	0.71	0.73	0.76	0.71	0.79	0.59	0.80	0.64	0.73	0.84	0.80	0.75	NA	0.65	0.75	0.65	0.58	0.64	0.76	0.69	0.75	0.63	0.64	0.67	0.68	0.68	0.60	0.65	0.79	0.73	0.75	0.70	0.73	0.74	0.64	0.71	0.74	0.85	0.78	0.67	0.75	NA	0.69	0.69	0.77	NA	0.79	0.75	NA	0.75	0.74	0.69	0.80	0.67	0.78	0.77	0.81
NM_015340|LARS2|chr3|+	chr3:45588842-45590428	45589297	NA	0.87	0.88	1.00	NA	0.98	NA	NA	NA	0.99	NA	0.95	NA	0.94	1.00	NA	0.79	NA	0.82	0.93	NA	0.81	0.73	NA	NA	0.82	NA	NA	NA	NA	0.93	NA	NA	NA	NA	0.93	0.91	NA	NA	0.82	0.95	1.00	NA	0.83	NA	NA	NA	0.94	0.81	0.87	0.82	0.89	NA	0.87	0.97	0.95	NA	0.85	0.86	NA	NA	NA	NA	0.96	0.74	NA	0.87	0.81	0.89	0.72	0.96	NA
NM_017771|PXK|chr3|+	chr3:58410478-58412985	58411481	NA	0.19	0.19	NA	0.17	0.26	0.18	0.26	0.18	0.18	NA	NA	NA	0.22	NA	0.28	0.21	NA	0.18	0.23	0.28	0.21	0.10	NA	0.24	0.24	0.19	NA	NA	NA	0.23	NA	NA	NA	NA	0.15	0.16	NA	NA	NA	0.15	0.22	NA	0.12	NA	NA	NA	0.27	0.17	0.21	0.21	0.08	0.19	0.18	NA	0.26	NA	0.20	0.12	NA	NA	0.20	0.18	0.22	NA	0.17	0.19	0.19	0.11	0.12	0.22	NA
NM_144641|PPM1M|chr3|+	chr3:52283685-52284613	52283835	1.00	1.00	1.00	1.00	1.00	0.99	0.94	1.00	0.99	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00	1.00	0.96	1.00	1.00	0.97	0.96	1.00	1.00	1.00	1.00	NA	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.98	1.00	1.00	1.00	0.99	1.00	0.99	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.92	1.00	1.00	0.93	0.99	1.00	1.00	1.00	0.97	1.00	0.98	1.00	1.00	1.00
NM_053032|MYLK|chr3|-	chr3:123331077-123333196	123331701	0.95	0.68	0.93	0.85	0.93	1.00	0.71	0.82	0.67	1.00	0.90	0.96	0.81	0.91	0.93	1.00	0.76	0.88	0.81	1.00	1.00	0.85	0.66	0.78	1.00	1.00	0.83	1.00	0.79	1.00	0.93	0.56	1.00	1.00	0.82	0.84	0.47	0.88	1.00	0.93	0.85	1.00	0.76	0.50	0.89	0.69	0.81	0.99	0.72	0.81	0.80	0.89	0.78	0.74	1.00	0.98	1.00	0.75	0.64	0.97	1.00	0.87	0.82	1.00	0.99	1.00	0.82	0.91	0.50	0.52	0.93	1.00
NM_005630|SLCO2A1|chr3|-	chr3:133651530-133653674	133653507	0.85	0.95	0.95	0.96	0.96	0.92	0.93	0.95	0.95	0.79	0.96	0.96	0.97	0.96	0.95	0.95	0.96	0.94	0.88	0.94	0.92	0.96	0.95	0.93	0.98	0.94	0.96	NA	0.86	0.86	0.95	0.94	0.94	0.95	0.96	NA	0.95	0.96	0.76	0.95	0.94	0.94	0.95	0.96	0.97	0.98	0.94	0.97	0.92	0.95	0.93	0.96	0.97	0.94	0.92	0.98	0.90	0.91	0.96	0.95	0.92	0.97	0.95	NA	0.95	NA	0.91	0.97	0.96	0.95	0.96	0.95
NM_018394|ABHD10|chr3|+	chr3:111710223-111712224	111710622	0.63	0.45	0.59	0.58	0.65	0.65	0.46	0.55	0.56	0.65	0.71	0.64	0.63	0.55	0.55	0.77	0.54	0.60	0.53	0.71	0.72	0.57	0.42	0.51	0.75	0.71	0.62	1.00	0.69	0.78	0.62	0.51	0.68	0.76	0.49	0.58	0.46	0.55	0.72	0.62	0.54	0.68	0.50	0.50	0.59	0.54	0.59	0.75	0.60	0.55	0.61	0.67	0.62	0.56	0.71	0.70	NA	0.50	0.47	0.72	0.76	0.63	0.54	0.79	0.76	0.73	0.54	0.67	0.46	0.47	0.63	0.88
NM_020307|CCNL1|chr3|-	chr3:156865411-156866378	156865835	0.44	0.57	0.66	0.55	0.62	0.66	0.48	0.59	0.47	0.47	0.59	0.59	0.51	0.70	0.46	0.78	0.52	0.58	0.55	0.49	0.82	0.54	0.43	0.52	0.65	0.70	0.47	1.00	0.45	0.65	0.64	0.41	0.64	0.75	0.47	0.47	0.41	0.57	0.95	0.61	0.52	0.60	0.50	0.33	0.46	0.49	0.47	0.61	0.45	0.48	0.40	0.51	0.48	0.58	0.72	0.62	0.67	0.49	0.52	0.54	0.62	0.60	0.45	0.64	0.51	0.52	0.53	0.59	0.39	0.34	0.56	0.76
NM_018130|SHQ1|chr3|-	chr3:72798433-72799987	72799433	NA	0.68	0.73	0.96	0.92	0.95	0.73	0.81	0.62	NA	NA	NA	0.68	0.88	0.84	0.97	0.70	NA	0.75	NA	NA	0.80	0.58	0.90	0.99	NA	NA	NA	NA	NA	0.83	NA	0.94	0.86	NA	0.83	0.79	NA	NA	0.79	0.91	NA	0.66	0.81	NA	0.65	NA	0.95	0.60	NA	0.68	0.59	0.87	0.95	0.90	NA	NA	0.75	0.75	NA	NA	0.76	NA	NA	0.84	0.84	0.87	0.79	0.63	0.72	0.77	NA
NM_001080415|U2SURP|chr3|+	chr3:142775153-142779349	142775627	0.45	0.48	0.38	0.31	0.21	0.32	0.36	0.39	0.30	0.26	0.37	0.28	0.35	0.33	0.36	0.23	0.39	0.32	0.35	0.37	0.19	0.35	0.31	0.37	0.27	0.28	0.29	0.51	0.39	0.23	0.33	0.35	0.20	0.33	0.29	0.35	0.31	0.40	0.18	0.32	0.49	0.32	0.30	0.36	0.31	0.40	0.32	0.24	0.44	0.32	0.39	0.33	0.36	0.28	0.28	0.29	0.26	0.39	0.36	0.32	0.22	0.40	0.40	0.30	0.47	0.36	0.37	0.46	0.37	0.33	0.44	0.27
NM_153273|IP6K1|chr3|-	chr3:49761705-49765088	49764937	0.85	0.80	0.84	0.80	0.95	0.82	0.77	0.82	0.77	0.85	0.73	0.91	0.84	0.83	0.84	0.84	0.81	0.81	0.86	0.86	0.81	0.83	0.77	0.74	0.93	0.96	0.82	NA	0.86	0.85	0.86	0.91	0.84	0.90	0.80	0.82	0.85	0.79	NA	0.86	0.76	0.76	0.84	0.81	0.79	0.79	0.82	0.75	0.76	0.76	0.78	0.79	0.83	0.76	0.81	0.94	NA	0.83	0.78	0.83	0.94	0.87	0.83	0.85	0.84	0.77	0.85	0.83	0.80	0.78	0.81	NA
NM_022149|MAGEF1|chr3|-	chr3:184423085-184429836	184428179	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.02	NA	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.03	0.03	0.02	0.02	0.02	0.03	0.02	0.02	NA	NA	0.03	NA	0.01	0.01	0.01	0.01	0.02	0.02	0.03	0.02	0.01	0.03	0.01	0.01	0.02	0.02	0.01	0.02	0.01	0.02	0.01	0.01	NA	0.02	0.01	NA	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.05	0.04	0.02	0.02	0.03	0.01	0.02	0.01	0.02	0.03
NM_001184723|TM4SF18|chr3|-	chr3:149036289-149039279	149038880	0.44	0.79	0.31	0.26	0.26	0.38	0.74	0.63	0.39	0.52	0.43	0.26	0.52	0.75	0.35	0.38	0.63	0.39	0.55	0.35	0.25	0.59	0.52	0.51	0.45	0.37	0.44	0.28	0.53	0.44	0.68	0.28	0.48	0.32	0.39	NA	0.59	0.40	0.18	0.73	0.63	0.34	0.62	0.41	0.66	0.48	0.66	0.58	0.61	0.66	0.41	0.64	0.56	0.57	0.37	0.29	0.23	0.43	0.53	0.48	0.57	0.51	0.69	0.40	0.38	0.48	NA	0.47	0.50	0.72	0.52	0.29
NM_014820|TOMM70A|chr3|-	chr3:100082304-100084561	100084234	0.66	0.66	0.69	0.73	0.80	0.68	0.65	0.69	0.68	0.66	0.76	0.72	0.70	0.77	0.72	0.53	0.71	0.71	0.72	0.68	0.53	0.74	0.63	0.65	0.71	0.85	0.74	0.98	0.72	0.56	0.71	0.54	0.64	0.62	0.57	0.65	0.72	0.57	0.60	0.65	0.70	0.66	0.69	0.70	0.69	0.67	0.65	0.65	0.72	0.64	0.75	0.77	0.76	0.67	0.70	0.83	0.53	0.68	0.60	0.76	0.61	0.70	0.65	0.72	0.75	0.72	0.78	0.69	0.59	0.67	0.71	0.63
NM_017861|PIGX|chr3|+	chr3:196460629-196462887	196461553	0.53	0.47	0.41	0.52	0.61	0.77	0.37	0.42	0.41	0.46	0.43	0.51	0.41	0.50	0.60	0.63	0.43	0.40	0.48	0.59	0.86	0.45	0.41	0.38	0.68	0.65	0.43	0.54	0.43	0.96	0.50	0.49	0.74	0.77	0.44	0.46	0.38	0.32	0.82	0.58	0.48	0.69	0.51	0.46	0.52	0.45	0.42	0.40	0.46	0.44	0.42	0.50	0.45	0.67	0.61	0.51	0.84	0.38	0.44	0.52	0.91	0.43	0.45	0.48	0.55	0.50	0.44	0.55	0.43	0.33	0.43	0.70
NM_012430|SEC22A|chr3|+	chr3:122990368-122993059	122990976	0.25	0.28	0.18	0.22	0.28	0.13	0.27	0.26	0.27	0.20	NA	0.21	0.27	0.25	0.29	0.18	0.26	0.21	0.22	0.27	0.15	0.21	0.19	0.27	0.20	0.23	0.29	0.76	0.24	0.20	0.29	0.18	0.21	0.29	0.20	0.21	0.28	0.15	0.21	0.31	0.29	0.26	0.25	0.18	0.27	0.19	0.20	0.23	0.22	0.22	0.26	0.20	0.28	0.23	0.16	0.24	0.23	0.20	0.18	0.21	0.23	0.18	0.31	0.18	0.23	0.18	0.22	0.29	0.24	0.15	0.29	0.28
NM_178335|CCDC50|chr3|+	chr3:191109529-191116377	191109920	0.30	0.36	0.31	0.19	0.27	0.32	0.40	0.28	0.34	0.25	0.29	0.26	0.42	0.39	0.34	0.16	0.36	0.26	0.40	0.23	0.13	0.38	0.23	0.35	0.23	0.32	0.32	0.38	0.30	0.27	0.28	0.18	0.19	0.24	0.31	0.29	0.25	0.26	0.15	0.37	0.39	0.22	0.39	0.30	0.27	0.38	0.27	0.25	0.34	0.32	0.42	0.27	0.38	0.23	0.22	0.34	0.23	0.30	0.28	0.31	0.22	0.32	0.42	0.27	0.39	0.21	0.21	0.28	0.28	0.22	0.33	0.19
NM_015396|ARMC8|chr3|+	chr3:138014700-138017223	138015124	0.41	0.46	0.47	0.41	0.37	0.30	0.46	0.46	0.40	0.34	0.33	0.42	0.40	0.54	0.41	0.31	0.47	0.46	0.40	0.36	0.38	0.42	0.39	0.36	0.37	0.36	0.46	0.69	0.39	0.49	0.54	0.34	0.38	0.48	0.42	0.34	0.39	0.39	0.42	0.45	0.54	0.36	0.41	0.43	0.46	0.44	0.38	0.36	0.41	0.55	0.48	0.25	0.42	0.34	0.40	0.41	0.37	0.55	0.42	0.39	0.40	0.38	0.47	0.34	0.39	0.31	0.41	0.41	0.42	0.56	0.44	0.33
NM_016216|DBR1|chr3|-	chr3:137879864-137881424	137880435	0.82	0.56	NA	0.80	0.83	NA	0.64	0.60	0.66	0.93	NA	0.77	0.64	0.77	0.66	0.93	0.49	0.64	0.66	0.93	0.93	0.67	0.55	0.69	0.92	0.76	0.65	1.00	0.89	NA	0.67	0.70	0.91	0.95	0.65	0.64	0.47	0.55	1.00	0.81	0.48	1.00	0.44	NA	0.79	0.61	0.65	0.85	0.57	0.70	0.65	0.61	0.71	0.71	1.00	0.78	NA	0.64	0.49	0.71	0.79	0.72	0.64	0.98	0.87	NA	0.60	0.79	0.44	0.59	0.75	1.00
NM_033254|BOC|chr3|+	chr3:113005521-113006527	113006126	0.75	0.67	NA	0.72	0.72	NA	0.59	NA	NA	0.77	NA	NA	NA	0.82	NA	0.77	0.75	NA	NA	0.71	NA	0.72	NA	NA	NA	NA	0.55	NA	0.73	0.78	0.77	NA	NA	0.82	NA	NA	0.83	NA	0.95	0.69	0.79	0.80	0.65	NA	0.70	0.63	0.60	0.71	0.57	0.70	0.51	0.69	0.64	NA	NA	NA	NA	0.75	NA	NA	0.72	0.62	0.63	NA	0.63	NA	NA	NA	0.67	NA	0.67	NA
NM_022736|MFSD1|chr3|+	chr3:158546767-158547521	158547170	0.98	1.00	0.98	1.00	1.00	1.00	0.98	1.00	0.89	1.00	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00	0.95	1.00	1.00	0.82	0.99	1.00	0.99	0.98	0.84	0.75	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.92	1.00	0.98	0.95	1.00	0.77	1.00	0.92	0.93	0.95	1.00	1.00	1.00	1.00	0.94	0.99	0.95	1.00	0.97	0.91	1.00	0.91	0.94	0.98	0.95	0.93	0.85	1.00	1.00
NM_003848|SUCLG2|chr3|-	chr3:67425132-67426283	67426133	0.88	0.76	0.88	0.90	0.98	0.91	0.69	0.76	0.79	0.91	0.86	0.82	0.84	0.90	0.89	0.97	0.76	0.91	0.81	0.98	0.95	0.88	0.73	0.87	0.99	0.94	0.91	1.00	0.87	0.99	0.86	0.85	0.97	0.93	0.82	0.84	0.86	0.90	0.98	0.89	0.84	0.83	0.76	0.96	0.81	0.77	0.84	0.98	0.78	0.75	0.80	0.91	0.90	0.95	0.79	0.96	0.99	0.78	0.70	0.97	0.96	0.92	0.85	0.99	0.93	0.99	0.80	0.95	0.72	0.86	0.89	1.00
NM_001256486|GOLGB1|chr3|-	chr3:121382070-121383461	121382992	0.51	0.39	0.47	0.48	0.42	0.62	0.35	0.37	0.37	0.52	0.36	0.47	0.43	0.52	0.48	0.54	0.36	0.42	0.38	0.37	0.48	0.44	0.35	0.45	0.38	0.63	0.39	0.91	0.44	0.62	0.36	0.46	0.49	0.56	0.30	0.42	0.49	0.36	0.50	0.50	0.43	0.46	0.39	0.37	0.43	0.37	0.36	0.37	0.34	0.30	0.43	0.29	0.49	0.43	0.44	0.58	0.80	0.44	0.33	0.36	0.62	0.33	0.36	0.45	0.35	0.39	0.41	0.36	0.31	0.37	0.39	0.50
NM_015472|WWTR1|chr3|-	chr3:149235000-149238776	149238546	0.71	0.59	0.63	0.66	0.62	0.63	0.51	0.55	0.57	0.72	0.52	0.61	0.60	0.61	0.58	0.54	0.61	0.63	0.63	0.70	0.47	0.63	0.53	0.55	0.80	0.70	0.61	0.88	0.66	0.70	0.60	0.53	0.56	0.69	0.52	0.45	0.61	0.62	0.55	0.63	0.55	0.61	0.57	0.58	0.60	0.58	0.55	0.69	0.63	0.52	0.57	0.65	0.62	0.58	0.52	0.69	0.63	0.50	0.52	0.67	0.64	0.60	0.61	0.63	0.71	0.59	0.50	0.72	0.51	0.55	0.67	0.66
NM_017784|OSBPL10|chr3|-	chr3:31702293-31703608	31703451	0.98	0.95	0.96	0.99	0.99	0.98	0.92	0.95	0.98	0.94	1.00	1.00	1.00	0.99	0.99	0.97	0.99	0.98	0.90	1.00	0.99	0.93	0.98	0.96	1.00	0.99	0.98	0.94	1.00	1.00	1.00	0.99	0.98	1.00	0.95	0.99	1.00	0.98	NA	0.93	0.93	1.00	0.95	0.99	0.99	0.95	0.97	1.00	0.89	1.00	0.88	1.00	0.99	0.99	1.00	0.98	1.00	0.97	0.93	0.97	0.99	0.97	0.91	1.00	0.98	0.98	1.00	0.98	0.95	NA	1.00	0.99
NM_022470|ZMAT3|chr3|-	chr3:178734999-178743016	178742815	NA	0.51	0.49	NA	0.58	NA	0.55	0.52	0.55	NA	0.61	0.54	0.56	0.53	0.55	NA	0.61	0.54	0.54	0.69	NA	0.55	0.51	0.59	NA	NA	0.53	NA	0.60	NA	NA	NA	NA	NA	0.63	0.54	NA	0.63	NA	0.57	0.65	0.56	0.56	NA	NA	0.56	NA	NA	0.57	0.63	0.60	0.60	0.55	0.67	0.63	NA	NA	0.53	0.52	NA	NA	NA	0.57	NA	NA	NA	0.57	0.61	0.52	0.56	0.56	NA
NM_015303|VPS8|chr3|+	chr3:184769663-184770402	184769861	1.00	0.84	0.93	0.99	0.96	1.00	0.97	0.94	0.96	1.00	0.80	1.00	0.95	1.00	0.98	0.98	0.90	0.85	0.99	1.00	1.00	0.95	0.98	1.00	1.00	0.98	0.97	NA	0.97	1.00	0.98	0.85	1.00	1.00	0.92	0.94	1.00	0.94	0.99	0.98	0.98	1.00	0.90	0.97	1.00	0.85	0.97	1.00	1.00	0.94	0.91	0.95	0.95	1.00	0.99	0.96	1.00	0.89	0.98	0.97	1.00	0.78	0.92	0.96	0.96	0.98	0.92	1.00	0.84	0.91	0.94	0.97
NM_002078|GOLGA4|chr3|+	chr3:37407570-37408222	37407755	0.75	0.56	0.66	0.57	0.66	0.88	0.65	0.56	0.57	0.66	0.69	0.78	0.66	0.77	0.62	0.90	0.63	0.70	0.55	0.76	0.98	0.62	0.48	0.54	0.80	0.91	0.65	1.00	0.77	0.89	0.61	0.51	0.82	0.86	0.58	0.64	0.58	0.69	0.83	0.63	0.67	0.94	0.57	0.43	0.71	0.54	0.69	0.78	0.54	0.64	0.60	0.73	0.63	0.59	0.80	0.77	0.98	0.54	0.49	0.75	0.98	0.75	0.60	0.83	0.80	0.83	0.66	0.76	0.35	0.39	0.56	0.95
NM_017644|KLHL24|chr3|+	chr3:183396873-183402316	183398701	0.67	0.78	0.67	0.75	0.74	NA	0.71	0.70	0.68	NA	0.74	0.79	0.72	0.82	0.78	NA	0.73	0.72	0.63	0.75	NA	0.65	0.66	0.74	0.75	0.80	0.69	0.84	0.66	0.76	0.77	0.68	0.71	0.86	0.78	0.74	0.64	0.74	NA	0.82	0.72	0.76	0.76	0.68	0.76	0.74	0.61	0.70	0.66	0.76	0.73	0.78	0.74	0.71	0.78	0.73	NA	0.73	0.73	0.79	NA	0.75	0.71	NA	0.68	0.69	0.73	0.75	0.62	0.69	0.76	NA
NM_001679|ATP1B3|chr3|+	chr3:141644372-141645321	141644931	0.33	0.32	0.34	0.38	0.39	0.43	0.27	0.31	0.28	0.29	0.32	0.31	0.30	0.35	0.32	0.44	0.32	0.32	0.30	0.38	0.41	0.31	0.29	0.30	0.31	0.42	0.31	0.59	0.33	0.51	0.36	0.35	0.46	0.44	0.31	0.28	0.30	0.32	0.53	0.36	0.26	0.35	0.27	0.32	0.34	0.35	0.26	0.38	0.30	0.30	0.32	0.30	0.27	0.40	0.45	0.33	0.52	0.26	0.26	0.35	0.47	0.37	0.28	0.43	0.32	0.32	0.31	0.35	0.29	0.30	0.33	0.46
NM_015097|CLASP2|chr3|-	chr3:33537739-33540209	33538848	0.62	0.43	0.39	0.54	0.54	0.74	0.36	0.47	0.34	0.50	0.47	0.37	0.40	0.48	0.48	0.61	0.42	0.51	0.43	0.49	NA	0.40	0.30	0.40	0.54	0.75	0.35	0.78	0.55	0.67	0.51	0.49	0.58	0.62	0.40	0.33	0.50	0.36	0.66	0.51	0.46	0.43	0.33	0.52	0.44	0.39	0.42	0.50	0.40	0.43	0.38	0.34	0.43	0.49	0.57	0.51	NA	0.34	0.31	0.47	0.70	0.37	0.37	NA	0.42	0.43	0.42	0.30	0.43	0.32	0.50	0.60
