event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_000578|SLC11A1|chr2|+	chr2:219259647-219262098	219259907	0.26	0.39	0.15	0.17	0.28	NA	0.14	NA	0.18	0.20	0.16	0.10	0.25	0.27	0.16	0.33	0.16	0.27	0.14	0.31	NA	0.35	0.12	0.15	0.15	NA	0.20	0.31	NA	0.29	0.36	NA	NA	0.21	0.12	0.73	0.12	NA	0.14	0.23	0.29	0.27	NA	NA	0.31	0.18	0.33	0.20	0.27	0.33	0.22
NM_152392|AHSA2|chr2|+	chr2:61413751-61414261	61413933	0.25	0.22	0.19	0.32	0.30	0.21	0.23	0.45	0.32	NA	NA	0.19	0.34	0.32	0.35	0.42	NA	0.27	NA	0.31	0.24	0.28	0.31	NA	0.27	0.38	0.36	0.29	0.24	0.30	0.30	NA	0.25	0.25	NA	0.20	0.30	0.28	NA	0.30	0.34	0.26	NA	0.35	0.25	NA	0.26	0.20	0.25	0.32	0.31
NM_001201334|GCFC2|chr2|-	chr2:75889775-75891909	75891599	NA	NA	NA	0.26	0.19	0.27	0.33	NA	0.48	0.23	0.23	0.29	NA	0.46	NA	NA	NA	0.48	NA	0.32	0.29	0.23	0.52	0.43	0.48	0.36	0.60	0.31	0.32	0.41	NA	0.41	0.30	0.32	NA	0.35	NA	0.34	NA	NA	0.41	0.32	0.32	0.38	0.21	NA	NA	0.15	NA	0.41	0.28
NM_001199981|NDUFS1|chr2|-	chr2:206981493-206989000	206988846	0.10	0.13	0.09	0.14	0.07	0.11	0.10	0.09	0.16	0.11	0.11	0.06	0.17	0.11	0.10	0.17	0.14	0.14	0.09	0.11	0.10	0.12	0.14	0.13	0.16	0.13	0.20	0.08	0.09	0.09	0.13	0.12	0.08	0.08	0.13	0.07	0.18	0.08	0.08	0.15	0.11	0.08	0.12	0.10	0.10	0.10	0.07	0.08	0.21	0.11	0.11
NM_145175|FAM84A|chr2|+	chr2:14774067-14780158	14777332	0.17	0.21	0.23	NA	0.26	0.16	0.26	0.12	0.33	0.28	0.88	NA	0.17	NA	0.12	0.17	0.19	0.25	0.23	0.17	NA	0.10	NA	NA	0.40	0.08	0.46	0.10	0.25	0.18	0.20	0.16	0.11	0.33	0.18	0.20	0.15	0.17	NA	0.17	0.59	NA	0.20	0.33	0.21	0.17	0.19	0.20	0.19	0.12	NA
NM_152522|ARL6IP6|chr2|+	chr2:153616260-153617532	153616817	0.13	0.22	0.12	0.59	0.70	0.16	0.11	0.51	0.37	0.17	0.95	0.08	0.23	0.27	0.20	0.07	0.13	0.08	0.48	0.22	0.23	0.11	0.17	0.07	0.57	0.17	0.48	0.12	0.07	0.23	0.35	0.10	0.24	0.48	0.13	0.05	0.12	0.08	0.09	0.11	0.74	0.12	0.46	0.20	0.29	0.08	0.61	0.31	0.11	0.37	0.62
NM_018079|SRBD1|chr2|-	chr2:45615809-45616738	45616358	NA	0.82	NA	1.00	1.00	0.62	0.86	0.92	NA	0.88	1.00	NA	NA	0.98	0.90	0.65	NA	0.78	0.93	NA	0.75	0.70	0.74	0.61	0.99	0.79	0.83	0.76	0.62	0.98	0.88	NA	0.86	NA	NA	0.83	0.98	0.80	0.68	NA	NA	0.80	0.82	0.83	0.91	0.63	0.94	0.85	NA	0.89	0.99
NM_001039693|TYW5|chr2|-	chr2:200793636-200798046	200797674	NA	0.31	NA	NA	0.22	0.28	0.24	0.34	NA	NA	NA	NA	NA	NA	0.25	NA	NA	0.41	0.15	NA	NA	NA	0.27	NA	0.22	0.40	NA	0.22	NA	0.16	NA	0.22	NA	0.24	NA	0.30	0.29	0.28	NA	NA	0.30	0.26	0.21	0.29	0.20	NA	0.26	0.21	0.27	0.30	0.30
NM_017991|KANSL3|chr2|-	chr2:97258896-97261368	97260743	0.98	1.00	0.99	1.00	1.00	1.00	1.00	0.98	0.99	1.00	NA	1.00	0.90	1.00	0.98	0.99	0.89	0.97	0.99	1.00	0.99	0.99	0.98	0.93	0.99	0.99	0.99	0.95	0.99	0.98	0.98	0.98	1.00	1.00	0.98	1.00	0.96	0.99	0.96	0.95	1.00	1.00	0.99	0.99	0.99	0.96	1.00	1.00	0.94	0.98	1.00
NM_018226|RNPEPL1|chr2|+	chr2:241517015-241518144	241517165	0.94	0.82	0.93	0.98	0.80	0.90	0.95	0.85	0.76	0.92	0.82	0.90	0.93	0.95	0.81	0.88	0.85	0.93	0.61	0.88	0.95	0.92	0.82	0.90	0.63	0.81	0.77	0.87	0.91	0.78	0.91	0.89	0.88	0.90	0.97	0.94	0.89	0.90	0.90	0.92	0.89	0.92	0.81	0.88	0.95	0.89	0.81	0.94	0.90	0.83	0.87
NM_012433|SF3B1|chr2|-	chr2:198254909-198257185	198256799	0.06	0.09	0.05	0.05	0.05	0.07	0.07	0.11	0.09	0.05	0.05	0.04	0.10	0.07	0.06	0.10	0.07	0.07	0.07	0.05	0.07	0.05	0.10	0.11	0.10	0.17	0.09	0.06	0.06	0.06	0.06	0.06	0.10	0.07	0.07	0.06	0.06	0.08	0.05	0.07	0.08	0.06	0.08	0.11	0.05	0.11	0.05	0.06	0.11	0.12	0.08
NM_005759|ABI2|chr2|+	chr2:204291899-204296913	204292161	0.57	0.58	NA	0.59	0.39	0.58	0.50	0.58	0.56	0.49	0.30	0.42	0.53	0.80	0.54	0.64	0.56	0.58	0.32	0.48	0.39	0.38	0.40	0.47	0.42	0.79	0.51	0.32	0.57	0.43	0.57	0.35	0.30	0.48	NA	0.42	0.74	0.70	0.57	0.65	0.41	0.48	0.38	0.39	0.35	0.64	0.35	0.23	0.42	0.41	0.41
NM_001139517|PRKRA|chr2|-	chr2:179296145-179296981	179296512	0.76	0.81	0.96	0.68	0.89	0.80	0.64	0.60	0.78	0.91	0.95	0.91	0.66	0.88	0.78	0.81	0.66	0.87	0.65	0.80	0.92	0.82	0.73	0.72	0.75	0.91	0.72	0.68	0.76	0.71	0.90	0.77	0.82	0.83	0.76	0.88	0.73	0.84	0.91	0.77	0.89	0.71	0.65	0.74	0.91	0.73	0.86	0.95	0.72	0.69	0.78
NM_006216|SERPINE2|chr2|-	chr2:224839871-224840621	224840221	0.71	0.66	0.58	0.79	0.85	0.60	0.58	0.68	0.79	0.83	0.89	0.61	0.63	0.73	0.69	0.70	0.64	0.62	0.76	0.69	0.57	0.61	0.60	0.64	0.76	0.72	0.70	0.63	0.79	0.73	0.72	0.61	0.68	0.84	0.67	0.78	0.82	0.75	0.75	0.70	0.80	0.69	0.79	0.61	0.82	0.58	0.82	0.69	0.66	0.81	0.79
NM_004336|BUB1|chr2|-	chr2:111395093-111395736	111395490	NA	0.21	0.14	0.21	0.26	0.26	0.19	0.20	0.17	0.21	0.19	0.17	0.26	NA	0.23	NA	NA	0.26	0.21	0.21	0.30	0.14	0.23	0.17	0.21	0.24	0.25	0.14	0.19	0.21	0.20	0.17	0.25	0.24	NA	0.26	0.25	0.21	0.11	NA	0.25	0.22	0.16	0.22	0.25	0.19	0.18	0.18	0.15	0.26	0.16
NM_015470|RAB11FIP5|chr2|-	chr2:73300500-73302852	73301870	0.97	0.99	1.00	0.99	1.00	1.00	1.00	0.90	0.97	1.00	NA	1.00	0.86	0.96	0.95	0.97	0.96	0.97	1.00	1.00	NA	1.00	1.00	0.95	0.99	1.00	1.00	0.93	0.99	0.95	1.00	0.98	0.99	1.00	0.99	1.00	0.97	NA	0.98	0.97	1.00	0.97	0.98	0.97	1.00	0.96	1.00	1.00	0.92	0.94	1.00
NM_001743|CALM2|chr2|-	chr2:47387309-47387943	47387636	0.99	0.87	1.00	0.87	0.93	1.00	0.87	0.78	0.93	1.00	1.00	1.00	0.86	0.92	0.88	0.96	0.84	0.90	0.72	1.00	1.00	1.00	0.88	0.89	0.78	0.96	0.77	0.89	0.93	0.87	0.96	0.93	0.90	0.98	0.95	1.00	0.86	0.96	0.97	0.86	0.95	0.96	0.87	0.84	1.00	0.94	0.99	1.00	0.90	0.89	0.82
NM_006464|TGOLN2|chr2|-	chr2:85540693-85549864	85545229	0.14	0.12	0.23	0.15	0.24	0.15	0.09	0.17	0.17	0.13	0.20	0.17	0.17	0.10	0.13	0.09	0.13	0.15	0.10	0.22	0.10	0.08	0.09	0.12	0.24	0.05	0.15	0.23	0.06	0.15	0.14	0.16	0.07	0.17	0.13	0.20	0.12	0.03	0.15	0.09	0.35	0.08	0.11	0.19	0.24	0.11	0.16	0.22	0.15	0.12	0.18
NM_015317|PUM2|chr2|-	chr2:20448474-20451477	20451327	0.66	0.72	0.56	0.84	0.81	0.62	0.66	0.61	0.75	0.75	0.94	0.67	0.57	0.79	0.61	0.60	0.57	0.74	0.66	0.76	0.60	0.58	0.59	0.66	0.73	0.75	0.72	0.51	0.62	0.66	0.72	0.61	0.72	0.79	0.70	0.71	0.64	0.65	0.59	0.68	0.86	0.61	0.66	0.68	0.81	0.58	0.78	0.72	0.59	0.73	0.79
NM_173647|RNF149|chr2|-	chr2:101891614-101893743	101893052	0.13	0.11	0.12	0.09	0.09	0.06	0.07	0.11	0.11	0.11	0.10	0.10	0.17	0.12	0.12	0.07	0.07	0.10	0.06	0.11	0.11	0.07	0.07	0.07	0.07	0.14	0.10	0.11	0.10	0.09	0.11	0.07	0.07	0.07	0.12	0.10	0.13	0.11	0.08	0.14	0.16	0.09	0.11	0.06	0.12	0.10	0.13	0.07	0.11	0.08	0.08
NM_177538|CYP20A1|chr2|+	chr2:204161480-204170733	204161630	0.17	0.17	0.18	NA	0.14	0.23	0.08	0.23	0.22	0.18	0.10	0.09	0.26	0.16	0.17	0.23	NA	0.23	0.18	0.14	0.19	0.16	0.21	0.19	0.34	0.23	0.25	0.18	NA	0.17	0.22	0.15	NA	0.11	NA	0.08	0.25	0.14	0.11	0.19	0.23	0.16	0.15	0.12	0.11	NA	0.12	0.07	0.23	0.22	0.12
NM_006296|VRK2|chr2|+	chr2:58386483-58391079	58386935	0.13	0.16	0.17	0.18	0.09	0.17	0.16	0.16	0.19	0.14	0.14	0.12	0.20	0.20	0.14	0.21	0.14	0.15	0.09	0.13	0.09	0.11	0.13	0.20	0.10	0.12	0.21	0.12	0.15	0.13	0.11	0.14	0.10	0.09	0.14	0.13	0.13	0.12	0.13	0.23	0.14	0.12	0.14	0.22	0.12	0.17	0.12	0.15	0.18	0.16	0.13
NM_177968|PPM1B|chr2|+	chr2:44459454-44461214	44459846	0.60	0.70	NA	0.88	0.95	0.56	0.80	0.78	0.73	0.78	NA	0.64	0.72	0.80	0.68	0.64	NA	0.75	0.89	0.70	0.52	0.58	0.71	0.61	0.84	0.74	0.89	0.62	0.58	0.80	0.79	0.68	0.71	0.78	NA	0.70	0.65	0.67	0.66	0.68	0.92	0.71	0.89	0.71	0.81	0.69	0.88	NA	0.70	0.70	0.83
NR_028102|THUMPD2|chr2|-	chr2:39963397-39964199	39963851	0.83	0.65	0.55	0.87	0.92	0.65	0.67	0.69	0.65	NA	1.00	0.68	0.56	0.81	0.81	0.81	NA	0.79	0.74	0.86	0.65	0.63	0.58	NA	0.65	0.73	0.82	0.67	0.66	0.75	0.74	0.56	0.74	0.91	NA	0.72	0.73	0.87	0.68	0.79	0.86	0.70	0.79	0.66	0.84	0.60	0.94	0.78	NA	0.65	0.93
NM_000945|PPP3R1|chr2|-	chr2:68406030-68408142	68407963	0.79	0.83	0.79	0.91	0.94	0.83	0.87	0.91	0.92	0.91	0.97	0.87	0.73	0.91	0.80	0.81	0.80	0.88	0.85	0.89	0.81	0.83	0.74	0.75	0.87	0.86	0.90	0.71	0.83	0.84	0.84	0.75	0.88	0.92	0.85	0.92	0.81	0.89	0.74	0.83	0.95	0.81	0.93	0.83	0.92	0.75	0.91	0.93	0.77	0.81	0.91
NM_006577|B3GNT2|chr2|+	chr2:62449346-62451876	62450637	0.99	0.99	0.88	1.00	1.00	0.90	1.00	1.00	1.00	0.99	NA	0.97	0.95	1.00	0.97	0.93	0.97	0.97	1.00	1.00	0.80	0.94	0.98	0.98	1.00	0.99	1.00	0.97	0.97	0.98	0.99	0.93	1.00	1.00	NA	1.00	0.98	1.00	0.93	0.99	1.00	0.99	1.00	0.99	1.00	0.96	1.00	1.00	0.95	0.99	0.99
NM_001031738|TMEM150A|chr2|-	chr2:85825706-85826440	85826171	0.99	1.00	0.95	0.99	0.94	1.00	NA	NA	1.00	1.00	1.00	1.00	0.90	0.99	0.86	0.96	0.91	1.00	0.83	0.95	0.98	0.97	NA	0.92	1.00	0.95	NA	NA	0.94	1.00	0.99	0.82	NA	0.99	0.90	0.98	1.00	NA	0.85	0.94	1.00	0.97	1.00	0.87	1.00	0.98	1.00	1.00	1.00	0.98	0.99
NM_001137602|MEMO1|chr2|-	chr2:32092051-32093561	32093031	0.20	0.14	0.08	0.14	0.16	0.09	0.13	0.12	0.19	0.23	0.24	0.15	0.12	0.18	0.14	0.16	0.13	0.14	0.13	0.18	0.07	0.09	0.11	0.09	0.13	0.21	0.14	0.09	0.17	0.12	0.15	0.10	0.14	0.18	0.21	0.14	0.11	0.15	0.12	0.12	0.23	0.14	0.10	0.15	0.23	0.11	0.15	0.10	0.09	0.13	0.22
NM_014369|PTPN18|chr2|+	chr2:131130729-131132992	131131887	0.96	0.81	0.98	0.97	1.00	0.92	1.00	0.86	0.98	0.99	NA	0.96	0.87	0.94	0.79	0.80	0.87	0.97	0.99	0.91	1.00	0.97	0.80	0.89	1.00	0.95	0.94	0.63	0.78	0.96	0.99	0.85	0.92	1.00	0.99	0.89	0.87	0.94	0.90	0.92	1.00	0.84	0.79	0.78	0.97	0.90	0.99	0.97	0.87	0.81	0.94
NM_000888|ITGB6|chr2|-	chr2:160956175-160958345	160957826	0.87	NA	0.70	1.00	1.00	0.72	1.00	0.98	0.95	0.91	NA	0.80	0.87	0.93	0.86	0.84	0.86	0.89	0.93	0.95	NA	NA	NA	0.82	0.95	0.93	0.94	0.83	0.80	0.97	0.97	0.74	0.89	0.95	0.94	NA	0.90	0.92	0.86	0.96	1.00	0.91	NA	NA	0.95	0.82	NA	0.79	NA	0.93	1.00
NM_017727|TMEM214|chr2|+	chr2:27263578-27264559	27263809	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_144563|RPIA|chr2|+	chr2:89049497-89050448	89049685	0.65	0.54	0.57	0.77	0.68	0.55	0.57	0.70	0.74	0.65	0.89	0.54	0.39	0.68	0.44	0.54	0.48	0.55	0.64	0.63	0.67	0.47	0.42	0.39	0.75	0.66	0.70	0.37	0.57	0.59	0.53	0.45	0.63	0.64	0.54	0.63	0.58	0.60	0.42	0.46	0.73	0.59	0.49	0.66	0.67	0.39	0.69	0.65	0.33	0.66	0.52
NM_017657|AFTPH|chr2|+	chr2:64819018-64820136	64819168	0.70	0.73	0.45	0.92	0.94	0.58	0.79	0.66	0.92	0.87	0.97	0.71	0.68	0.85	0.80	0.72	0.67	0.76	0.82	0.88	0.45	0.60	0.62	0.67	0.84	0.88	0.90	0.56	0.76	0.74	0.86	0.68	0.82	0.91	0.85	0.80	0.76	0.89	0.68	0.75	0.96	0.78	0.85	0.79	0.89	0.61	0.88	0.73	0.65	0.80	0.87
NM_005667|RNF103|chr2|-	chr2:86830494-86832541	86832385	0.92	0.85	0.87	0.93	0.95	0.86	0.87	0.85	0.94	0.87	0.98	0.91	0.79	0.91	0.80	0.86	0.86	0.92	0.85	0.85	NA	0.88	0.82	0.84	0.85	0.84	0.90	0.88	0.84	0.83	0.95	0.88	0.87	0.94	NA	0.91	0.84	0.83	0.86	0.88	0.92	0.82	0.89	0.86	0.92	0.85	0.91	0.92	0.88	0.84	0.91
NM_012100|DNPEP|chr2|-	chr2:220236781-220239064	220238914	0.13	0.18	0.09	0.09	0.05	0.11	0.12	0.13	0.24	0.10	0.09	0.07	0.14	0.20	0.14	0.21	0.16	0.14	0.15	0.09	0.08	0.12	0.21	0.18	0.21	0.19	0.22	0.11	0.16	0.15	0.19	0.13	0.15	0.11	0.18	0.14	0.20	0.18	0.09	0.15	0.13	0.15	0.15	0.15	0.10	0.12	0.07	0.06	0.16	0.19	0.14
NM_018153|ANTXR1|chr2|+	chr2:69372457-69373527	69372665	1.00	1.00	1.00	1.00	0.95	0.98	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	0.94	NA	0.98	1.00	NA	1.00	NA	0.90	NA	NA	NA	NA	0.98	NA	1.00	NA	0.97	1.00	NA	NA	NA	NA	0.95	0.95	NA	1.00	NA	NA	1.00	0.94	NA	NA	0.90	1.00	1.00
NM_001127395|METTL21A|chr2|-	chr2:208475458-208478167	208477651	NA	0.56	0.44	NA	0.44	NA	0.49	0.50	0.58	0.59	0.49	0.40	NA	NA	0.45	0.53	NA	0.57	0.46	0.61	0.30	0.45	0.44	0.48	0.50	0.52	0.46	0.50	0.45	0.55	NA	0.61	0.52	0.53	NA	0.48	0.51	0.44	NA	0.52	0.61	0.47	0.52	0.58	0.56	0.55	0.56	0.54	0.57	0.53	0.38
NM_016815|GYPC|chr2|+	chr2:127453521-127454246	127453901	0.69	0.65	0.66	0.58	0.83	0.58	0.48	0.53	0.65	0.74	0.55	0.57	0.57	0.69	0.57	0.63	0.58	0.68	0.59	0.65	0.65	0.55	0.52	0.53	0.43	0.67	0.65	0.50	0.63	0.57	0.59	0.49	0.67	0.70	0.61	0.72	0.63	0.63	0.62	0.58	0.72	0.58	NA	NA	NA	0.50	0.76	0.64	0.51	0.55	NA
NM_014640|TTLL4|chr2|+	chr2:219618856-219621951	219619296	0.07	0.10	0.11	0.07	0.09	0.08	0.06	0.10	0.14	0.05	0.04	0.06	0.15	0.09	0.08	0.11	0.10	0.11	0.11	0.11	0.05	0.06	0.07	0.08	0.07	0.14	0.09	0.08	0.07	0.07	0.07	0.09	0.05	0.06	0.12	0.07	0.11	0.08	0.07	0.06	0.07	0.10	0.08	0.08	0.07	0.12	0.06	0.05	0.11	0.08	0.09
NM_006343|MERTK|chr2|+	chr2:112785927-112786944	112786541	NA	0.56	0.41	0.67	NA	0.44	NA	0.61	0.87	0.49	1.00	NA	0.49	0.56	NA	0.45	NA	0.57	0.72	0.51	NA	0.40	0.43	0.44	0.71	0.42	0.72	0.41	NA	0.64	0.61	0.40	0.55	0.78	0.48	0.46	NA	0.40	NA	0.44	0.87	0.36	0.59	0.57	0.68	NA	0.80	0.59	0.41	0.54	0.94
NM_006267|RANBP2|chr2|+	chr2:109400051-109402221	109400451	0.15	0.32	0.13	0.20	0.12	0.19	0.41	0.17	0.21	0.21	0.12	0.11	0.21	0.25	0.14	0.28	0.15	0.24	0.16	0.21	0.11	0.15	0.27	0.22	0.24	0.37	0.29	0.15	0.20	0.29	0.13	0.29	0.19	0.17	0.20	0.22	0.18	0.22	0.11	0.27	0.27	0.16	0.24	0.40	0.18	0.25	0.14	0.20	0.29	0.27	0.21
NM_005633|SOS1|chr2|-	chr2:39211598-39213456	39212935	0.65	0.68	0.71	0.93	0.96	0.73	0.91	0.70	0.85	0.92	0.99	0.72	0.52	0.81	0.70	0.68	0.48	0.64	0.74	0.85	0.74	0.62	0.64	0.54	0.65	0.83	0.79	0.53	0.72	0.75	0.70	0.62	0.82	0.88	0.60	0.88	0.66	0.80	0.69	0.59	0.92	0.55	0.73	0.71	0.93	0.55	0.85	0.79	0.52	0.68	0.86
NR_027671|UGGT1|chr2|+	chr2:128947290-128953259	128950021	0.46	0.58	0.67	0.61	0.55	0.60	0.67	0.43	0.53	0.66	0.61	0.58	0.55	0.76	0.43	0.57	0.41	0.71	0.40	0.67	0.63	0.40	0.50	0.43	0.61	0.58	0.55	0.38	0.48	0.60	0.51	0.47	0.37	0.47	0.60	0.62	0.64	0.53	0.53	0.53	0.83	0.45	0.53	0.49	0.44	0.53	0.61	0.50	0.57	0.46	0.59
NR_046347|USP39|chr2|+	chr2:85875883-85876403	85876033	1.00	0.90	0.96	0.80	0.99	0.83	0.92	0.81	0.85	1.00	1.00	1.00	0.79	0.97	0.99	0.89	0.92	0.99	0.78	0.94	1.00	0.93	0.87	0.86	0.87	0.95	0.77	0.87	0.92	0.85	0.90	0.86	1.00	1.00	0.90	0.98	0.86	0.91	0.88	0.82	0.92	0.99	0.78	0.85	1.00	0.95	1.00	1.00	0.93	0.83	0.94
NM_015530|GORASP2|chr2|+	chr2:171822299-171823628	171822458	0.63	0.64	0.60	0.70	0.89	0.60	0.70	0.59	0.74	0.88	0.97	0.69	0.47	0.63	0.70	0.66	0.49	0.65	0.66	0.77	0.69	0.57	0.58	0.49	0.63	0.83	0.66	0.50	0.71	0.63	0.59	0.53	0.79	0.77	0.59	0.82	0.49	0.80	0.53	0.57	0.89	0.52	0.72	0.69	0.89	0.49	0.75	0.78	0.46	0.60	0.88
NM_000576|IL1B|chr2|-	chr2:113587332-113588150	113587696	0.96	NA	0.91	0.95	1.00	0.92	0.97	NA	0.98	0.96	NA	1.00	0.84	0.98	0.83	0.98	0.87	NA	0.87	NA	NA	NA	NA	0.90	NA	NA	0.99	NA	NA	NA	0.90	0.92	NA	NA	NA	NA	0.85	NA	0.97	NA	1.00	0.91	0.90	NA	0.99	0.79	0.99	0.94	NA	0.96	0.99
NM_152387|KCTD18|chr2|-	chr2:201353680-201355339	201354212	0.18	0.19	0.23	0.44	0.73	0.15	0.27	0.37	0.46	0.20	NA	NA	0.16	0.27	0.18	0.08	0.12	0.20	0.59	0.21	0.21	0.17	0.23	0.13	0.75	0.20	0.55	0.15	0.13	0.19	0.28	0.12	0.30	0.47	NA	0.18	0.15	0.19	0.10	0.22	0.85	0.10	0.36	0.28	0.34	0.13	0.57	0.31	0.14	0.26	0.52
NM_001190265|C1D|chr2|-	chr2:68269336-68270185	68270035	0.89	0.83	0.30	0.98	1.00	0.36	0.85	0.82	1.00	0.85	0.97	0.74	0.85	1.00	0.84	0.69	0.70	0.77	0.88	0.91	0.31	0.41	1.00	0.67	0.90	0.91	0.89	0.69	0.66	1.00	0.91	0.59	0.89	0.94	NA	0.75	0.95	0.80	0.81	0.78	1.00	0.92	0.81	0.88	0.98	0.82	0.97	0.56	0.79	0.99	0.97
NM_018234|STEAP3|chr2|+	chr2:120020632-120023748	120020886	0.89	0.86	0.81	0.86	0.95	0.90	0.90	0.82	0.99	0.92	NA	0.90	0.78	0.93	0.90	0.89	0.81	0.91	0.88	0.93	0.87	0.92	0.87	0.89	0.85	NA	0.91	0.86	NA	0.82	0.90	0.79	0.92	0.90	0.91	0.94	0.86	0.96	0.83	0.85	0.95	0.86	0.75	0.88	0.94	0.88	0.92	0.86	0.81	0.80	0.94
NM_002056|GFPT1|chr2|-	chr2:69546929-69553365	69552527	0.24	0.39	0.30	0.31	0.25	0.33	0.28	0.25	0.34	0.26	0.30	0.28	0.42	0.52	0.35	0.36	0.32	0.38	0.25	0.34	0.37	0.24	0.35	0.40	0.26	0.52	0.49	0.33	0.45	0.42	0.37	0.27	0.31	0.23	NA	0.34	0.41	0.30	0.29	0.42	0.35	0.32	0.44	0.42	0.17	0.32	0.34	0.30	0.46	0.24	0.29
NM_005415|SLC20A1|chr2|+	chr2:113420440-113421402	113420734	0.82	0.80	0.79	0.94	0.95	0.78	0.91	0.82	0.80	0.94	0.99	0.81	0.67	0.90	0.74	0.86	0.71	0.85	0.82	0.87	0.78	0.81	0.67	0.74	0.79	0.90	0.82	0.72	0.84	0.78	0.88	0.76	0.78	0.90	0.84	0.95	0.78	0.89	0.77	0.82	0.96	0.86	0.88	0.86	0.99	0.71	0.88	0.91	0.71	0.92	0.79
NM_138402|SP140L|chr2|+	chr2:231267512-231269895	231268408	0.03	NA	0.03	0.12	0.02	0.04	0.12	NA	0.06	0.04	0.03	0.02	0.08	0.05	0.07	0.08	0.04	0.04	0.03	0.04	0.02	0.01	NA	0.03	0.05	0.14	0.07	0.06	NA	NA	0.06	0.04	NA	0.02	NA	0.03	0.05	0.12	0.03	0.02	0.08	0.02	NA	NA	0.01	0.08	0.04	0.02	0.09	0.05	0.07
NM_024770|METTL8|chr2|-	chr2:172174138-172180872	172180548	NA	0.27	NA	0.41	0.24	0.33	0.22	0.26	0.35	0.24	0.24	0.25	0.40	NA	0.20	0.23	0.39	0.39	0.20	0.25	0.26	0.29	0.29	0.32	0.26	0.30	0.29	0.19	NA	0.21	0.29	0.22	0.19	0.17	NA	0.21	0.37	0.28	0.30	NA	0.28	0.25	0.21	0.24	0.25	0.34	0.20	0.19	0.28	0.25	0.37
NR_027238|LOC654342|chr2|-	chr2:91823719-91825059	91824790	0.06	0.09	0.06	0.05	0.10	NA	0.03	0.17	0.05	0.06	0.11	0.06	0.06	NA	NA	0.09	0.04	0.05	0.04	0.05	NA	0.04	0.06	0.04	0.05	0.14	NA	0.37	0.07	0.06	0.05	0.05	NA	NA	0.06	0.12	0.06	0.17	0.03	0.04	0.07	0.05	0.11	0.09	NA	0.06	0.05	0.05	0.10	0.06	0.05
NM_030650|KIAA1715|chr2|-	chr2:176788584-176794927	176793561	0.46	0.52	NA	0.59	0.42	0.68	0.53	0.44	0.58	NA	NA	NA	0.60	0.71	0.60	0.52	0.49	0.84	0.37	0.51	NA	0.53	0.46	0.49	0.45	0.50	0.63	0.32	NA	0.47	0.63	0.48	0.41	0.50	NA	0.85	0.65	0.47	0.56	0.71	0.70	0.52	0.68	0.40	0.37	0.43	0.48	0.60	0.70	0.54	0.52
